crm_id,cust_id,lifecycle_stage,customer_manager,vip_tier,churn_risk_score,last_contact_date,contact_preference
CRM409315,C004182,成熟期,林雪梅,钻石,0,2026-05-29,APP Push
CRM875380,C004183,成长期,王建国,金卡,53,2026-03-28,APP Push
CRM837562,C004184,沉睡期,王建国,普通,93,2025-09-19,短信
CRM614544,C004185,成熟期,林雪梅,普通,1,2026-07-04,APP Push
CRM428006,C004186,成长期,罗玲,普通,0,2026-05-25,电话
CRM252125,C004187,沉睡期,何志明,金卡,74,2025-10-03,APP Push
CRM790507,C004188,成熟期,周涛,普通,6,2026-07-09,APP Push
CRM111064,C004189,成熟期,刘志强,金卡,0,2026-06-16,短信
CRM740543,C004190,成熟期,马晓雯,普通,5,2026-07-11,短信
CRM886077,C004191,成熟期,李娟,金卡,0,2026-06-02,邮件
CRM926155,C004192,成熟期,黄海波,白金,10,2026-06-22,短信
CRM290849,C004193,成熟期,周涛,白金,0,2026-07-09,短信
CRM109581,C004194,成熟期,林雪梅,金卡,1,2026-05-16,APP Push
CRM305454,C004195,沉睡期,黄海波,普通,57,2026-04-01,邮件
CRM852884,C004196,成熟期,张伟,金卡,21,2025-07-16,APP Push
CRM688302,C004197,成熟期,钱丽华,白金,2,2026-06-29,邮件
CRM327475,C004198,新户,罗玲,金卡,14,2026-06-03,短信
CRM844753,C004199,成熟期,吴芳,金卡,28,2025-08-04,APP Push
CRM179166,C004200,成熟期,马晓雯,普通,6,2026-07-14,邮件
CRM035176,C004201,成熟期,何志明,普通,13,2026-06-20,APP Push
CRM336145,C004202,成熟期,王建国,普通,7,2026-06-28,APP Push
CRM713494,C004203,成熟期,黄海波,普通,5,2026-05-20,邮件
CRM705692,C004204,成熟期,黄海波,金卡,9,2026-06-29,电话
CRM972044,C004205,成熟期,刘志强,金卡,2,2026-06-23,短信
CRM633465,C004206,沉睡期,黄海波,白金,74,2025-11-25,APP Push
CRM430583,C004207,成熟期,郑刚,金卡,9,2026-06-20,邮件
CRM470878,C004208,成熟期,王建国,普通,23,2026-05-27,短信
CRM306987,C004209,成熟期,李娟,金卡,0,2026-06-09,APP Push
CRM599658,C004210,成熟期,郑刚,金卡,1,2026-06-18,电话
CRM083357,C004211,成长期,周涛,普通,0,2026-05-22,短信
CRM858836,C004212,成熟期,郑刚,金卡,7,2026-06-18,APP Push
CRM317081,C004213,成熟期,陈晓燕,金卡,7,2026-06-19,APP Push
CRM916197,C004214,成熟期,刘志强,普通,19,2026-06-02,短信
CRM023121,C004215,成熟期,钱丽华,金卡,30,2025-07-15,邮件
CRM033287,C004216,新户,张伟,金卡,7,2026-07-05,邮件
CRM550364,C004217,成熟期,赵敏,普通,0,2026-06-23,APP Push
CRM560656,C004218,成熟期,黄海波,普通,9,2026-06-23,APP Push
CRM207139,C004219,成熟期,张伟,普通,0,2026-06-30,APP Push
CRM598926,C004220,成长期,何志明,普通,0,2026-07-04,APP Push
CRM163586,C004221,成熟期,陈晓燕,金卡,1,2026-06-28,短信
CRM775412,C004222,成熟期,黄海波,金卡,2,2026-06-29,短信
CRM714446,C004223,成长期,张伟,白金,0,2026-06-03,短信
CRM159389,C004224,成熟期,李娟,金卡,0,2026-06-22,APP Push
CRM919701,C004225,成熟期,孙磊,普通,6,2026-07-02,APP Push
CRM167482,C004226,成熟期,罗玲,白金,0,2026-05-19,APP Push
CRM846140,C004227,成熟期,郑刚,金卡,0,2026-06-28,短信
CRM186908,C004228,成长期,何志明,普通,0,2026-06-27,短信
CRM338094,C004229,沉睡期,周涛,白金,64,2026-01-11,APP Push
CRM234402,C004230,成熟期,李娟,钻石,0,2026-06-29,短信
CRM138269,C004231,成熟期,孙磊,普通,0,2026-05-19,短信
CRM069812,C004232,成熟期,黄海波,普通,10,2026-06-02,短信
CRM877980,C004233,成熟期,周涛,金卡,5,2026-06-08,APP Push
CRM760747,C004234,成长期,林雪梅,金卡,7,2026-07-11,电话
CRM939493,C004235,成熟期,罗玲,普通,6,2026-06-01,邮件
CRM566957,C004236,成熟期,黄海波,普通,22,2025-12-04,电话
CRM040881,C004237,新户,钱丽华,普通,10,2026-06-10,短信
CRM508288,C004238,成熟期,陈晓燕,金卡,9,2026-05-24,APP Push
CRM782095,C004239,成熟期,吴芳,普通,19,2026-03-27,APP Push
CRM492219,C004240,成熟期,马晓雯,金卡,24,2026-01-23,电话
CRM334961,C004241,成长期,罗玲,金卡,0,2026-06-06,邮件
CRM535670,C004242,新户,何志明,普通,10,2026-07-01,APP Push
CRM001306,C004243,成长期,周涛,金卡,0,2026-06-30,短信
CRM654224,C004244,成熟期,黄海波,普通,0,2026-06-07,短信
CRM989890,C004245,成熟期,孙磊,金卡,0,2026-06-01,APP Push
CRM393207,C004246,成熟期,钱丽华,普通,0,2026-06-20,APP Push
CRM669778,C004247,成熟期,孙磊,钻石,2,2026-06-11,APP Push
CRM164808,C004248,成熟期,孙磊,白金,7,2026-05-27,APP Push
CRM517367,C004249,成熟期,刘志强,金卡,7,2026-06-29,邮件
CRM691020,C004250,成熟期,刘志强,金卡,3,2026-05-16,APP Push
CRM857880,C004251,成熟期,钱丽华,普通,47,2025-09-24,短信
CRM986556,C004252,成熟期,何志明,金卡,0,2026-05-17,APP Push
CRM911582,C004253,成长期,钱丽华,金卡,6,2026-07-11,短信
CRM923522,C004254,新户,王建国,金卡,15,2026-06-25,APP Push
CRM914396,C004255,沉睡期,罗玲,普通,68,2026-03-08,短信
CRM859116,C004256,成熟期,林雪梅,普通,0,2026-06-18,邮件
CRM342835,C004257,成长期,林雪梅,普通,2,2026-06-27,APP Push
CRM933976,C004258,成长期,李娟,金卡,29,2025-08-27,电话
CRM859344,C004259,成熟期,黄海波,普通,3,2026-06-16,APP Push
CRM944108,C004260,沉睡期,张伟,普通,61,2026-03-02,APP Push
CRM852760,C004261,成熟期,黄海波,金卡,3,2026-06-28,电话
CRM652158,C004262,成熟期,刘志强,白金,0,2026-07-01,短信
CRM746642,C004263,成熟期,刘志强,白金,34,2026-01-06,电话
CRM441545,C004264,成熟期,刘志强,普通,0,2026-05-22,APP Push
CRM863994,C004265,新户,郑刚,金卡,10,2026-06-22,APP Push
CRM026701,C004266,沉睡期,马晓雯,普通,66,2025-10-28,APP Push
CRM211288,C004267,沉睡期,孙磊,金卡,65,2025-12-10,短信
CRM265498,C004268,成熟期,刘志强,白金,0,2026-06-13,短信
CRM705580,C004269,成熟期,何志明,白金,0,2026-06-27,APP Push
CRM168343,C004270,成熟期,马晓雯,普通,0,2026-06-21,APP Push
CRM734652,C004271,沉睡期,陈晓燕,金卡,55,2026-03-09,APP Push
CRM039890,C004272,成长期,张伟,白金,0,2026-06-21,邮件
CRM262785,C004273,成熟期,张伟,普通,0,2026-07-12,邮件
CRM253240,C004274,成熟期,李娟,普通,0,2026-06-05,APP Push
CRM004281,C004275,沉睡期,林雪梅,普通,59,2025-09-08,APP Push
CRM789258,C004276,沉睡期,罗玲,金卡,66,2025-11-27,APP Push
CRM210030,C004277,成长期,王建国,白金,0,2026-06-21,邮件
CRM314173,C004278,成熟期,陈晓燕,金卡,9,2026-06-10,邮件
CRM106242,C004279,成熟期,张伟,金卡,6,2026-06-15,邮件
CRM748417,C004280,成长期,周涛,普通,6,2026-06-15,APP Push
CRM244401,C004281,成熟期,罗玲,普通,8,2026-06-25,APP Push
CRM023725,C004282,成熟期,孙磊,金卡,0,2026-05-23,APP Push
CRM048585,C004283,成熟期,孙磊,普通,3,2026-05-17,APP Push
CRM606985,C004284,成熟期,钱丽华,金卡,23,2026-07-04,APP Push
CRM683909,C004285,沉睡期,张伟,白金,69,2026-03-26,APP Push
CRM715280,C004286,成长期,刘志强,金卡,18,2025-10-12,APP Push
CRM015450,C004287,成熟期,罗玲,白金,0,2026-06-11,APP Push
CRM994523,C004288,成熟期,林雪梅,金卡,17,2026-01-08,电话
CRM655605,C004289,成熟期,赵敏,白金,25,2026-06-04,APP Push
CRM642451,C004290,成长期,孙磊,金卡,0,2026-05-20,短信
CRM148382,C004291,成熟期,黄海波,普通,9,2026-06-21,电话
CRM569793,C004292,成熟期,吴芳,普通,0,2026-06-15,APP Push
CRM002695,C004293,新户,张伟,钻石,1,2026-06-15,APP Push
CRM777692,C004294,成熟期,赵敏,白金,29,2025-12-16,APP Push
CRM264036,C004295,成熟期,赵敏,白金,26,2025-07-16,电话
CRM163086,C004296,成熟期,郑刚,白金,2,2026-05-24,APP Push
CRM406580,C004297,成熟期,马晓雯,普通,0,2026-05-31,邮件
CRM302948,C004298,成熟期,郑刚,白金,17,2026-06-19,电话
CRM174656,C004299,成熟期,陈晓燕,普通,0,2026-07-08,APP Push
CRM816488,C004300,新户,王建国,普通,0,2026-05-16,短信
CRM867269,C004301,成熟期,钱丽华,钻石,0,2026-07-14,APP Push
CRM136691,C004302,成熟期,郑刚,普通,28,2025-12-31,短信
CRM852169,C004303,成熟期,罗玲,白金,14,2026-07-13,APP Push
CRM524823,C004304,成熟期,林雪梅,金卡,7,2026-06-21,短信
CRM159263,C004305,成熟期,王建国,金卡,32,2026-02-01,APP Push
CRM857810,C004306,成熟期,郑刚,金卡,0,2026-07-14,APP Push
CRM181665,C004307,成熟期,钱丽华,金卡,17,2025-09-18,APP Push
CRM669814,C004308,成熟期,陈晓燕,金卡,4,2026-06-20,短信
CRM871182,C004309,沉睡期,林雪梅,钻石,72,2025-11-14,邮件
CRM287408,C004310,成长期,王建国,金卡,16,2026-01-08,APP Push
CRM373464,C004311,成熟期,周涛,金卡,5,2026-05-29,邮件
CRM119970,C004312,成长期,林雪梅,金卡,0,2026-05-19,APP Push
CRM753048,C004313,成熟期,马晓雯,金卡,19,2025-12-17,短信
CRM725542,C004314,成熟期,孙磊,金卡,29,2026-07-09,短信
CRM900000,C004315,成熟期,李娟,普通,1,2026-06-19,APP Push
CRM747207,C004316,成熟期,钱丽华,金卡,1,2026-05-24,APP Push
CRM041861,C004317,成长期,陈晓燕,钻石,0,2026-07-04,APP Push
CRM820668,C004318,成熟期,赵敏,普通,0,2026-07-04,电话
CRM224930,C004319,成熟期,周涛,普通,8,2026-06-25,短信
CRM900610,C004320,成熟期,周涛,金卡,7,2026-06-25,短信
CRM357729,C004321,成长期,周涛,普通,5,2026-07-02,短信
CRM997703,C004322,成熟期,张伟,金卡,1,2026-06-13,短信
CRM681748,C004323,成长期,赵敏,普通,41,2025-08-25,电话
CRM132003,C004324,成长期,吴芳,金卡,4,2026-06-06,APP Push
CRM986894,C004325,成熟期,黄海波,钻石,0,2026-07-05,APP Push
CRM937918,C004326,成熟期,王建国,普通,4,2026-06-10,APP Push
CRM589894,C004327,沉睡期,马晓雯,白金,75,2025-12-26,APP Push
CRM411040,C004328,新户,钱丽华,金卡,7,2026-06-03,邮件
CRM471824,C004329,新户,周涛,金卡,20,2026-06-21,APP Push
CRM574805,C004330,新户,郑刚,白金,6,2026-06-24,APP Push
CRM435954,C004331,成熟期,黄海波,普通,3,2026-05-23,短信
CRM987535,C004332,成熟期,周涛,普通,0,2026-05-31,短信
CRM835347,C004333,新户,王建国,普通,17,2026-06-09,短信
CRM514699,C004334,成熟期,罗玲,金卡,0,2026-07-09,APP Push
CRM625152,C004335,成熟期,罗玲,普通,3,2026-06-23,短信
CRM382279,C004336,成熟期,罗玲,普通,5,2026-06-02,短信
CRM392288,C004337,成熟期,陈晓燕,金卡,16,2025-08-03,电话
CRM596404,C004338,成熟期,刘志强,普通,0,2026-06-20,邮件
CRM929261,C004339,成熟期,王建国,普通,5,2026-05-28,邮件
CRM472312,C004340,成长期,赵敏,金卡,30,2025-11-16,APP Push
CRM330002,C004341,沉睡期,黄海波,普通,57,2025-09-17,APP Push
CRM699886,C004342,成熟期,孙磊,白金,5,2026-07-12,电话
CRM582494,C004343,成长期,钱丽华,普通,0,2026-06-05,APP Push
CRM707720,C004344,成熟期,周涛,金卡,0,2026-06-16,邮件
CRM676042,C004345,成熟期,罗玲,金卡,6,2026-06-23,APP Push
CRM093264,C004346,成熟期,孙磊,金卡,0,2026-06-13,短信
CRM559525,C004347,成熟期,黄海波,金卡,5,2026-05-19,APP Push
CRM238058,C004348,成熟期,李娟,普通,31,2025-10-02,短信
CRM208237,C004349,成熟期,孙磊,普通,21,2026-07-04,APP Push
CRM312038,C004350,成熟期,黄海波,钻石,0,2026-05-16,电话
CRM092255,C004351,成熟期,周涛,钻石,0,2026-05-20,短信
CRM796187,C004352,成熟期,刘志强,普通,0,2026-06-05,APP Push
CRM270689,C004353,成熟期,林雪梅,普通,6,2026-05-19,短信
CRM662567,C004354,成熟期,孙磊,金卡,2,2026-05-25,APP Push
CRM225689,C004355,成熟期,马晓雯,金卡,5,2026-06-27,APP Push
CRM720007,C004356,成长期,赵敏,金卡,25,2026-02-22,APP Push
CRM459308,C004357,成熟期,罗玲,白金,9,2026-07-14,APP Push
CRM228115,C004358,成熟期,马晓雯,普通,2,2026-07-08,邮件
CRM175882,C004359,成熟期,马晓雯,金卡,1,2026-06-16,邮件
CRM309485,C004360,沉睡期,陈晓燕,金卡,73,2025-10-08,短信
CRM896394,C004361,沉睡期,李娟,白金,75,2025-11-16,APP Push
CRM849307,C004362,成熟期,赵敏,金卡,0,2026-06-08,邮件
CRM904385,C004363,成熟期,何志明,普通,25,2026-02-03,APP Push
CRM856488,C004364,成熟期,周涛,普通,0,2026-06-03,短信
CRM230718,C004365,成熟期,孙磊,普通,6,2026-07-08,APP Push
CRM799504,C004366,成长期,吴芳,白金,9,2026-05-27,APP Push
CRM504549,C004367,成熟期,钱丽华,钻石,0,2026-07-11,APP Push
CRM755255,C004368,成熟期,陈晓燕,钻石,6,2026-05-31,电话
CRM356999,C004369,成熟期,黄海波,普通,24,2025-08-12,短信
CRM493330,C004370,成熟期,陈晓燕,金卡,2,2026-06-30,短信
CRM247245,C004371,成熟期,吴芳,普通,4,2026-06-30,APP Push
CRM951035,C004372,成熟期,林雪梅,钻石,13,2026-05-29,APP Push
CRM322806,C004373,成长期,马晓雯,金卡,0,2026-06-19,邮件
CRM418096,C004374,成熟期,罗玲,普通,0,2026-06-28,邮件
CRM359168,C004375,成熟期,吴芳,金卡,13,2026-07-03,短信
CRM927768,C004376,成熟期,李娟,普通,16,2025-12-01,APP Push
CRM298398,C004377,新户,吴芳,普通,10,2026-07-09,APP Push
CRM329137,C004378,成熟期,郑刚,金卡,0,2026-06-21,APP Push
CRM582697,C004379,成长期,钱丽华,普通,1,2026-06-30,短信
CRM239326,C004380,成熟期,何志明,金卡,0,2026-07-09,APP Push
CRM008260,C004381,成熟期,孙磊,金卡,0,2026-06-15,短信
CRM401672,C004382,成熟期,林雪梅,普通,3,2026-06-05,APP Push
CRM565265,C004383,成熟期,林雪梅,普通,0,2026-06-13,APP Push
CRM458123,C004384,成长期,吴芳,金卡,1,2026-07-06,短信
CRM114862,C004385,成熟期,黄海波,普通,0,2026-06-27,APP Push
CRM948052,C004386,成长期,钱丽华,金卡,7,2026-05-22,短信
CRM967449,C004387,新户,何志明,金卡,15,2026-06-07,APP Push
CRM232854,C004388,成熟期,吴芳,金卡,0,2026-06-21,APP Push
CRM323826,C004389,成熟期,何志明,金卡,10,2026-06-06,短信
CRM977449,C004390,成熟期,吴芳,普通,0,2026-05-28,APP Push
CRM832729,C004391,新户,黄海波,金卡,5,2026-07-12,APP Push
CRM219476,C004392,成熟期,马晓雯,金卡,0,2026-05-31,短信
CRM245098,C004393,成长期,吴芳,普通,21,2025-11-26,电话
CRM548167,C004394,成熟期,张伟,白金,20,2025-08-09,短信
CRM989977,C004395,成熟期,何志明,白金,0,2026-06-15,APP Push
CRM347573,C004396,成熟期,张伟,白金,0,2026-05-30,短信
CRM832921,C004397,沉睡期,马晓雯,金卡,58,2026-01-12,APP Push
CRM281408,C004398,沉睡期,吴芳,金卡,65,2025-11-23,邮件
CRM468420,C004399,成长期,黄海波,普通,0,2026-07-08,APP Push
CRM869364,C004400,成熟期,林雪梅,金卡,10,2026-05-16,短信
CRM642226,C004401,成熟期,黄海波,普通,0,2026-05-25,短信
CRM270001,C004402,新户,孙磊,金卡,13,2026-07-03,短信
CRM932977,C004403,成长期,赵敏,金卡,0,2026-07-05,短信
CRM250097,C004404,成熟期,马晓雯,金卡,0,2026-06-05,短信
CRM973015,C004405,成长期,赵敏,金卡,2,2026-07-02,短信
CRM738228,C004406,成长期,吴芳,钻石,8,2026-07-01,APP Push
CRM254640,C004407,成熟期,李娟,白金,18,2025-08-30,APP Push
CRM693959,C004408,成熟期,黄海波,金卡,0,2026-06-06,短信
CRM182610,C004409,成熟期,李娟,金卡,9,2026-07-04,APP Push
CRM230510,C004410,成长期,周涛,钻石,31,2026-01-03,短信
CRM307777,C004411,成熟期,刘志强,金卡,10,2026-06-10,APP Push
CRM701978,C004412,成熟期,罗玲,白金,5,2026-06-06,短信
CRM823536,C004413,成熟期,周涛,白金,2,2026-05-16,邮件
CRM779027,C004414,新户,马晓雯,金卡,14,2026-06-18,短信
CRM235938,C004415,成熟期,张伟,金卡,24,2026-05-20,APP Push
CRM209807,C004416,成熟期,陈晓燕,普通,18,2026-06-21,短信
CRM410917,C004417,成熟期,王建国,白金,0,2026-06-14,APP Push
CRM215695,C004418,成熟期,王建国,金卡,10,2026-05-28,APP Push
CRM578392,C004419,成长期,郑刚,普通,34,2026-03-01,APP Push
CRM141053,C004420,成熟期,孙磊,普通,10,2026-06-03,电话
CRM064093,C004421,沉睡期,郑刚,普通,63,2026-04-13,APP Push
CRM958454,C004422,成熟期,张伟,普通,15,2026-03-28,短信
CRM528773,C004423,成熟期,吴芳,普通,18,2025-09-03,短信
CRM525296,C004424,成熟期,马晓雯,金卡,0,2026-05-23,APP Push
CRM789591,C004425,成熟期,周涛,金卡,6,2026-05-21,APP Push
CRM855919,C004426,成长期,郑刚,白金,7,2026-05-20,短信
CRM450086,C004427,成长期,罗玲,金卡,8,2026-05-19,APP Push
CRM719060,C004428,沉睡期,钱丽华,金卡,57,2025-08-12,短信
CRM799346,C004429,成熟期,赵敏,普通,5,2026-06-26,APP Push
CRM061466,C004430,成熟期,李娟,金卡,0,2026-06-16,电话
CRM773272,C004431,成熟期,陈晓燕,普通,6,2026-06-28,电话
CRM269637,C004432,成熟期,林雪梅,钻石,0,2026-06-30,短信
CRM455226,C004433,成熟期,钱丽华,普通,2,2026-06-24,APP Push
CRM888043,C004434,沉睡期,孙磊,白金,72,2025-08-21,电话
CRM941263,C004435,新户,钱丽华,普通,11,2026-05-22,电话
CRM089892,C004436,沉睡期,孙磊,普通,63,2026-02-08,短信
CRM388919,C004437,成熟期,刘志强,金卡,0,2026-07-07,电话
CRM402991,C004438,成熟期,张伟,钻石,6,2026-07-14,APP Push
CRM197576,C004439,成熟期,吴芳,普通,50,2025-10-28,电话
CRM770515,C004440,成熟期,张伟,金卡,15,2025-08-07,APP Push
CRM321827,C004441,成熟期,王建国,金卡,0,2026-05-20,APP Push
CRM031392,C004442,沉睡期,钱丽华,白金,72,2026-03-21,短信
CRM507272,C004443,成熟期,陈晓燕,金卡,7,2026-06-10,短信
CRM300413,C004444,沉睡期,李娟,白金,56,2025-08-19,电话
CRM953032,C004445,成熟期,郑刚,金卡,2,2026-07-11,APP Push
CRM789519,C004446,成熟期,李娟,普通,0,2026-07-02,电话
CRM976391,C004447,新户,刘志强,金卡,17,2026-07-05,短信
CRM807693,C004448,成熟期,何志明,金卡,3,2026-05-27,短信
CRM444790,C004449,成长期,陈晓燕,普通,0,2026-07-08,电话
CRM522461,C004450,新户,何志明,金卡,18,2026-06-24,APP Push
CRM890530,C004451,成熟期,郑刚,金卡,0,2026-07-14,短信
CRM117289,C004452,沉睡期,钱丽华,白金,66,2026-02-24,短信
CRM958236,C004453,新户,黄海波,白金,29,2026-06-27,APP Push
CRM783924,C004454,成熟期,李娟,普通,0,2026-05-25,APP Push
CRM302600,C004455,沉睡期,吴芳,普通,69,2026-03-23,APP Push
CRM049003,C004456,成熟期,李娟,普通,1,2026-06-08,APP Push
CRM652493,C004457,成熟期,赵敏,金卡,0,2026-05-31,短信
CRM158745,C004458,成长期,刘志强,白金,1,2026-05-30,APP Push
CRM807579,C004459,成熟期,钱丽华,白金,0,2026-05-19,APP Push
CRM114712,C004460,成熟期,何志明,普通,0,2026-06-05,短信
CRM800913,C004461,成熟期,吴芳,金卡,0,2026-06-05,APP Push
CRM912038,C004462,成熟期,王建国,白金,0,2026-07-12,邮件
CRM964409,C004463,成熟期,何志明,金卡,21,2026-07-04,APP Push
CRM621102,C004464,成熟期,钱丽华,金卡,0,2026-07-12,邮件
CRM018657,C004465,成熟期,林雪梅,金卡,0,2026-07-12,APP Push
CRM042995,C004466,新户,李娟,白金,8,2026-06-01,电话
CRM776955,C004467,成长期,马晓雯,金卡,0,2026-06-02,APP Push
CRM990243,C004468,成熟期,刘志强,钻石,0,2026-05-22,邮件
CRM973004,C004469,成熟期,何志明,普通,0,2026-06-25,邮件
CRM972294,C004470,成熟期,赵敏,钻石,0,2026-05-29,APP Push
CRM623087,C004471,成熟期,李娟,金卡,4,2026-06-11,短信
CRM452620,C004472,成熟期,陈晓燕,金卡,7,2026-05-18,电话
CRM717274,C004473,新户,刘志强,白金,0,2026-07-09,短信
CRM917663,C004474,成熟期,周涛,普通,9,2026-07-12,APP Push
CRM693680,C004475,沉睡期,何志明,普通,55,2025-07-18,APP Push
CRM755949,C004476,成熟期,张伟,金卡,32,2026-02-19,APP Push
CRM778841,C004477,成熟期,黄海波,金卡,0,2026-05-17,APP Push
CRM979944,C004478,成熟期,刘志强,白金,2,2026-06-22,APP Push
CRM976019,C004479,成熟期,刘志强,白金,9,2026-06-12,短信
CRM549211,C004480,成长期,郑刚,白金,0,2026-06-29,APP Push
CRM253280,C004481,成熟期,罗玲,白金,0,2026-07-07,邮件
CRM292246,C004482,成熟期,陈晓燕,金卡,30,2025-10-23,APP Push
CRM856197,C004483,成熟期,罗玲,金卡,4,2026-07-14,APP Push
CRM638579,C004484,成长期,吴芳,金卡,0,2026-07-12,APP Push
CRM012107,C004485,成熟期,何志明,金卡,10,2026-06-06,短信
CRM088925,C004486,成熟期,李娟,金卡,25,2026-06-04,APP Push
CRM730146,C004487,成熟期,刘志强,普通,33,2026-03-26,邮件
CRM695213,C004488,成熟期,马晓雯,金卡,0,2026-07-13,短信
CRM711141,C004489,成熟期,何志明,金卡,0,2026-06-09,短信
CRM669874,C004490,新户,马晓雯,普通,4,2026-05-23,短信
CRM088803,C004491,成长期,王建国,金卡,0,2026-05-19,短信
CRM407975,C004492,成长期,钱丽华,白金,0,2026-05-21,短信
CRM333507,C004493,成长期,钱丽华,普通,1,2026-07-11,短信
CRM993547,C004494,成熟期,何志明,普通,10,2026-06-24,电话
CRM317554,C004495,成长期,马晓雯,普通,1,2026-06-03,APP Push
CRM874787,C004496,成熟期,吴芳,普通,6,2026-06-17,APP Push
CRM472565,C004497,成熟期,赵敏,普通,6,2026-06-05,APP Push
CRM360738,C004498,沉睡期,郑刚,金卡,70,2026-01-23,邮件
CRM742352,C004499,新户,林雪梅,普通,3,2026-06-01,APP Push
CRM335240,C004500,新户,陈晓燕,金卡,20,2026-06-14,短信
CRM448434,C004501,成熟期,马晓雯,金卡,0,2026-06-17,APP Push
CRM530280,C004502,成熟期,郑刚,金卡,0,2026-06-27,APP Push
CRM276342,C004503,成熟期,张伟,普通,7,2026-05-20,电话
CRM611270,C004504,成熟期,何志明,普通,6,2026-07-14,短信
CRM929398,C004505,成熟期,孙磊,普通,8,2026-07-12,短信
CRM290450,C004506,沉睡期,李娟,普通,71,2025-09-19,电话
CRM405224,C004507,成熟期,马晓雯,钻石,1,2026-05-28,APP Push
CRM614473,C004508,成熟期,何志明,钻石,9,2026-06-13,APP Push
CRM729961,C004509,成熟期,马晓雯,金卡,0,2026-06-18,APP Push
CRM816981,C004510,成熟期,张伟,白金,0,2026-06-09,APP Push
CRM760896,C004511,成熟期,张伟,普通,0,2026-06-04,邮件
CRM777856,C004512,成熟期,马晓雯,普通,5,2026-06-11,APP Push
CRM348600,C004513,成熟期,张伟,白金,0,2026-07-06,短信
CRM410770,C004514,成熟期,郑刚,白金,0,2026-05-31,短信
CRM228830,C004515,成熟期,刘志强,金卡,23,2025-08-27,APP Push
CRM779520,C004516,成熟期,张伟,白金,0,2026-05-18,短信
CRM052011,C004517,成熟期,周涛,普通,6,2026-06-06,短信
CRM705899,C004518,成熟期,黄海波,金卡,29,2026-01-12,邮件
CRM279017,C004519,沉睡期,林雪梅,金卡,75,2025-10-06,邮件
CRM416111,C004520,成熟期,赵敏,白金,9,2026-06-07,邮件
CRM729442,C004521,成熟期,赵敏,金卡,8,2026-06-16,APP Push
CRM381789,C004522,成熟期,黄海波,金卡,19,2025-10-14,邮件
CRM641886,C004523,成熟期,黄海波,钻石,7,2026-06-17,邮件
CRM314691,C004524,成熟期,黄海波,普通,0,2026-05-16,邮件
CRM906586,C004525,沉睡期,赵敏,白金,78,2025-10-17,电话
CRM827822,C004526,成熟期,钱丽华,普通,0,2026-05-28,APP Push
CRM456450,C004527,成长期,林雪梅,普通,0,2026-05-24,电话
CRM904792,C004528,成熟期,李娟,白金,0,2026-06-02,APP Push
CRM984241,C004529,成熟期,王建国,白金,0,2026-07-10,APP Push
CRM156047,C004530,成熟期,李娟,金卡,34,2026-01-08,邮件
CRM089798,C004531,沉睡期,何志明,普通,71,2025-12-18,短信
CRM683154,C004532,成长期,李娟,白金,7,2026-05-27,APP Push
CRM929201,C004533,成熟期,马晓雯,普通,0,2026-05-25,邮件
CRM552226,C004534,成熟期,郑刚,普通,7,2026-06-15,APP Push
CRM260276,C004535,沉睡期,刘志强,普通,68,2025-09-03,短信
CRM158837,C004536,成熟期,刘志强,金卡,0,2026-07-11,电话
CRM471664,C004537,成熟期,陈晓燕,普通,9,2026-05-19,APP Push
CRM129466,C004538,成长期,张伟,金卡,0,2026-06-22,电话
CRM593095,C004539,成熟期,马晓雯,普通,6,2026-05-28,短信
CRM127461,C004540,成熟期,林雪梅,白金,19,2026-05-17,APP Push
CRM055300,C004541,成熟期,罗玲,钻石,3,2026-06-28,短信
CRM868948,C004542,成熟期,马晓雯,普通,0,2026-05-20,APP Push
CRM265599,C004543,成熟期,王建国,普通,0,2026-05-22,短信
CRM193415,C004544,成熟期,陈晓燕,金卡,34,2026-03-24,APP Push
CRM983203,C004545,沉睡期,何志明,普通,58,2025-11-28,邮件
CRM730535,C004546,成熟期,罗玲,普通,8,2026-06-29,APP Push
CRM777020,C004547,成熟期,李娟,普通,0,2026-06-05,APP Push
CRM040368,C004548,成熟期,黄海波,金卡,23,2025-12-03,短信
CRM249657,C004549,成熟期,郑刚,金卡,5,2026-06-20,短信
CRM821780,C004550,成熟期,吴芳,普通,18,2025-08-29,APP Push
CRM401081,C004551,成熟期,孙磊,普通,18,2026-06-14,短信
CRM594985,C004552,新户,周涛,金卡,6,2026-05-21,电话
CRM312545,C004553,新户,罗玲,普通,12,2026-05-30,短信
CRM483210,C004554,成熟期,何志明,普通,0,2026-06-18,邮件
CRM296837,C004555,成熟期,李娟,普通,10,2026-05-24,短信
CRM949269,C004556,成长期,吴芳,普通,9,2026-06-27,短信
CRM733953,C004557,成熟期,何志明,金卡,0,2026-06-06,邮件
CRM548983,C004558,沉睡期,郑刚,金卡,64,2025-09-06,电话
CRM508790,C004559,成熟期,陈晓燕,金卡,29,2026-02-18,APP Push
CRM372253,C004560,成熟期,陈晓燕,白金,10,2026-06-09,短信
CRM632764,C004561,成熟期,王建国,普通,6,2026-07-07,APP Push
CRM745884,C004562,成长期,何志明,金卡,7,2026-05-16,APP Push
CRM224609,C004563,成熟期,陈晓燕,金卡,0,2026-05-18,APP Push
CRM402420,C004564,成熟期,周涛,金卡,5,2026-05-27,APP Push
