cust_id,oneid,event_type,event_detail,event_time
C004164,UID004164,transaction,消费 3149元,2026-06-28T21:00:00+08:00
C004164,UID004164,search,搜索'积分兑换',2026-07-15T10:00:00+08:00
C004164,UID004164,campaign_click,点击暑期出行活动推送,2026-07-07T22:00:00+08:00
C004165,UID004165,browse,浏览境外消费专区,2026-06-25T07:00:00+08:00
C004165,UID004165,search,搜索'提额',2026-06-23T22:00:00+08:00
C004165,UID004165,transaction,消费 2901元,2026-06-17T05:00:00+08:00
C004165,UID004165,search,搜索'出境游',2026-06-22T11:00:00+08:00
C004166,UID004166,browse,浏览境外消费专区,2026-07-13T04:00:00+08:00
C004166,UID004166,service,额度调整申请,2026-06-30T04:00:00+08:00
C004166,UID004166,transaction,消费 2543元,2026-07-16T16:00:00+08:00
C004167,UID004167,service,投诉反馈,2026-07-02T13:00:00+08:00
C004167,UID004167,campaign_click,点击双十一活动推送,2026-06-30T03:00:00+08:00
C004167,UID004167,campaign_click,点击双十一活动推送,2026-06-26T12:00:00+08:00
C004168,UID004168,browse,浏览分期计算器,2026-06-22T01:00:00+08:00
C004168,UID004168,transaction,消费 7912元,2026-07-07T00:00:00+08:00
C004169,UID004169,browse,浏览分期计算器,2026-07-14T21:00:00+08:00
C004169,UID004169,service,投诉反馈,2026-07-08T08:00:00+08:00
C004169,UID004169,search,搜索'积分兑换',2026-07-04T20:00:00+08:00
C004169,UID004169,campaign_click,点击双十一活动推送,2026-06-30T13:00:00+08:00
C004169,UID004169,search,搜索'汇率',2026-07-06T11:00:00+08:00
C004170,UID004170,search,搜索'账单查询',2026-07-06T02:00:00+08:00
C004170,UID004170,campaign_click,点击暑期出行活动推送,2026-06-28T01:00:00+08:00
C004170,UID004170,transaction,消费 577元,2026-07-12T04:00:00+08:00
C004170,UID004170,campaign_click,点击ApplePay返现活动推送,2026-07-02T16:00:00+08:00
C004171,UID004171,service,投诉反馈,2026-07-10T04:00:00+08:00
C004171,UID004171,transaction,消费 4957元,2026-07-05T11:00:00+08:00
C004171,UID004171,search,搜索'积分兑换',2026-07-11T08:00:00+08:00
C004172,UID004172,search,搜索'账单查询',2026-06-21T02:00:00+08:00
C004172,UID004172,service,投诉反馈,2026-06-24T11:00:00+08:00
C004172,UID004172,search,搜索'账单查询',2026-07-09T08:00:00+08:00
C004172,UID004172,search,搜索'汇率',2026-07-16T20:00:00+08:00
C004173,UID004173,campaign_click,点击ApplePay返现活动推送,2026-07-01T02:00:00+08:00
C004174,UID004174,transaction,消费 4818元,2026-06-29T06:00:00+08:00
C004175,UID004175,service,投诉反馈,2026-07-06T04:00:00+08:00
C004175,UID004175,search,搜索'汇率',2026-07-15T01:00:00+08:00
C004176,UID004176,search,搜索'账单查询',2026-06-28T00:00:00+08:00
C004176,UID004176,browse,浏览分期计算器,2026-07-02T07:00:00+08:00
C004177,UID004177,campaign_click,点击双十一活动推送,2026-07-08T20:00:00+08:00
C004177,UID004177,search,搜索'积分兑换',2026-06-30T04:00:00+08:00
C004177,UID004177,browse,浏览境外消费专区,2026-07-12T23:00:00+08:00
C004178,UID004178,browse,浏览境外消费专区,2026-06-20T08:00:00+08:00
C004178,UID004178,search,搜索'优惠券',2026-07-11T13:00:00+08:00
C004178,UID004178,service,额度调整申请,2026-06-18T17:00:00+08:00
C004178,UID004178,campaign_click,点击暑期出行活动推送,2026-07-14T22:00:00+08:00
C004179,UID004179,campaign_click,点击暑期出行活动推送,2026-07-15T03:00:00+08:00
C004179,UID004179,service,客服咨询分期,2026-07-12T10:00:00+08:00
C004179,UID004179,transaction,消费 3087元,2026-06-26T08:00:00+08:00
C004179,UID004179,browse,浏览境外消费专区,2026-06-20T09:00:00+08:00
C004180,UID004180,service,额度调整申请,2026-07-08T07:00:00+08:00
C004180,UID004180,search,搜索'出境游',2026-06-30T13:00:00+08:00
C004180,UID004180,transaction,消费 756元,2026-06-30T11:00:00+08:00
C004180,UID004180,campaign_click,点击ApplePay返现活动推送,2026-06-30T20:00:00+08:00
C004180,UID004180,transaction,消费 3141元,2026-07-04T00:00:00+08:00
C004181,UID004181,service,客服咨询分期,2026-07-03T08:00:00+08:00
C004181,UID004181,campaign_click,点击ApplePay返现活动推送,2026-06-17T05:00:00+08:00
C004181,UID004181,service,客服咨询分期,2026-07-12T08:00:00+08:00
C004182,UID004182,search,搜索'汇率',2026-06-20T01:00:00+08:00
C004182,UID004182,campaign_click,点击暑期出行活动推送,2026-07-02T08:00:00+08:00
C004182,UID004182,service,额度调整申请,2026-06-30T23:00:00+08:00
C004183,UID004183,campaign_click,点击暑期出行活动推送,2026-06-29T09:00:00+08:00
C004183,UID004183,campaign_click,点击暑期出行活动推送,2026-07-11T14:00:00+08:00
C004184,UID004184,service,投诉反馈,2026-06-18T10:00:00+08:00
C004184,UID004184,transaction,消费 1047元,2026-06-24T15:00:00+08:00
C004184,UID004184,campaign_click,点击双十一活动推送,2026-07-05T15:00:00+08:00
C004184,UID004184,browse,浏览境外消费专区,2026-07-01T22:00:00+08:00
C004184,UID004184,service,投诉反馈,2026-07-11T12:00:00+08:00
C004185,UID004185,service,投诉反馈,2026-06-20T19:00:00+08:00
C004185,UID004185,campaign_click,点击ApplePay返现活动推送,2026-07-12T13:00:00+08:00
C004185,UID004185,service,额度调整申请,2026-06-21T13:00:00+08:00
C004185,UID004185,browse,浏览账单详情,2026-06-18T22:00:00+08:00
C004186,UID004186,browse,浏览分期计算器,2026-06-27T06:00:00+08:00
C004186,UID004186,search,搜索'分期费率',2026-07-08T18:00:00+08:00
C004186,UID004186,campaign_click,点击ApplePay返现活动推送,2026-06-17T05:00:00+08:00
C004186,UID004186,transaction,消费 4486元,2026-07-11T21:00:00+08:00
C004187,UID004187,transaction,消费 3023元,2026-07-13T04:00:00+08:00
C004187,UID004187,transaction,消费 5494元,2026-07-15T14:00:00+08:00
C004187,UID004187,campaign_click,点击ApplePay返现活动推送,2026-06-23T12:00:00+08:00
C004187,UID004187,browse,浏览分期计算器,2026-06-29T18:00:00+08:00
C004187,UID004187,campaign_click,点击ApplePay返现活动推送,2026-06-29T23:00:00+08:00
C004188,UID004188,search,搜索'积分兑换',2026-06-27T21:00:00+08:00
C004188,UID004188,browse,浏览权益商城,2026-07-11T13:00:00+08:00
C004188,UID004188,campaign_click,点击ApplePay返现活动推送,2026-06-19T03:00:00+08:00
C004188,UID004188,campaign_click,点击ApplePay返现活动推送,2026-07-02T01:00:00+08:00
C004189,UID004189,service,客服咨询分期,2026-06-25T09:00:00+08:00
C004189,UID004189,service,投诉反馈,2026-06-26T13:00:00+08:00
C004189,UID004189,transaction,消费 423元,2026-07-07T03:00:00+08:00
C004189,UID004189,campaign_click,点击ApplePay返现活动推送,2026-07-02T02:00:00+08:00
C004190,UID004190,service,投诉反馈,2026-07-13T17:00:00+08:00
C004190,UID004190,campaign_click,点击ApplePay返现活动推送,2026-07-09T16:00:00+08:00
C004190,UID004190,browse,浏览账单详情,2026-06-25T03:00:00+08:00
C004190,UID004190,search,搜索'提额',2026-07-15T15:00:00+08:00
C004190,UID004190,search,搜索'汇率',2026-06-29T13:00:00+08:00
C004191,UID004191,search,搜索'分期费率',2026-06-23T11:00:00+08:00
C004192,UID004192,search,搜索'汇率',2026-07-01T04:00:00+08:00
C004192,UID004192,campaign_click,点击双十一活动推送,2026-06-30T15:00:00+08:00
C004193,UID004193,transaction,消费 4360元,2026-06-20T16:00:00+08:00
C004193,UID004193,service,投诉反馈,2026-07-14T14:00:00+08:00
C004193,UID004193,service,投诉反馈,2026-07-06T07:00:00+08:00
C004193,UID004193,service,额度调整申请,2026-06-27T18:00:00+08:00
C004194,UID004194,browse,浏览分期计算器,2026-06-29T12:00:00+08:00
C004195,UID004195,browse,浏览境外消费专区,2026-07-14T18:00:00+08:00
C004195,UID004195,search,搜索'积分兑换',2026-07-02T08:00:00+08:00
C004195,UID004195,search,搜索'出境游',2026-07-09T03:00:00+08:00
C004195,UID004195,search,搜索'提额',2026-06-22T22:00:00+08:00
C004195,UID004195,search,搜索'出境游',2026-07-13T08:00:00+08:00
C004196,UID004196,search,搜索'分期费率',2026-07-03T02:00:00+08:00
C004196,UID004196,service,投诉反馈,2026-06-30T19:00:00+08:00
C004196,UID004196,search,搜索'积分兑换',2026-07-01T05:00:00+08:00
C004196,UID004196,service,额度调整申请,2026-07-08T04:00:00+08:00
C004197,UID004197,search,搜索'积分兑换',2026-06-22T14:00:00+08:00
C004197,UID004197,browse,浏览权益商城,2026-06-18T19:00:00+08:00
C004197,UID004197,browse,浏览权益商城,2026-07-15T04:00:00+08:00
C004197,UID004197,campaign_click,点击双十一活动推送,2026-07-16T00:00:00+08:00
C004198,UID004198,campaign_click,点击ApplePay返现活动推送,2026-06-26T20:00:00+08:00
C004199,UID004199,service,客服咨询分期,2026-07-11T23:00:00+08:00
C004200,UID004200,campaign_click,点击ApplePay返现活动推送,2026-06-28T00:00:00+08:00
C004201,UID004201,campaign_click,点击暑期出行活动推送,2026-07-02T00:00:00+08:00
C004201,UID004201,campaign_click,点击双十一活动推送,2026-07-15T06:00:00+08:00
C004201,UID004201,browse,浏览分期计算器,2026-07-11T17:00:00+08:00
C004201,UID004201,service,额度调整申请,2026-06-23T04:00:00+08:00
C004201,UID004201,transaction,消费 2910元,2026-06-24T16:00:00+08:00
C004202,UID004202,browse,浏览账单详情,2026-07-06T23:00:00+08:00
C004202,UID004202,search,搜索'账单查询',2026-06-24T09:00:00+08:00
C004202,UID004202,browse,浏览账单详情,2026-06-21T20:00:00+08:00
C004202,UID004202,campaign_click,点击双十一活动推送,2026-07-12T20:00:00+08:00
C004203,UID004203,search,搜索'汇率',2026-07-09T05:00:00+08:00
C004203,UID004203,browse,浏览权益商城,2026-06-21T20:00:00+08:00
C004204,UID004204,service,投诉反馈,2026-06-18T16:00:00+08:00
C004204,UID004204,transaction,消费 1821元,2026-07-06T06:00:00+08:00
C004204,UID004204,transaction,消费 7657元,2026-07-05T11:00:00+08:00
C004204,UID004204,search,搜索'账单查询',2026-06-17T04:00:00+08:00
C004205,UID004205,service,额度调整申请,2026-07-15T21:00:00+08:00
C004205,UID004205,service,额度调整申请,2026-06-20T09:00:00+08:00
C004206,UID004206,search,搜索'积分兑换',2026-06-26T11:00:00+08:00
C004206,UID004206,transaction,消费 5784元,2026-07-13T15:00:00+08:00
C004206,UID004206,browse,浏览账单详情,2026-06-23T06:00:00+08:00
C004207,UID004207,browse,浏览权益商城,2026-07-01T04:00:00+08:00
C004207,UID004207,service,投诉反馈,2026-06-26T04:00:00+08:00
C004207,UID004207,transaction,消费 851元,2026-07-03T01:00:00+08:00
C004207,UID004207,service,额度调整申请,2026-06-25T14:00:00+08:00
C004207,UID004207,campaign_click,点击暑期出行活动推送,2026-07-11T03:00:00+08:00
C004208,UID004208,campaign_click,点击ApplePay返现活动推送,2026-06-19T22:00:00+08:00
C004208,UID004208,search,搜索'汇率',2026-07-05T14:00:00+08:00
C004208,UID004208,search,搜索'汇率',2026-06-17T22:00:00+08:00
C004208,UID004208,browse,浏览权益商城,2026-07-06T10:00:00+08:00
C004209,UID004209,browse,浏览权益商城,2026-06-26T00:00:00+08:00
C004210,UID004210,transaction,消费 3800元,2026-06-26T17:00:00+08:00
C004210,UID004210,browse,浏览权益商城,2026-06-28T22:00:00+08:00
C004210,UID004210,transaction,消费 3497元,2026-06-30T04:00:00+08:00
C004210,UID004210,search,搜索'优惠券',2026-07-09T21:00:00+08:00
C004211,UID004211,campaign_click,点击ApplePay返现活动推送,2026-07-10T05:00:00+08:00
C004211,UID004211,browse,浏览权益商城,2026-07-02T23:00:00+08:00
C004211,UID004211,service,额度调整申请,2026-07-16T21:00:00+08:00
C004211,UID004211,search,搜索'账单查询',2026-06-25T05:00:00+08:00
C004211,UID004211,browse,浏览账单详情,2026-06-20T06:00:00+08:00
C004212,UID004212,browse,浏览账单详情,2026-06-24T17:00:00+08:00
C004212,UID004212,transaction,消费 1991元,2026-06-19T13:00:00+08:00
C004213,UID004213,search,搜索'出境游',2026-06-27T15:00:00+08:00
C004213,UID004213,search,搜索'积分兑换',2026-06-20T02:00:00+08:00
C004213,UID004213,browse,浏览账单详情,2026-06-27T06:00:00+08:00
C004213,UID004213,browse,浏览权益商城,2026-07-09T00:00:00+08:00
C004214,UID004214,campaign_click,点击暑期出行活动推送,2026-07-06T07:00:00+08:00
C004214,UID004214,transaction,消费 4296元,2026-06-26T03:00:00+08:00
C004214,UID004214,transaction,消费 5331元,2026-06-20T21:00:00+08:00
C004214,UID004214,browse,浏览境外消费专区,2026-06-21T15:00:00+08:00
C004214,UID004214,transaction,消费 1977元,2026-07-16T08:00:00+08:00
C004215,UID004215,service,投诉反馈,2026-07-01T20:00:00+08:00
C004215,UID004215,browse,浏览分期计算器,2026-07-13T07:00:00+08:00
C004215,UID004215,transaction,消费 4882元,2026-06-29T04:00:00+08:00
C004215,UID004215,browse,浏览权益商城,2026-07-09T15:00:00+08:00
C004215,UID004215,search,搜索'出境游',2026-07-11T12:00:00+08:00
C004216,UID004216,campaign_click,点击ApplePay返现活动推送,2026-06-23T11:00:00+08:00
C004216,UID004216,campaign_click,点击ApplePay返现活动推送,2026-07-09T13:00:00+08:00
C004216,UID004216,browse,浏览境外消费专区,2026-06-28T05:00:00+08:00
C004216,UID004216,search,搜索'优惠券',2026-07-02T14:00:00+08:00
C004216,UID004216,browse,浏览分期计算器,2026-07-07T13:00:00+08:00
C004217,UID004217,campaign_click,点击双十一活动推送,2026-06-19T19:00:00+08:00
C004217,UID004217,transaction,消费 2274元,2026-06-26T01:00:00+08:00
C004217,UID004217,search,搜索'积分兑换',2026-06-28T21:00:00+08:00
C004217,UID004217,search,搜索'汇率',2026-06-22T08:00:00+08:00
C004217,UID004217,campaign_click,点击ApplePay返现活动推送,2026-07-06T09:00:00+08:00
C004218,UID004218,campaign_click,点击ApplePay返现活动推送,2026-07-12T11:00:00+08:00
C004218,UID004218,campaign_click,点击双十一活动推送,2026-07-12T07:00:00+08:00
C004219,UID004219,browse,浏览境外消费专区,2026-06-28T08:00:00+08:00
C004219,UID004219,service,额度调整申请,2026-06-30T23:00:00+08:00
C004219,UID004219,campaign_click,点击双十一活动推送,2026-06-29T22:00:00+08:00
C004219,UID004219,browse,浏览分期计算器,2026-07-13T02:00:00+08:00
C004220,UID004220,browse,浏览分期计算器,2026-07-03T06:00:00+08:00
C004221,UID004221,campaign_click,点击暑期出行活动推送,2026-07-09T18:00:00+08:00
C004221,UID004221,campaign_click,点击暑期出行活动推送,2026-07-04T01:00:00+08:00
C004221,UID004221,transaction,消费 4181元,2026-07-08T13:00:00+08:00
C004221,UID004221,service,额度调整申请,2026-07-11T17:00:00+08:00
C004221,UID004221,transaction,消费 1278元,2026-06-26T12:00:00+08:00
C004222,UID004222,browse,浏览账单详情,2026-06-23T02:00:00+08:00
C004222,UID004222,campaign_click,点击双十一活动推送,2026-06-29T22:00:00+08:00
C004222,UID004222,browse,浏览境外消费专区,2026-06-20T13:00:00+08:00
C004222,UID004222,browse,浏览境外消费专区,2026-06-30T01:00:00+08:00
C004222,UID004222,transaction,消费 7292元,2026-06-18T07:00:00+08:00
C004223,UID004223,campaign_click,点击ApplePay返现活动推送,2026-07-01T00:00:00+08:00
C004223,UID004223,search,搜索'提额',2026-06-24T10:00:00+08:00
C004223,UID004223,browse,浏览账单详情,2026-07-13T21:00:00+08:00
C004223,UID004223,transaction,消费 6732元,2026-07-07T10:00:00+08:00
C004224,UID004224,campaign_click,点击暑期出行活动推送,2026-06-23T10:00:00+08:00
C004225,UID004225,search,搜索'分期费率',2026-06-26T23:00:00+08:00
C004226,UID004226,search,搜索'出境游',2026-06-18T23:00:00+08:00
C004226,UID004226,browse,浏览境外消费专区,2026-06-25T20:00:00+08:00
C004227,UID004227,search,搜索'出境游',2026-07-02T04:00:00+08:00
C004227,UID004227,campaign_click,点击双十一活动推送,2026-07-04T17:00:00+08:00
C004227,UID004227,browse,浏览境外消费专区,2026-06-27T15:00:00+08:00
C004228,UID004228,transaction,消费 5929元,2026-07-03T23:00:00+08:00
C004228,UID004228,search,搜索'账单查询',2026-06-18T20:00:00+08:00
C004228,UID004228,campaign_click,点击暑期出行活动推送,2026-07-07T01:00:00+08:00
C004228,UID004228,browse,浏览分期计算器,2026-06-26T13:00:00+08:00
C004228,UID004228,campaign_click,点击ApplePay返现活动推送,2026-07-14T15:00:00+08:00
C004229,UID004229,service,客服咨询分期,2026-06-19T01:00:00+08:00
C004230,UID004230,search,搜索'账单查询',2026-07-14T07:00:00+08:00
C004230,UID004230,search,搜索'账单查询',2026-07-10T08:00:00+08:00
C004230,UID004230,service,客服咨询分期,2026-06-22T20:00:00+08:00
C004230,UID004230,service,投诉反馈,2026-06-25T20:00:00+08:00
C004231,UID004231,transaction,消费 3602元,2026-07-05T00:00:00+08:00
C004231,UID004231,campaign_click,点击暑期出行活动推送,2026-07-04T11:00:00+08:00
C004231,UID004231,campaign_click,点击ApplePay返现活动推送,2026-06-22T16:00:00+08:00
C004231,UID004231,campaign_click,点击ApplePay返现活动推送,2026-07-01T06:00:00+08:00
C004231,UID004231,campaign_click,点击ApplePay返现活动推送,2026-07-09T22:00:00+08:00
C004232,UID004232,transaction,消费 1114元,2026-06-17T20:00:00+08:00
C004232,UID004232,search,搜索'提额',2026-07-03T19:00:00+08:00
C004233,UID004233,search,搜索'积分兑换',2026-07-02T19:00:00+08:00
C004233,UID004233,browse,浏览账单详情,2026-07-10T14:00:00+08:00
C004233,UID004233,service,客服咨询分期,2026-06-28T18:00:00+08:00
C004233,UID004233,campaign_click,点击ApplePay返现活动推送,2026-07-01T01:00:00+08:00
C004233,UID004233,transaction,消费 1171元,2026-06-18T15:00:00+08:00
C004234,UID004234,browse,浏览账单详情,2026-07-16T19:00:00+08:00
C004235,UID004235,campaign_click,点击ApplePay返现活动推送,2026-06-21T00:00:00+08:00
C004236,UID004236,campaign_click,点击暑期出行活动推送,2026-06-26T18:00:00+08:00
C004237,UID004237,browse,浏览境外消费专区,2026-07-15T18:00:00+08:00
C004237,UID004237,transaction,消费 5031元,2026-07-06T00:00:00+08:00
C004237,UID004237,transaction,消费 3195元,2026-06-18T04:00:00+08:00
C004238,UID004238,transaction,消费 7550元,2026-07-06T02:00:00+08:00
C004238,UID004238,transaction,消费 3914元,2026-07-03T22:00:00+08:00
C004238,UID004238,browse,浏览账单详情,2026-07-14T13:00:00+08:00
C004238,UID004238,search,搜索'汇率',2026-06-30T07:00:00+08:00
C004238,UID004238,transaction,消费 1506元,2026-06-18T02:00:00+08:00
C004239,UID004239,service,客服咨询分期,2026-07-15T23:00:00+08:00
C004239,UID004239,search,搜索'积分兑换',2026-06-19T18:00:00+08:00
C004239,UID004239,search,搜索'账单查询',2026-07-10T05:00:00+08:00
C004239,UID004239,campaign_click,点击双十一活动推送,2026-06-21T19:00:00+08:00
C004239,UID004239,transaction,消费 4855元,2026-06-17T18:00:00+08:00
C004240,UID004240,service,额度调整申请,2026-06-20T02:00:00+08:00
C004240,UID004240,browse,浏览分期计算器,2026-07-06T21:00:00+08:00
C004240,UID004240,transaction,消费 5383元,2026-07-02T11:00:00+08:00
C004240,UID004240,search,搜索'优惠券',2026-06-19T10:00:00+08:00
C004240,UID004240,campaign_click,点击双十一活动推送,2026-07-03T11:00:00+08:00
C004241,UID004241,service,投诉反馈,2026-07-07T15:00:00+08:00
C004241,UID004241,transaction,消费 7529元,2026-06-23T00:00:00+08:00
C004241,UID004241,service,额度调整申请,2026-07-15T09:00:00+08:00
C004241,UID004241,search,搜索'提额',2026-07-09T04:00:00+08:00
C004242,UID004242,campaign_click,点击双十一活动推送,2026-07-12T01:00:00+08:00
C004242,UID004242,transaction,消费 4532元,2026-07-14T19:00:00+08:00
C004242,UID004242,campaign_click,点击ApplePay返现活动推送,2026-06-28T08:00:00+08:00
C004242,UID004242,search,搜索'汇率',2026-07-14T08:00:00+08:00
C004242,UID004242,service,客服咨询分期,2026-06-23T03:00:00+08:00
C004243,UID004243,browse,浏览权益商城,2026-07-12T18:00:00+08:00
C004243,UID004243,search,搜索'积分兑换',2026-06-26T19:00:00+08:00
C004243,UID004243,transaction,消费 2266元,2026-07-05T10:00:00+08:00
C004244,UID004244,campaign_click,点击ApplePay返现活动推送,2026-06-18T16:00:00+08:00
C004244,UID004244,service,额度调整申请,2026-06-24T09:00:00+08:00
C004244,UID004244,service,额度调整申请,2026-06-24T14:00:00+08:00
C004244,UID004244,search,搜索'提额',2026-07-05T10:00:00+08:00
C004244,UID004244,search,搜索'出境游',2026-06-28T16:00:00+08:00
C004245,UID004245,transaction,消费 4156元,2026-07-06T16:00:00+08:00
C004245,UID004245,transaction,消费 5501元,2026-06-26T14:00:00+08:00
C004245,UID004245,search,搜索'汇率',2026-06-29T13:00:00+08:00
C004246,UID004246,search,搜索'优惠券',2026-07-05T15:00:00+08:00
C004247,UID004247,browse,浏览账单详情,2026-07-02T02:00:00+08:00
C004247,UID004247,search,搜索'积分兑换',2026-06-25T15:00:00+08:00
C004247,UID004247,browse,浏览分期计算器,2026-07-10T16:00:00+08:00
C004247,UID004247,browse,浏览分期计算器,2026-07-07T04:00:00+08:00
C004247,UID004247,transaction,消费 4650元,2026-06-22T08:00:00+08:00
C004248,UID004248,transaction,消费 3500元,2026-06-24T20:00:00+08:00
C004249,UID004249,transaction,消费 5352元,2026-06-28T09:00:00+08:00
C004250,UID004250,campaign_click,点击ApplePay返现活动推送,2026-07-16T14:00:00+08:00
C004250,UID004250,campaign_click,点击暑期出行活动推送,2026-07-03T02:00:00+08:00
C004250,UID004250,campaign_click,点击双十一活动推送,2026-07-02T03:00:00+08:00
C004251,UID004251,browse,浏览权益商城,2026-07-11T23:00:00+08:00
C004251,UID004251,campaign_click,点击ApplePay返现活动推送,2026-06-29T05:00:00+08:00
C004252,UID004252,search,搜索'汇率',2026-07-14T23:00:00+08:00
C004252,UID004252,campaign_click,点击双十一活动推送,2026-07-02T11:00:00+08:00
C004252,UID004252,search,搜索'积分兑换',2026-07-11T08:00:00+08:00
C004252,UID004252,service,投诉反馈,2026-06-19T01:00:00+08:00
C004253,UID004253,transaction,消费 5447元,2026-07-05T02:00:00+08:00
C004253,UID004253,campaign_click,点击暑期出行活动推送,2026-07-14T07:00:00+08:00
C004253,UID004253,campaign_click,点击暑期出行活动推送,2026-07-05T10:00:00+08:00
C004254,UID004254,service,额度调整申请,2026-07-11T22:00:00+08:00
C004255,UID004255,service,客服咨询分期,2026-06-29T07:00:00+08:00
C004255,UID004255,transaction,消费 6530元,2026-06-29T02:00:00+08:00
C004255,UID004255,browse,浏览账单详情,2026-07-05T21:00:00+08:00
C004255,UID004255,search,搜索'账单查询',2026-07-16T03:00:00+08:00
C004255,UID004255,transaction,消费 3360元,2026-06-18T16:00:00+08:00
C004256,UID004256,service,投诉反馈,2026-07-09T23:00:00+08:00
C004256,UID004256,campaign_click,点击暑期出行活动推送,2026-07-16T16:00:00+08:00
C004256,UID004256,search,搜索'出境游',2026-06-30T22:00:00+08:00
C004256,UID004256,service,额度调整申请,2026-06-22T20:00:00+08:00
C004257,UID004257,service,客服咨询分期,2026-07-16T23:00:00+08:00
C004257,UID004257,search,搜索'积分兑换',2026-07-14T13:00:00+08:00
C004257,UID004257,service,客服咨询分期,2026-07-09T04:00:00+08:00
C004258,UID004258,search,搜索'提额',2026-06-23T08:00:00+08:00
C004259,UID004259,browse,浏览分期计算器,2026-07-06T10:00:00+08:00
C004259,UID004259,campaign_click,点击暑期出行活动推送,2026-06-25T17:00:00+08:00
C004259,UID004259,search,搜索'提额',2026-06-18T20:00:00+08:00
C004259,UID004259,search,搜索'积分兑换',2026-07-13T15:00:00+08:00
C004259,UID004259,service,额度调整申请,2026-07-04T06:00:00+08:00
C004260,UID004260,campaign_click,点击双十一活动推送,2026-07-08T11:00:00+08:00
C004260,UID004260,browse,浏览权益商城,2026-06-27T21:00:00+08:00
C004260,UID004260,search,搜索'出境游',2026-07-07T14:00:00+08:00
C004261,UID004261,service,额度调整申请,2026-06-26T21:00:00+08:00
C004261,UID004261,transaction,消费 2291元,2026-06-24T00:00:00+08:00
C004261,UID004261,transaction,消费 7663元,2026-06-25T21:00:00+08:00
C004261,UID004261,search,搜索'优惠券',2026-07-10T08:00:00+08:00
C004261,UID004261,service,客服咨询分期,2026-06-18T14:00:00+08:00
C004262,UID004262,transaction,消费 72元,2026-07-14T04:00:00+08:00
C004262,UID004262,service,额度调整申请,2026-06-24T21:00:00+08:00
C004262,UID004262,transaction,消费 2877元,2026-07-06T02:00:00+08:00
C004262,UID004262,campaign_click,点击双十一活动推送,2026-06-27T09:00:00+08:00
C004262,UID004262,service,客服咨询分期,2026-07-01T10:00:00+08:00
C004263,UID004263,service,客服咨询分期,2026-07-04T15:00:00+08:00
C004264,UID004264,service,投诉反馈,2026-07-11T14:00:00+08:00
C004265,UID004265,transaction,消费 2257元,2026-07-08T13:00:00+08:00
C004265,UID004265,service,客服咨询分期,2026-06-27T09:00:00+08:00
C004265,UID004265,campaign_click,点击暑期出行活动推送,2026-06-18T01:00:00+08:00
C004266,UID004266,campaign_click,点击双十一活动推送,2026-06-20T05:00:00+08:00
C004267,UID004267,transaction,消费 2899元,2026-07-06T06:00:00+08:00
C004267,UID004267,service,投诉反馈,2026-07-13T12:00:00+08:00
C004267,UID004267,campaign_click,点击双十一活动推送,2026-06-27T07:00:00+08:00
C004267,UID004267,service,客服咨询分期,2026-06-25T14:00:00+08:00
C004268,UID004268,browse,浏览权益商城,2026-06-29T21:00:00+08:00
C004269,UID004269,service,客服咨询分期,2026-07-16T03:00:00+08:00
C004269,UID004269,service,投诉反馈,2026-06-19T16:00:00+08:00
C004270,UID004270,browse,浏览境外消费专区,2026-06-24T09:00:00+08:00
C004270,UID004270,search,搜索'优惠券',2026-06-23T04:00:00+08:00
C004270,UID004270,search,搜索'优惠券',2026-07-05T20:00:00+08:00
C004270,UID004270,service,投诉反馈,2026-07-11T18:00:00+08:00
C004271,UID004271,browse,浏览账单详情,2026-07-07T18:00:00+08:00
C004271,UID004271,browse,浏览权益商城,2026-07-01T09:00:00+08:00
C004271,UID004271,search,搜索'积分兑换',2026-07-06T19:00:00+08:00
C004271,UID004271,search,搜索'账单查询',2026-07-01T15:00:00+08:00
C004272,UID004272,campaign_click,点击双十一活动推送,2026-06-24T05:00:00+08:00
C004272,UID004272,browse,浏览分期计算器,2026-06-30T08:00:00+08:00
C004272,UID004272,campaign_click,点击暑期出行活动推送,2026-07-01T01:00:00+08:00
C004272,UID004272,browse,浏览权益商城,2026-07-02T05:00:00+08:00
C004273,UID004273,service,投诉反馈,2026-07-06T06:00:00+08:00
C004273,UID004273,search,搜索'提额',2026-07-07T15:00:00+08:00
C004273,UID004273,browse,浏览分期计算器,2026-07-16T17:00:00+08:00
C004273,UID004273,transaction,消费 2204元,2026-07-13T20:00:00+08:00
C004274,UID004274,campaign_click,点击双十一活动推送,2026-07-13T16:00:00+08:00
C004274,UID004274,service,投诉反馈,2026-07-08T20:00:00+08:00
C004274,UID004274,browse,浏览权益商城,2026-06-30T06:00:00+08:00
C004274,UID004274,browse,浏览境外消费专区,2026-06-21T05:00:00+08:00
C004274,UID004274,browse,浏览分期计算器,2026-07-07T14:00:00+08:00
C004275,UID004275,transaction,消费 1561元,2026-07-02T02:00:00+08:00
C004275,UID004275,search,搜索'积分兑换',2026-07-08T21:00:00+08:00
C004275,UID004275,campaign_click,点击双十一活动推送,2026-06-21T06:00:00+08:00
C004275,UID004275,campaign_click,点击双十一活动推送,2026-06-24T16:00:00+08:00
C004276,UID004276,search,搜索'分期费率',2026-06-30T14:00:00+08:00
C004276,UID004276,browse,浏览权益商城,2026-06-30T06:00:00+08:00
