cust_id,value_annual_consumption,value_monthly_avg_consumption,value_max_single_transaction,value_transaction_count_12m,value_installment_contribution_12m,risk_overdue_status,risk_history_overdue_count_6m,risk_min_payment_frequency_6m,long_term_90d_total_consumption,long_term_90d_txn_count,long_term_90d_max_single,long_term_90d_active_days,long_term_90d_activity_score,long_term_90d_dormancy_risk,long_term_90d_significant_signals,long_term_90d_monthly_avg_90d,mid_term_30d_total_consumption,mid_term_30d_txn_count,mid_term_30d_max_single,mid_term_30d_active_days,mid_term_30d_consumption_trend,mid_term_30d_trend_change_pct,short_term_7d_total_consumption,short_term_7d_txn_count,short_term_7d_active_days,short_term_7d_avg_daily_spend,realtime_signal_count,realtime_has_high_value_txn
C004621,51300.49,4275.04,7263.28,66,6598.42,M0,0,0,9344.74,16,1815.82,9,14,high,"活跃度骤降,沉睡预警",3114.91,3072.56,5,726.33,3,up,19.8,685.66,1,0,97.95,0,False
C004622,79286.34,6607.19,21111.6,124,5841.83,M0,0,1,20262.54,31,5277.9,18,29,medium,活跃度骤降,6754.18,5520.85,10,2111.16,6,stable,-7.7,1093.99,2,1,156.28,0,False
C004623,30874.13,2572.84,5283.85,27,3123.14,M0,0,0,7314.0,6,1320.96,3,7,high,"活跃度骤降,沉睡预警",2438.0,1848.89,2,528.38,1,stable,-6.7,590.39,0,0,84.34,0,False
C004624,30347.27,2528.94,8566.44,24,1840.09,M1,1,0,7250.41,6,2141.61,3,7,high,"活跃度骤降,沉睡预警",2416.8,2538.59,2,856.64,1,stable,-11.8,730.17,0,0,104.31,0,False
C004625,199746.42,16645.54,13384.66,256,10589.21,M1,1,1,33315.27,64,3346.17,38,56,low,,11105.09,11888.61,22,1338.47,13,stable,7.5,2691.34,5,3,384.48,0,False
C004626,460276.5,38356.37,25172.05,469,37692.83,M0,0,0,134225.02,117,6293.01,70,91,low,,44741.67,36110.46,40,2517.21,24,stable,10.3,11717.86,10,6,1673.98,0,False
C004627,456643.52,38053.63,83882.37,964,39643.63,M0,0,0,106536.04,241,20970.59,90,100,low,,35512.01,43757.83,84,8388.24,31,stable,-15.3,11752.39,21,7,1678.91,0,False
C004628,33029.99,2752.5,3130.33,26,3304.41,M1,1,0,7729.12,6,782.58,3,7,high,"活跃度骤降,沉睡预警",2576.37,3096.12,2,313.03,1,stable,1.9,578.91,0,0,82.7,0,False
C004629,45559.27,3796.61,6606.36,213,3696.72,M3+,3,2,2674.49,10,1651.59,6,7,high,"活跃度骤降,沉睡预警",891.5,1082.71,3,660.64,2,stable,-4.6,284.62,0,0,40.66,0,False
C004630,664864.93,55405.41,172913.38,515,84497.56,M0,0,0,141577.02,128,43228.34,76,93,low,,47192.34,59884.53,44,17291.34,26,stable,-13.0,10853.09,11,6,1550.44,0,False
C004631,42711.89,3559.32,7360.37,30,3967.19,M0,0,0,13960.81,7,1840.09,4,12,high,"活跃度骤降,沉睡预警",4653.6,4389.91,2,736.04,1,stable,-6.3,1077.62,0,0,153.95,1,False
C004632,22158.26,1846.52,4310.55,30,1242.94,M2,2,0,1102.27,1,1077.64,0,0,high,"活跃度骤降,沉睡预警",367.42,364.39,0,431.06,0,stable,0.5,64.66,0,0,9.24,0,False
C004633,27976.64,2331.39,5062.55,20,2513.0,M0,0,0,9003.37,5,1265.64,3,8,high,"活跃度骤降,沉睡预警",3001.12,2657.34,1,506.25,1,stable,-16.0,563.82,0,0,80.55,0,False
C004634,1234.86,102.9,269.4,1,126.28,M2,2,2,46.63,0,67.35,0,0,high,"活跃度骤降,沉睡预警",15.54,15.36,0,26.94,0,up,16.7,2.99,0,0,0.43,0,False
C004635,46649.14,3887.43,5565.65,64,5163.14,M0,0,0,10201.7,16,1391.41,9,14,high,"活跃度骤降,沉睡预警",3400.57,3910.7,5,556.57,3,stable,-16.5,963.22,1,0,137.6,0,False
C004636,182000.3,15166.69,22451.16,428,22089.3,M0,0,0,42508.94,107,5612.79,64,83,low,,14169.65,13397.63,37,2245.12,22,stable,0.4,2975.2,9,5,425.03,1,False
C004637,305626.69,25468.89,28487.74,261,26083.22,M0,0,0,59260.03,65,7121.94,39,66,low,,19753.34,18247.77,22,2848.77,13,stable,-2.6,5558.36,5,3,794.05,0,False
C004638,27713.82,2309.48,3478.61,35,3050.35,M0,0,0,7295.94,8,869.65,4,8,high,"活跃度骤降,沉睡预警",2431.98,2569.28,2,347.86,1,stable,-2.9,704.91,0,0,100.7,0,False
C004639,91580.59,7631.72,20088.64,76,13085.08,M0,0,0,25748.04,19,5022.16,11,26,medium,活跃度骤降,8582.68,7706.4,6,2008.86,3,stable,-15.5,1975.2,1,0,282.17,0,False
C004640,165985.8,13832.15,10018.34,219,21866.15,M0,0,0,52358.92,54,2504.58,32,60,low,,17452.97,22258.75,18,1001.83,11,stable,-3.4,6230.68,4,2,890.1,0,False
C004641,68648.0,5720.67,11425.39,206,4176.68,M0,0,0,19156.01,51,2856.35,30,40,medium,,6385.34,6320.34,17,1142.54,10,stable,3.6,1393.42,4,2,199.06,0,False
C004642,23537.45,1961.45,4088.18,33,3105.73,M0,0,0,5652.73,8,1022.05,4,7,high,"活跃度骤降,沉睡预警",1884.24,2544.2,2,408.82,1,stable,-11.6,527.54,0,0,75.36,0,False
C004643,35409.34,2950.78,6520.59,29,4730.81,M0,0,0,11320.62,7,1630.15,4,10,high,"活跃度骤降,沉睡预警",3773.54,3679.96,2,652.06,1,stable,-11.4,726.66,0,0,103.81,1,False
C004644,29350.55,2445.88,7851.39,41,1990.15,M0,0,0,5114.94,10,1962.85,6,8,high,"活跃度骤降,沉睡预警",1704.98,1297.64,3,785.14,2,up,21.6,271.95,0,0,38.85,0,False
C004645,1229214.3,102434.52,257124.44,2101,151923.23,M0,0,1,301896.39,525,64281.11,90,100,low,,100632.13,85385.64,183,25712.44,31,stable,-5.1,16873.71,45,7,2410.53,1,False
C004646,150799.07,12566.59,11217.93,187,17363.23,M0,0,0,47347.45,46,2804.48,27,54,low,,15782.48,14333.75,16,1121.79,9,stable,13.7,4407.25,4,2,629.61,0,False
C004647,118465.54,9872.13,35452.69,173,17163.39,M0,0,0,21687.89,43,8863.17,25,37,medium,,7229.3,7410.44,15,3545.27,8,stable,-12.9,1652.52,3,2,236.07,0,False
C004648,124933.03,10411.09,34531.97,127,10584.0,M1,1,0,39927.38,31,8632.99,18,41,medium,,13309.13,11715.94,10,3453.2,6,stable,11.6,2925.76,2,1,417.97,0,False
C004649,17704.77,1475.4,3809.2,13,2071.27,M0,0,0,4948.75,3,952.3,1,4,high,"活跃度骤降,沉睡预警",1649.58,1353.09,1,380.92,0,stable,-1.8,332.52,0,0,47.5,0,False
C004650,66595.63,5549.64,10460.6,74,4378.68,M0,0,0,14382.7,22,2615.15,13,21,medium,活跃度骤降,4794.23,4040.99,7,1046.06,4,stable,-5.0,1051.04,1,1,150.15,0,False
C004651,26421.08,2201.76,6226.8,129,2443.66,M0,0,0,7521.51,32,1556.7,19,22,medium,活跃度骤降,2507.17,2959.12,11,622.68,6,up,16.4,814.71,2,1,116.39,0,True
C004652,28455.04,2371.25,6270.03,59,2175.84,M0,0,0,5793.12,19,1567.51,11,14,high,"活跃度骤降,沉睡预警",1931.04,2448.02,6,627.0,3,up,23.4,451.04,1,0,64.43,0,False
C004653,495068.93,41255.74,60453.7,564,26071.5,M0,0,0,132521.14,141,15113.42,84,97,low,,44173.71,58079.53,49,6045.37,29,stable,9.9,15731.68,12,7,2247.38,0,False
C004654,198964.51,16580.38,52876.39,192,19131.2,M0,0,0,46233.97,57,13219.1,34,59,low,,15411.32,17033.06,19,5287.64,11,stable,-0.2,4639.86,4,2,662.84,0,False
C004655,29796.79,2483.07,4839.16,27,4176.33,M0,0,0,5453.73,6,1209.79,3,6,high,"活跃度骤降,沉睡预警",1817.91,2469.16,2,483.92,1,stable,-9.7,659.65,0,0,94.24,0,False
C004656,37414.99,3117.92,5442.23,24,2393.57,M0,0,1,10475.57,6,1360.56,3,9,high,"活跃度骤降,沉睡预警",3491.86,4350.43,2,544.22,1,stable,-14.0,1092.38,0,0,156.05,0,False
C004657,70111.38,5842.62,12474.81,55,9829.74,M0,0,0,18750.44,13,3118.7,7,18,high,"活跃度骤降,沉睡预警",6250.15,6450.99,4,1247.48,2,stable,-15.9,1753.17,1,0,250.45,0,False
C004658,43126.02,3593.84,10011.19,55,3692.95,M0,0,0,8290.87,13,2502.8,7,11,high,"活跃度骤降,沉睡预警",2763.62,2756.88,4,1001.12,2,stable,-13.0,886.5,1,0,126.64,0,False
C004659,171151.12,14262.59,24422.06,366,12439.68,M0,0,0,34213.89,91,6105.51,54,71,low,,11404.63,14655.44,31,2442.21,18,stable,-10.0,2686.3,7,4,383.76,0,False
C004660,82572.59,6881.05,12064.79,115,6319.51,M0,0,1,25409.29,28,3016.2,16,30,medium,,8469.76,11218.51,9,1206.48,5,stable,-7.4,2935.67,2,1,419.38,0,False
C004661,21944.55,1828.71,3527.97,55,2876.09,M0,0,1,3568.62,13,881.99,7,9,high,"活跃度骤降,沉睡预警",1189.54,1553.08,4,352.8,2,up,20.9,338.79,1,0,48.4,0,False
C004662,126664.89,10555.41,31171.04,92,13513.59,M0,0,0,31517.51,23,7792.76,13,31,medium,,10505.84,12787.59,8,3117.1,4,stable,-4.6,3355.69,2,1,479.38,0,False
C004663,36930.22,3077.52,1890.9,80,5354.09,M1,1,2,1563.16,4,472.73,2,3,high,"活跃度骤降,沉睡预警",521.05,575.13,1,189.09,0,stable,6.1,126.27,0,0,18.04,0,False
C004664,166331.46,13860.95,34256.81,239,11673.57,M0,0,0,54450.79,59,8564.2,35,63,low,,18150.26,19686.9,20,3425.68,12,stable,9.7,5995.77,5,3,856.54,0,False
C004665,483291.45,40274.29,125759.34,535,46922.16,M1,1,0,104558.32,133,31439.84,79,95,low,,34852.77,45786.68,46,12575.93,27,stable,-5.4,11735.79,11,6,1676.54,0,False
C004666,419777.68,34981.47,56302.27,509,37523.78,M0,0,0,78418.54,127,14075.57,76,93,low,,26139.51,25004.51,44,5630.23,26,stable,1.1,5657.5,11,6,808.21,0,False
C004667,111402.26,9283.52,11157.0,76,16570.02,M0,0,0,34432.63,19,2789.25,11,31,medium,,11477.54,14749.99,6,1115.7,3,stable,-7.7,2807.02,1,0,401.0,0,False
C004668,26089.59,2174.13,4629.42,29,3190.81,M0,0,0,8866.86,8,1157.35,4,9,high,"活跃度骤降,沉睡预警",2955.62,3073.6,2,462.94,1,stable,-6.2,713.42,0,0,101.92,0,False
C004669,75939.8,6328.32,20088.43,110,4826.85,M0,0,0,11877.07,27,5022.11,16,22,medium,活跃度骤降,3959.02,4860.01,9,2008.84,5,stable,2.7,1400.84,2,1,200.12,0,False
C004670,126830.26,10569.19,23666.59,402,13801.46,M0,0,1,32578.52,120,5916.65,72,81,low,,10859.51,9043.02,42,2366.66,25,stable,5.7,1608.71,10,6,229.82,0,False
C004671,129610.42,10800.87,25034.8,298,10759.03,M1,1,0,35911.5,74,6258.7,44,63,low,,11970.5,9831.13,25,2503.48,15,stable,-6.4,2132.09,6,3,304.58,0,False
C004672,863220.83,71935.07,132483.84,712,122585.07,M0,0,1,327235.26,231,33120.96,90,100,low,,109078.42,119890.88,80,13248.38,31,stable,-11.0,22971.05,20,7,3281.58,0,False
C004673,657919.21,54826.6,194078.01,1918,76438.35,M2,2,3,183568.97,623,48519.5,90,100,low,,61189.66,57773.28,218,19407.8,31,stable,-12.2,18590.65,54,7,2655.81,0,False
C004674,36376.96,3031.41,8846.14,30,3403.11,M0,0,0,11197.1,7,2211.53,4,10,high,"活跃度骤降,沉睡预警",3732.37,4888.22,2,884.61,1,stable,1.9,1035.58,0,0,147.94,0,False
C004675,107294.79,8941.23,9636.16,514,15746.39,M0,0,0,25904.13,128,2409.04,76,79,low,,8634.71,11400.51,44,963.62,26,stable,13.2,3367.99,11,6,481.14,0,False
C004676,38334.6,3194.55,8687.17,133,2666.34,M0,0,0,6858.43,33,2171.79,19,22,medium,活跃度骤降,2286.14,2226.89,11,868.72,6,stable,10.6,605.35,2,1,86.48,1,False
C004677,94535.61,7877.97,15446.23,83,7448.32,M0,0,0,19498.24,20,3861.56,12,23,medium,活跃度骤降,6499.41,7763.27,7,1544.62,4,stable,-10.6,1741.63,1,1,248.8,0,False
C004678,167734.21,13977.85,15555.45,117,15473.22,M2,2,2,48178.04,29,3888.86,17,45,medium,,16059.35,17516.51,10,1555.55,5,stable,5.4,5478.79,2,1,782.68,0,False
C004679,44880.56,3740.05,5887.74,115,4232.96,M0,0,0,12525.64,28,1471.94,16,23,medium,活跃度骤降,4175.21,5679.44,9,588.77,5,stable,-15.9,1334.67,2,1,190.67,0,False
C004680,685803.33,57150.28,91894.55,589,78876.81,M1,1,0,235569.63,147,22973.64,88,99,low,,78523.21,72107.07,51,9189.46,30,stable,-12.7,16414.36,12,7,2344.91,0,False
C004681,255104.15,21258.68,73893.45,370,25805.92,M0,0,0,99404.36,111,18473.36,66,89,low,,33134.79,37260.08,38,7389.34,23,stable,-8.8,6593.52,9,5,941.93,0,False
C004682,61690.38,5140.86,17759.92,67,4272.01,M0,0,0,21452.6,16,4439.98,9,21,medium,活跃度骤降,7150.87,8491.5,5,1775.99,3,stable,-0.8,2036.25,1,0,290.89,1,False
C004683,97900.88,8158.41,11702.21,67,11767.15,M0,0,0,18151.2,16,2925.55,9,19,high,"活跃度骤降,沉睡预警",6050.4,6268.08,5,1170.22,3,stable,1.3,1489.72,1,0,212.82,1,False
C004684,28041.49,2336.79,6800.84,35,2012.17,M0,0,0,4213.65,8,1700.21,4,6,high,"活跃度骤降,沉睡预警",1404.55,1865.38,2,680.08,1,stable,2.9,349.62,0,0,49.95,0,False
C004685,11070.02,922.5,1405.48,7,1395.17,M0,0,0,2503.95,1,351.37,0,1,high,"活跃度骤降,沉睡预警",834.65,896.4,0,140.55,0,stable,2.0,191.81,0,0,27.4,2,False
C004686,603261.95,50271.83,118674.59,2788,51045.09,M0,0,0,112083.33,697,29668.65,90,100,low,,37361.11,38861.95,243,11867.46,31,stable,5.0,7669.38,60,7,1095.63,0,False
C004687,76987.81,6415.65,15584.47,298,6835.57,M0,0,0,18339.73,74,3896.12,44,52,low,,6113.24,4755.16,25,1558.45,15,stable,-4.0,1500.06,6,3,214.29,0,False
C004688,26311.85,2192.65,7566.52,32,1618.43,M0,0,0,5764.28,8,1891.63,4,7,high,"活跃度骤降,沉睡预警",1921.43,2251.4,2,756.65,1,stable,6.6,503.36,0,0,71.91,0,False
C004689,59504.8,4958.73,8413.01,105,8384.33,M0,0,0,20607.51,26,2103.25,15,26,medium,活跃度骤降,6869.17,6116.64,9,841.3,5,stable,-9.5,1666.37,2,1,238.05,0,False
C004690,214013.9,17834.49,30783.61,324,16604.65,M0,0,0,34889.53,81,7695.9,48,66,low,,11629.84,12515.16,28,3078.36,16,stable,1.9,2515.66,7,4,359.38,0,False
C004691,28218.92,2351.58,2774.98,23,1956.49,M0,0,4,1351.93,1,693.74,0,1,high,"活跃度骤降,沉睡预警",450.64,379.49,0,277.5,0,stable,-13.6,79.56,0,0,11.37,1,False
C004692,23504.21,1958.68,6688.93,24,1621.59,M0,0,0,6970.47,6,1672.23,3,7,high,"活跃度骤降,沉睡预警",2323.49,2649.63,2,668.89,1,stable,-7.9,600.29,0,0,85.76,1,False
C004693,3252.45,271.04,762.89,2,388.76,M0,0,0,171.14,0,190.72,0,0,high,"活跃度骤降,沉睡预警",57.05,49.0,0,76.29,0,stable,5.1,13.2,0,0,1.89,0,False
C004694,19572.73,1631.06,4278.4,16,2280.38,M0,0,3,1042.2,0,1069.6,0,0,high,"活跃度骤降,沉睡预警",347.4,456.75,0,427.84,0,stable,-15.7,111.98,0,0,16.0,1,False
C004695,17829.17,1485.76,2905.4,16,2633.08,M0,0,0,7630.85,5,726.35,3,7,high,"活跃度骤降,沉睡预警",2543.62,2740.0,1,290.54,1,up,15.4,828.11,0,0,118.3,0,False
C004696,119488.72,9957.39,11026.27,208,9376.37,M0,0,0,19915.79,52,2756.57,31,41,medium,,6638.6,6498.76,18,1102.63,10,stable,-2.2,1382.45,4,2,197.49,0,False
C004697,213964.36,17830.36,59287.72,251,20786.52,M0,0,0,44321.18,62,14821.93,37,61,low,,14773.73,10882.5,21,5928.77,12,up,20.3,2195.82,5,3,313.69,0,False
C004698,132333.42,11027.78,28178.75,476,16844.7,M2,2,0,45871.59,119,7044.69,71,89,low,,15290.53,11336.79,41,2817.87,24,stable,-1.8,2255.52,10,6,322.22,0,False
C004699,22776.4,1898.03,6754.91,21,3228.18,M0,0,0,1013.72,1,1688.73,0,0,high,"活跃度骤降,沉睡预警",337.91,426.86,0,675.49,0,stable,13.0,135.32,0,0,19.33,0,False
C004700,163957.32,13663.11,49080.52,123,23019.96,M0,0,1,47147.75,30,12270.13,18,45,medium,,15715.92,19663.38,10,4908.05,6,stable,-8.1,5744.4,2,1,820.63,0,False
C004701,30898.63,2574.89,3683.2,30,3163.26,M0,0,0,8321.75,7,920.8,4,8,high,"活跃度骤降,沉睡预警",2773.92,2585.95,2,368.32,1,stable,-12.7,473.55,0,0,67.65,1,False
C004702,7715.79,642.98,1015.31,18,632.04,M3+,3,2,514.42,0,253.83,0,0,high,"活跃度骤降,沉睡预警",171.47,158.32,0,101.53,0,up,20.1,41.07,0,0,5.87,0,False
C004703,23143.75,1928.65,1184.3,28,1436.4,M2,2,2,7191.45,7,296.07,4,8,high,"活跃度骤降,沉睡预警",2397.15,2000.32,2,118.43,1,up,16.4,519.08,0,0,74.15,0,False
C004704,35914.09,2992.84,10733.59,88,4812.91,M0,0,0,9725.33,22,2683.4,13,18,high,"活跃度骤降,沉睡预警",3241.78,4158.87,7,1073.36,4,stable,-5.2,1257.23,1,1,179.6,0,False
C004705,195367.22,16280.6,57455.6,402,25969.84,M0,0,0,55251.22,100,14363.9,60,86,low,,18417.07,21197.41,35,5745.56,21,stable,-6.4,4729.96,8,5,675.71,1,True
C004706,773393.83,64449.49,210965.06,680,83125.31,M0,0,0,181762.88,170,52741.26,90,100,low,,60587.63,71246.95,59,21096.51,31,stable,-8.5,17969.5,14,7,2567.07,0,False
C004707,66127.04,5510.59,17696.93,121,8506.8,M1,1,0,3036.55,6,4424.23,3,4,high,"活跃度骤降,沉睡预警",1012.18,792.77,2,1769.69,1,stable,-10.3,162.07,0,0,23.15,0,False
C004708,103455.93,8621.33,21689.56,281,12667.34,M1,1,1,3620.38,14,5422.39,8,9,high,"活跃度骤降,沉睡预警",1206.79,1425.75,4,2168.96,2,stable,5.2,384.69,1,0,54.96,0,True
C004709,572439.93,47703.33,90766.78,1239,64361.9,M0,0,0,120032.72,402,22691.7,90,100,low,,40010.91,48987.37,140,9076.68,31,up,19.6,15118.77,35,7,2159.82,1,False
C004710,1040170.91,86680.91,282738.28,3004,97534.94,M0,0,0,266233.15,751,70684.57,90,100,low,,88744.38,116785.16,262,28273.83,31,stable,-15.8,24985.79,65,7,3569.4,0,False
C004711,116743.91,9728.66,32516.81,85,7270.07,M0,0,0,33481.85,21,8129.2,12,31,medium,,11160.62,12641.09,7,3251.68,4,stable,-16.5,2851.07,1,1,407.3,0,False
C004712,211563.17,17630.26,18762.86,406,18564.1,M0,0,0,69906.28,101,4690.72,60,86,low,,23302.09,18700.94,35,1876.29,21,stable,11.2,3675.58,8,5,525.08,0,False
C004713,365256.02,30438.0,20228.13,560,49806.97,M0,0,0,88865.85,140,5057.03,84,97,low,,29621.95,23412.85,49,2022.81,29,stable,-0.8,7261.59,12,7,1037.37,0,False
C004714,190914.43,15909.54,12652.94,190,14440.21,M0,0,0,45027.27,47,3163.23,28,53,low,,15009.09,12784.41,16,1265.29,9,stable,-10.7,2911.22,4,2,415.89,0,False
C004715,44784.64,3732.05,6480.89,43,5156.49,M0,0,0,15148.88,10,1620.22,6,14,high,"活跃度骤降,沉睡预警",5049.63,4390.5,3,648.09,2,stable,5.3,955.17,0,0,136.45,1,False
C004716,83216.58,6934.71,18430.4,166,12214.07,M0,0,0,18415.54,41,4607.6,24,34,medium,,6138.51,6587.49,14,1843.04,8,stable,-9.1,1708.06,3,2,244.01,0,False
C004717,1097769.64,91480.8,68899.1,3233,130152.57,M0,0,0,265039.19,1050,17224.77,90,100,low,,88346.4,96806.52,367,6889.91,31,stable,6.5,24317.23,91,7,3473.89,1,False
C004718,41243.72,3436.98,5413.04,121,6056.73,M0,0,0,13141.54,39,1353.26,23,29,medium,活跃度骤降,4380.51,3946.93,13,541.3,8,stable,-1.6,796.49,3,2,113.78,0,False
C004719,28282.27,2356.86,4769.44,48,3027.42,M0,0,0,5075.48,12,1192.36,7,9,high,"活跃度骤降,沉睡预警",1691.83,1541.61,4,476.94,2,stable,9.5,377.51,1,0,53.93,1,False
C004720,3113.79,259.48,460.82,7,198.59,M3+,3,0,181.95,0,115.2,0,0,high,"活跃度骤降,沉睡预警",60.65,52.32,0,46.08,0,up,24.3,15.4,0,0,2.2,0,False
C004721,44383.4,3698.62,4231.15,31,4569.82,M1,1,0,11597.05,7,1057.79,4,10,high,"活跃度骤降,沉睡预警",3865.68,3304.3,2,423.12,1,stable,-11.0,598.62,0,0,85.52,0,False
C004722,41613.16,3467.76,9475.27,89,4291.92,M0,0,0,10367.73,22,2368.82,13,18,high,"活跃度骤降,沉睡预警",3455.91,4612.84,7,947.53,4,stable,-15.2,1000.17,1,1,142.88,1,False
C004723,333780.99,27815.08,89281.05,383,29031.25,M0,0,0,60863.72,95,22320.26,57,83,low,,20287.91,25553.98,33,8928.11,19,up,22.4,7552.34,8,4,1078.91,0,False
C004724,45962.9,3830.24,12454.31,36,4928.8,M0,0,0,7170.41,9,3113.58,5,9,high,"活跃度骤降,沉睡预警",2390.14,2125.64,3,1245.43,1,stable,5.7,473.94,0,0,67.71,0,False
C004725,83166.82,6930.57,10109.09,101,5904.52,M0,0,0,23921.64,30,2527.27,18,31,medium,,7973.88,10460.43,10,1010.91,6,up,17.5,2795.54,2,1,399.36,0,False
C004726,145923.87,12160.32,20559.38,122,19542.22,M0,0,0,34181.72,30,5139.84,18,37,medium,,11393.91,10672.89,10,2055.94,6,stable,-11.3,3463.58,2,1,494.8,0,False
C004727,6611.08,550.92,767.61,20,689.7,M2,2,4,376.89,1,191.9,0,0,high,"活跃度骤降,沉睡预警",125.63,127.46,0,76.76,0,stable,-16.5,29.44,0,0,4.21,0,False
C004728,245562.07,20463.51,38545.16,622,15756.01,M0,0,0,71107.01,202,9636.29,90,100,low,,23702.34,26564.73,70,3854.52,31,stable,12.5,5228.32,17,7,746.9,0,True
C004729,45047.12,3753.93,7296.01,94,3235.37,M0,0,0,11475.67,28,1824.0,16,22,medium,活跃度骤降,3825.22,3416.66,9,729.6,5,stable,13.0,882.07,2,1,126.01,0,False
C004730,174837.99,14569.83,40967.95,372,15424.25,M0,0,0,31907.77,93,10241.99,55,71,low,,10635.92,10403.6,32,4096.8,19,stable,-15.9,2640.5,8,4,377.21,0,False
C004731,98878.98,8239.92,9284.75,142,5764.92,M0,0,0,31884.52,46,2321.19,27,44,medium,,10628.17,10838.3,16,928.47,9,stable,1.5,1957.61,4,2,279.66,0,False
C004732,178899.53,14908.29,20653.29,215,24827.54,M0,0,0,32874.14,53,5163.32,31,49,medium,,10958.05,10022.23,18,2065.33,10,stable,-0.2,2302.46,4,2,328.92,0,False
C004733,31934.26,2661.19,1746.26,90,3790.18,M0,0,0,10458.79,22,436.56,13,18,high,"活跃度骤降,沉睡预警",3486.26,3940.23,7,174.63,4,stable,-0.7,839.42,1,1,119.92,0,False
C004734,55599.41,4633.28,10826.75,117,8080.14,M0,0,0,17411.86,29,2706.69,17,26,medium,活跃度骤降,5803.95,5040.62,10,1082.68,5,stable,13.0,1480.15,2,1,211.45,0,False
C004735,81199.87,6766.66,11156.03,85,6070.41,M0,0,0,27491.25,21,2789.01,12,28,medium,活跃度骤降,9163.75,8154.26,7,1115.6,4,stable,2.5,2627.52,1,1,375.36,0,False
C004736,143672.96,11972.75,24710.81,98,9627.17,M0,0,0,54869.8,31,6177.7,18,47,medium,,18289.93,14606.53,10,2471.08,6,stable,9.2,3296.73,2,1,470.96,0,False
C004737,1401.79,116.82,254.63,3,101.79,M0,0,1,75.41,0,63.66,0,0,high,"活跃度骤降,沉睡预警",25.14,27.68,0,25.46,0,stable,-15.6,6.07,0,0,0.87,0,False
C004738,84027.01,7002.25,23765.02,117,7710.97,M0,0,0,33845.42,38,5941.26,22,41,medium,,11281.81,8548.89,13,2376.5,7,stable,11.1,1612.83,3,1,230.4,0,False
C004739,78316.99,6526.42,11083.95,277,9918.14,M0,0,1,18513.59,69,2770.99,41,50,low,,6171.2,6096.8,24,1108.39,14,stable,-15.9,1196.03,6,3,170.86,0,False
C004740,25892.74,2157.73,2667.66,18,3116.2,M0,0,0,8442.89,4,666.92,2,7,high,"活跃度骤降,沉睡预警",2814.3,2742.88,1,266.77,0,stable,-2.2,529.55,0,0,75.65,0,False
C004741,196992.23,16416.02,56672.77,405,25193.47,M0,0,0,85693.09,131,14168.19,78,94,low,,28564.36,24360.26,45,5667.28,27,stable,0.3,4827.1,11,6,689.59,0,False
C004742,31495.27,2624.61,3179.76,52,2594.87,M0,0,0,10439.15,13,794.94,7,13,high,"活跃度骤降,沉睡预警",3479.72,3270.91,4,317.98,2,stable,9.9,761.13,1,0,108.73,1,False
C004743,35522.47,2960.21,8580.76,24,4941.51,M0,0,0,10322.78,6,2145.19,3,9,high,"活跃度骤降,沉睡预警",3440.93,4639.14,2,858.08,1,up,19.9,1068.09,0,0,152.58,0,False
C004744,96137.67,8011.47,28135.23,77,11888.96,M0,0,1,16215.34,19,7033.81,11,20,medium,活跃度骤降,5405.11,4461.13,6,2813.52,3,stable,-15.4,1160.11,1,0,165.73,0,False
C004745,72010.9,6000.91,7895.24,128,6531.19,M0,0,1,24572.04,32,1973.81,19,32,medium,,8190.68,10773.35,11,789.52,6,up,19.7,3108.92,2,1,444.13,1,False
C004746,108185.48,9015.46,7866.11,76,7097.81,M0,0,1,37610.04,19,1966.53,11,33,medium,,12536.68,15343.31,6,786.61,3,stable,-11.9,4911.02,1,0,701.57,1,False
C004747,251022.68,20918.56,44336.58,186,31077.24,M0,0,0,79914.69,55,11084.15,33,61,low,,26638.23,25109.08,19,4433.66,11,stable,-0.5,6702.74,4,2,957.53,0,True
C004748,113701.25,9475.1,33180.03,417,9457.53,M0,0,0,32562.68,104,8295.01,62,77,low,,10854.23,11840.09,36,3318.0,21,stable,-7.1,3027.14,9,5,432.45,0,False
C004749,57625.53,4802.13,16626.07,49,3195.62,M0,0,0,9289.82,12,4156.52,7,12,high,"活跃度骤降,沉睡预警",3096.61,2892.37,4,1662.61,2,up,17.0,926.53,1,0,132.36,0,False
C004750,34545.74,2878.81,2039.14,26,2254.21,M2,2,1,1281.12,1,509.79,0,1,high,"活跃度骤降,沉睡预警",427.04,516.35,0,203.91,0,stable,1.9,139.78,0,0,19.97,1,False
C004751,31505.54,2625.46,5577.38,34,2474.57,M0,0,0,6354.32,8,1394.35,4,7,high,"活跃度骤降,沉睡预警",2118.11,1874.59,2,557.74,1,stable,-3.9,379.69,0,0,54.24,0,False
C004752,88093.65,7341.14,12326.16,59,13029.73,M0,0,0,29726.5,14,3081.54,8,25,medium,活跃度骤降,9908.83,13517.94,4,1232.62,2,stable,1.5,3611.84,1,0,515.98,0,True
C004753,180241.11,15020.09,23088.57,548,23111.82,M0,0,0,50474.76,137,5772.14,82,96,low,,16824.92,18162.64,47,2308.86,28,stable,14.8,4856.91,11,7,693.84,0,False
C004754,73186.55,6098.88,11715.45,62,8934.25,M0,0,0,14406.55,15,2928.86,9,17,high,"活跃度骤降,沉睡预警",4802.18,5860.25,5,1171.54,3,stable,13.8,1745.78,1,0,249.4,1,False
