cust_id,oneid,primary_intent,intent_json,intent_分期_借贷需求,intent_跨境_出行需求,intent_额度_升级需求,intent_权益_优惠需求,intent_沉睡_流失风险,intent_新户_激活引导
C003517,UID003517,沉睡/流失风险,"{""分期/借贷需求"": 31, ""跨境/出行需求"": 29, ""额度/升级需求"": 73, ""权益/优惠需求"": 17, ""沉睡/流失风险"": 85, ""新户/激活引导"": 9}",31,29,73,17,85,9
C003518,UID003518,额度/升级需求,"{""分期/借贷需求"": 48, ""跨境/出行需求"": 21, ""额度/升级需求"": 89, ""权益/优惠需求"": 10, ""沉睡/流失风险"": 65, ""新户/激活引导"": 82}",48,21,89,10,65,82
C003519,UID003519,分期/借贷需求,"{""分期/借贷需求"": 82, ""跨境/出行需求"": 70, ""额度/升级需求"": 35, ""权益/优惠需求"": 41, ""沉睡/流失风险"": 13, ""新户/激活引导"": 14}",82,70,35,41,13,14
C003520,UID003520,分期/借贷需求,"{""分期/借贷需求"": 48, ""跨境/出行需求"": 8, ""额度/升级需求"": 31, ""权益/优惠需求"": 10, ""沉睡/流失风险"": 24, ""新户/激活引导"": 11}",48,8,31,10,24,11
C003521,UID003521,额度/升级需求,"{""分期/借贷需求"": 35, ""跨境/出行需求"": 16, ""额度/升级需求"": 79, ""权益/优惠需求"": 32, ""沉睡/流失风险"": 58, ""新户/激活引导"": 6}",35,16,79,32,58,6
C003522,UID003522,沉睡/流失风险,"{""分期/借贷需求"": 14, ""跨境/出行需求"": 69, ""额度/升级需求"": 9, ""权益/优惠需求"": 57, ""沉睡/流失风险"": 83, ""新户/激活引导"": 25}",14,69,9,57,83,25
C003523,UID003523,分期/借贷需求,"{""分期/借贷需求"": 94, ""跨境/出行需求"": 78, ""额度/升级需求"": 23, ""权益/优惠需求"": 16, ""沉睡/流失风险"": 84, ""新户/激活引导"": 14}",94,78,23,16,84,14
C003524,UID003524,沉睡/流失风险,"{""分期/借贷需求"": 24, ""跨境/出行需求"": 12, ""额度/升级需求"": 72, ""权益/优惠需求"": 43, ""沉睡/流失风险"": 80, ""新户/激活引导"": 15}",24,12,72,43,80,15
C003525,UID003525,跨境/出行需求,"{""分期/借贷需求"": 11, ""跨境/出行需求"": 78, ""额度/升级需求"": 64, ""权益/优惠需求"": 36, ""沉睡/流失风险"": 11, ""新户/激活引导"": 10}",11,78,64,36,11,10
C003526,UID003526,沉睡/流失风险,"{""分期/借贷需求"": 20, ""跨境/出行需求"": 35, ""额度/升级需求"": 18, ""权益/优惠需求"": 42, ""沉睡/流失风险"": 59, ""新户/激活引导"": 7}",20,35,18,42,59,7
C003527,UID003527,额度/升级需求,"{""分期/借贷需求"": 25, ""跨境/出行需求"": 19, ""额度/升级需求"": 68, ""权益/优惠需求"": 31, ""沉睡/流失风险"": 15, ""新户/激活引导"": 18}",25,19,68,31,15,18
C003528,UID003528,额度/升级需求,"{""分期/借贷需求"": 14, ""跨境/出行需求"": 7, ""额度/升级需求"": 68, ""权益/优惠需求"": 12, ""沉睡/流失风险"": 27, ""新户/激活引导"": 14}",14,7,68,12,27,14
C003529,UID003529,额度/升级需求,"{""分期/借贷需求"": 74, ""跨境/出行需求"": 21, ""额度/升级需求"": 77, ""权益/优惠需求"": 36, ""沉睡/流失风险"": 28, ""新户/激活引导"": 6}",74,21,77,36,28,6
C003530,UID003530,权益/优惠需求,"{""分期/借贷需求"": 33, ""跨境/出行需求"": 25, ""额度/升级需求"": 6, ""权益/优惠需求"": 71, ""沉睡/流失风险"": 12, ""新户/激活引导"": 20}",33,25,6,71,12,20
C003531,UID003531,沉睡/流失风险,"{""分期/借贷需求"": 35, ""跨境/出行需求"": 18, ""额度/升级需求"": 32, ""权益/优惠需求"": 12, ""沉睡/流失风险"": 83, ""新户/激活引导"": 8}",35,18,32,12,83,8
C003532,UID003532,跨境/出行需求,"{""分期/借贷需求"": 73, ""跨境/出行需求"": 83, ""额度/升级需求"": 13, ""权益/优惠需求"": 37, ""沉睡/流失风险"": 29, ""新户/激活引导"": 5}",73,83,13,37,29,5
C003533,UID003533,沉睡/流失风险,"{""分期/借贷需求"": 12, ""跨境/出行需求"": 35, ""额度/升级需求"": 17, ""权益/优惠需求"": 13, ""沉睡/流失风险"": 83, ""新户/激活引导"": 11}",12,35,17,13,83,11
C003534,UID003534,分期/借贷需求,"{""分期/借贷需求"": 81, ""跨境/出行需求"": 17, ""额度/升级需求"": 30, ""权益/优惠需求"": 15, ""沉睡/流失风险"": 51, ""新户/激活引导"": 17}",81,17,30,15,51,17
C003535,UID003535,跨境/出行需求,"{""分期/借贷需求"": 74, ""跨境/出行需求"": 81, ""额度/升级需求"": 74, ""权益/优惠需求"": 14, ""沉睡/流失风险"": 70, ""新户/激活引导"": 11}",74,81,74,14,70,11
C003536,UID003536,分期/借贷需求,"{""分期/借贷需求"": 73, ""跨境/出行需求"": 35, ""额度/升级需求"": 65, ""权益/优惠需求"": 23, ""沉睡/流失风险"": 13, ""新户/激活引导"": 15}",73,35,65,23,13,15
C003537,UID003537,额度/升级需求,"{""分期/借贷需求"": 32, ""跨境/出行需求"": 61, ""额度/升级需求"": 86, ""权益/优惠需求"": 37, ""沉睡/流失风险"": 82, ""新户/激活引导"": 22}",32,61,86,37,82,22
C003538,UID003538,新户/激活引导,"{""分期/借贷需求"": 21, ""跨境/出行需求"": 18, ""额度/升级需求"": 11, ""权益/优惠需求"": 81, ""沉睡/流失风险"": 25, ""新户/激活引导"": 87}",21,18,11,81,25,87
C003539,UID003539,沉睡/流失风险,"{""分期/借贷需求"": 41, ""跨境/出行需求"": 18, ""额度/升级需求"": 40, ""权益/优惠需求"": 19, ""沉睡/流失风险"": 89, ""新户/激活引导"": 11}",41,18,40,19,89,11
C003540,UID003540,分期/借贷需求,"{""分期/借贷需求"": 86, ""跨境/出行需求"": 31, ""额度/升级需求"": 21, ""权益/优惠需求"": 68, ""沉睡/流失风险"": 52, ""新户/激活引导"": 8}",86,31,21,68,52,8
C003541,UID003541,额度/升级需求,"{""分期/借贷需求"": 25, ""跨境/出行需求"": 14, ""额度/升级需求"": 88, ""权益/优惠需求"": 45, ""沉睡/流失风险"": 5, ""新户/激活引导"": 21}",25,14,88,45,5,21
C003542,UID003542,新户/激活引导,"{""分期/借贷需求"": 38, ""跨境/出行需求"": 29, ""额度/升级需求"": 66, ""权益/优惠需求"": 31, ""沉睡/流失风险"": 14, ""新户/激活引导"": 67}",38,29,66,31,14,67
C003543,UID003543,沉睡/流失风险,"{""分期/借贷需求"": 40, ""跨境/出行需求"": 32, ""额度/升级需求"": 40, ""权益/优惠需求"": 43, ""沉睡/流失风险"": 58, ""新户/激活引导"": 18}",40,32,40,43,58,18
C003544,UID003544,沉睡/流失风险,"{""分期/借贷需求"": 12, ""跨境/出行需求"": 66, ""额度/升级需求"": 67, ""权益/优惠需求"": 33, ""沉睡/流失风险"": 89, ""新户/激活引导"": 8}",12,66,67,33,89,8
C003545,UID003545,跨境/出行需求,"{""分期/借贷需求"": 13, ""跨境/出行需求"": 63, ""额度/升级需求"": 28, ""权益/优惠需求"": 38, ""沉睡/流失风险"": 27, ""新户/激活引导"": 5}",13,63,28,38,27,5
C003546,UID003546,跨境/出行需求,"{""分期/借贷需求"": 48, ""跨境/出行需求"": 86, ""额度/升级需求"": 61, ""权益/优惠需求"": 82, ""沉睡/流失风险"": 16, ""新户/激活引导"": 23}",48,86,61,82,16,23
C003547,UID003547,跨境/出行需求,"{""分期/借贷需求"": 47, ""跨境/出行需求"": 82, ""额度/升级需求"": 9, ""权益/优惠需求"": 28, ""沉睡/流失风险"": 14, ""新户/激活引导"": 23}",47,82,9,28,14,23
C003548,UID003548,跨境/出行需求,"{""分期/借贷需求"": 75, ""跨境/出行需求"": 89, ""额度/升级需求"": 60, ""权益/优惠需求"": 38, ""沉睡/流失风险"": 13, ""新户/激活引导"": 23}",75,89,60,38,13,23
C003549,UID003549,分期/借贷需求,"{""分期/借贷需求"": 95, ""跨境/出行需求"": 10, ""额度/升级需求"": 72, ""权益/优惠需求"": 36, ""沉睡/流失风险"": 29, ""新户/激活引导"": 24}",95,10,72,36,29,24
C003550,UID003550,额度/升级需求,"{""分期/借贷需求"": 46, ""跨境/出行需求"": 30, ""额度/升级需求"": 72, ""权益/优惠需求"": 28, ""沉睡/流失风险"": 22, ""新户/激活引导"": 25}",46,30,72,28,22,25
C003551,UID003551,跨境/出行需求,"{""分期/借贷需求"": 48, ""跨境/出行需求"": 84, ""额度/升级需求"": 79, ""权益/优惠需求"": 79, ""沉睡/流失风险"": 7, ""新户/激活引导"": 21}",48,84,79,79,7,21
C003552,UID003552,沉睡/流失风险,"{""分期/借贷需求"": 79, ""跨境/出行需求"": 9, ""额度/升级需求"": 77, ""权益/优惠需求"": 33, ""沉睡/流失风险"": 87, ""新户/激活引导"": 17}",79,9,77,33,87,17
C003553,UID003553,额度/升级需求,"{""分期/借贷需求"": 50, ""跨境/出行需求"": 35, ""额度/升级需求"": 78, ""权益/优惠需求"": 25, ""沉睡/流失风险"": 59, ""新户/激活引导"": 15}",50,35,78,25,59,15
C003554,UID003554,权益/优惠需求,"{""分期/借贷需求"": 46, ""跨境/出行需求"": 8, ""额度/升级需求"": 23, ""权益/优惠需求"": 51, ""沉睡/流失风险"": 29, ""新户/激活引导"": 21}",46,8,23,51,29,21
C003555,UID003555,分期/借贷需求,"{""分期/借贷需求"": 79, ""跨境/出行需求"": 23, ""额度/升级需求"": 79, ""权益/优惠需求"": 22, ""沉睡/流失风险"": 10, ""新户/激活引导"": 11}",79,23,79,22,10,11
C003556,UID003556,额度/升级需求,"{""分期/借贷需求"": 73, ""跨境/出行需求"": 10, ""额度/升级需求"": 86, ""权益/优惠需求"": 24, ""沉睡/流失风险"": 14, ""新户/激活引导"": 9}",73,10,86,24,14,9
C003557,UID003557,额度/升级需求,"{""分期/借贷需求"": 37, ""跨境/出行需求"": 17, ""额度/升级需求"": 78, ""权益/优惠需求"": 45, ""沉睡/流失风险"": 6, ""新户/激活引导"": 18}",37,17,78,45,6,18
C003558,UID003558,权益/优惠需求,"{""分期/借贷需求"": 49, ""跨境/出行需求"": 27, ""额度/升级需求"": 60, ""权益/优惠需求"": 85, ""沉睡/流失风险"": 80, ""新户/激活引导"": 9}",49,27,60,85,80,9
C003559,UID003559,分期/借贷需求,"{""分期/借贷需求"": 82, ""跨境/出行需求"": 25, ""额度/升级需求"": 12, ""权益/优惠需求"": 39, ""沉睡/流失风险"": 76, ""新户/激活引导"": 5}",82,25,12,39,76,5
C003560,UID003560,分期/借贷需求,"{""分期/借贷需求"": 90, ""跨境/出行需求"": 19, ""额度/升级需求"": 65, ""权益/优惠需求"": 63, ""沉睡/流失风险"": 14, ""新户/激活引导"": 22}",90,19,65,63,14,22
C003561,UID003561,额度/升级需求,"{""分期/借贷需求"": 24, ""跨境/出行需求"": 21, ""额度/升级需求"": 79, ""权益/优惠需求"": 24, ""沉睡/流失风险"": 70, ""新户/激活引导"": 24}",24,21,79,24,70,24
C003562,UID003562,权益/优惠需求,"{""分期/借贷需求"": 33, ""跨境/出行需求"": 25, ""额度/升级需求"": 20, ""权益/优惠需求"": 43, ""沉睡/流失风险"": 9, ""新户/激活引导"": 22}",33,25,20,43,9,22
C003563,UID003563,分期/借贷需求,"{""分期/借贷需求"": 94, ""跨境/出行需求"": 5, ""额度/升级需求"": 23, ""权益/优惠需求"": 10, ""沉睡/流失风险"": 16, ""新户/激活引导"": 18}",94,5,23,10,16,18
C003564,UID003564,额度/升级需求,"{""分期/借贷需求"": 17, ""跨境/出行需求"": 9, ""额度/升级需求"": 88, ""权益/优惠需求"": 37, ""沉睡/流失风险"": 71, ""新户/激活引导"": 5}",17,9,88,37,71,5
C003565,UID003565,沉睡/流失风险,"{""分期/借贷需求"": 45, ""跨境/出行需求"": 30, ""额度/升级需求"": 14, ""权益/优惠需求"": 35, ""沉睡/流失风险"": 87, ""新户/激活引导"": 16}",45,30,14,35,87,16
C003566,UID003566,沉睡/流失风险,"{""分期/借贷需求"": 44, ""跨境/出行需求"": 26, ""额度/升级需求"": 14, ""权益/优惠需求"": 37, ""沉睡/流失风险"": 67, ""新户/激活引导"": 7}",44,26,14,37,67,7
C003567,UID003567,分期/借贷需求,"{""分期/借贷需求"": 95, ""跨境/出行需求"": 22, ""额度/升级需求"": 72, ""权益/优惠需求"": 34, ""沉睡/流失风险"": 72, ""新户/激活引导"": 18}",95,22,72,34,72,18
C003568,UID003568,沉睡/流失风险,"{""分期/借贷需求"": 50, ""跨境/出行需求"": 7, ""额度/升级需求"": 18, ""权益/优惠需求"": 10, ""沉睡/流失风险"": 85, ""新户/激活引导"": 20}",50,7,18,10,85,20
C003569,UID003569,沉睡/流失风险,"{""分期/借贷需求"": 37, ""跨境/出行需求"": 8, ""额度/升级需求"": 14, ""权益/优惠需求"": 22, ""沉睡/流失风险"": 83, ""新户/激活引导"": 15}",37,8,14,22,83,15
C003570,UID003570,额度/升级需求,"{""分期/借贷需求"": 88, ""跨境/出行需求"": 15, ""额度/升级需求"": 89, ""权益/优惠需求"": 17, ""沉睡/流失风险"": 13, ""新户/激活引导"": 11}",88,15,89,17,13,11
C003571,UID003571,额度/升级需求,"{""分期/借贷需求"": 27, ""跨境/出行需求"": 17, ""额度/升级需求"": 77, ""权益/优惠需求"": 19, ""沉睡/流失风险"": 65, ""新户/激活引导"": 23}",27,17,77,19,65,23
C003572,UID003572,分期/借贷需求,"{""分期/借贷需求"": 95, ""跨境/出行需求"": 29, ""额度/升级需求"": 69, ""权益/优惠需求"": 42, ""沉睡/流失风险"": 67, ""新户/激活引导"": 25}",95,29,69,42,67,25
C003573,UID003573,跨境/出行需求,"{""分期/借贷需求"": 12, ""跨境/出行需求"": 32, ""额度/升级需求"": 6, ""权益/优惠需求"": 20, ""沉睡/流失风险"": 20, ""新户/激活引导"": 12}",12,32,6,20,20,12
C003574,UID003574,额度/升级需求,"{""分期/借贷需求"": 10, ""跨境/出行需求"": 5, ""额度/升级需求"": 81, ""权益/优惠需求"": 42, ""沉睡/流失风险"": 77, ""新户/激活引导"": 24}",10,5,81,42,77,24
C003575,UID003575,跨境/出行需求,"{""分期/借贷需求"": 35, ""跨境/出行需求"": 89, ""额度/升级需求"": 88, ""权益/优惠需求"": 74, ""沉睡/流失风险"": 7, ""新户/激活引导"": 6}",35,89,88,74,7,6
C003576,UID003576,跨境/出行需求,"{""分期/借贷需求"": 73, ""跨境/出行需求"": 86, ""额度/升级需求"": 29, ""权益/优惠需求"": 42, ""沉睡/流失风险"": 11, ""新户/激活引导"": 7}",73,86,29,42,11,7
C003577,UID003577,跨境/出行需求,"{""分期/借贷需求"": 15, ""跨境/出行需求"": 81, ""额度/升级需求"": 66, ""权益/优惠需求"": 71, ""沉睡/流失风险"": 51, ""新户/激活引导"": 6}",15,81,66,71,51,6
C003578,UID003578,新户/激活引导,"{""分期/借贷需求"": 72, ""跨境/出行需求"": 72, ""额度/升级需求"": 38, ""权益/优惠需求"": 13, ""沉睡/流失风险"": 24, ""新户/激活引导"": 80}",72,72,38,13,24,80
C003579,UID003579,沉睡/流失风险,"{""分期/借贷需求"": 27, ""跨境/出行需求"": 62, ""额度/升级需求"": 23, ""权益/优惠需求"": 14, ""沉睡/流失风险"": 70, ""新户/激活引导"": 6}",27,62,23,14,70,6
C003580,UID003580,分期/借贷需求,"{""分期/借贷需求"": 84, ""跨境/出行需求"": 18, ""额度/升级需求"": 84, ""权益/优惠需求"": 61, ""沉睡/流失风险"": 25, ""新户/激活引导"": 21}",84,18,84,61,25,21
C003581,UID003581,额度/升级需求,"{""分期/借贷需求"": 76, ""跨境/出行需求"": 32, ""额度/升级需求"": 78, ""权益/优惠需求"": 38, ""沉睡/流失风险"": 25, ""新户/激活引导"": 18}",76,32,78,38,25,18
C003582,UID003582,额度/升级需求,"{""分期/借贷需求"": 50, ""跨境/出行需求"": 9, ""额度/升级需求"": 61, ""权益/优惠需求"": 33, ""沉睡/流失风险"": 12, ""新户/激活引导"": 25}",50,9,61,33,12,25
C003583,UID003583,沉睡/流失风险,"{""分期/借贷需求"": 27, ""跨境/出行需求"": 13, ""额度/升级需求"": 60, ""权益/优惠需求"": 41, ""沉睡/流失风险"": 78, ""新户/激活引导"": 19}",27,13,60,41,78,19
C003584,UID003584,额度/升级需求,"{""分期/借贷需求"": 48, ""跨境/出行需求"": 14, ""额度/升级需求"": 72, ""权益/优惠需求"": 20, ""沉睡/流失风险"": 53, ""新户/激活引导"": 19}",48,14,72,20,53,19
C003585,UID003585,分期/借贷需求,"{""分期/借贷需求"": 74, ""跨境/出行需求"": 28, ""额度/升级需求"": 30, ""权益/优惠需求"": 36, ""沉睡/流失风险"": 58, ""新户/激活引导"": 24}",74,28,30,36,58,24
C003586,UID003586,分期/借贷需求,"{""分期/借贷需求"": 74, ""跨境/出行需求"": 16, ""额度/升级需求"": 60, ""权益/优惠需求"": 45, ""沉睡/流失风险"": 30, ""新户/激活引导"": 7}",74,16,60,45,30,7
C003587,UID003587,分期/借贷需求,"{""分期/借贷需求"": 41, ""跨境/出行需求"": 28, ""额度/升级需求"": 35, ""权益/优惠需求"": 34, ""沉睡/流失风险"": 6, ""新户/激活引导"": 10}",41,28,35,34,6,10
C003588,UID003588,跨境/出行需求,"{""分期/借贷需求"": 46, ""跨境/出行需求"": 82, ""额度/升级需求"": 9, ""权益/优惠需求"": 66, ""沉睡/流失风险"": 5, ""新户/激活引导"": 17}",46,82,9,66,5,17
C003589,UID003589,分期/借贷需求,"{""分期/借贷需求"": 86, ""跨境/出行需求"": 26, ""额度/升级需求"": 39, ""权益/优惠需求"": 26, ""沉睡/流失风险"": 7, ""新户/激活引导"": 11}",86,26,39,26,7,11
C003590,UID003590,分期/借贷需求,"{""分期/借贷需求"": 76, ""跨境/出行需求"": 66, ""额度/升级需求"": 34, ""权益/优惠需求"": 64, ""沉睡/流失风险"": 55, ""新户/激活引导"": 9}",76,66,34,64,55,9
C003591,UID003591,分期/借贷需求,"{""分期/借贷需求"": 80, ""跨境/出行需求"": 16, ""额度/升级需求"": 15, ""权益/优惠需求"": 62, ""沉睡/流失风险"": 16, ""新户/激活引导"": 17}",80,16,15,62,16,17
C003592,UID003592,额度/升级需求,"{""分期/借贷需求"": 73, ""跨境/出行需求"": 19, ""额度/升级需求"": 77, ""权益/优惠需求"": 55, ""沉睡/流失风险"": 19, ""新户/激活引导"": 5}",73,19,77,55,19,5
C003593,UID003593,额度/升级需求,"{""分期/借贷需求"": 76, ""跨境/出行需求"": 32, ""额度/升级需求"": 88, ""权益/优惠需求"": 20, ""沉睡/流失风险"": 26, ""新户/激活引导"": 8}",76,32,88,20,26,8
C003594,UID003594,跨境/出行需求,"{""分期/借贷需求"": 15, ""跨境/出行需求"": 79, ""额度/升级需求"": 65, ""权益/优惠需求"": 10, ""沉睡/流失风险"": 17, ""新户/激活引导"": 8}",15,79,65,10,17,8
C003595,UID003595,沉睡/流失风险,"{""分期/借贷需求"": 77, ""跨境/出行需求"": 29, ""额度/升级需求"": 32, ""权益/优惠需求"": 25, ""沉睡/流失风险"": 82, ""新户/激活引导"": 15}",77,29,32,25,82,15
C003596,UID003596,沉睡/流失风险,"{""分期/借贷需求"": 74, ""跨境/出行需求"": 19, ""额度/升级需求"": 75, ""权益/优惠需求"": 44, ""沉睡/流失风险"": 86, ""新户/激活引导"": 16}",74,19,75,44,86,16
C003597,UID003597,沉睡/流失风险,"{""分期/借贷需求"": 34, ""跨境/出行需求"": 8, ""额度/升级需求"": 17, ""权益/优惠需求"": 63, ""沉睡/流失风险"": 78, ""新户/激活引导"": 7}",34,8,17,63,78,7
C003598,UID003598,沉睡/流失风险,"{""分期/借贷需求"": 44, ""跨境/出行需求"": 14, ""额度/升级需求"": 69, ""权益/优惠需求"": 66, ""沉睡/流失风险"": 87, ""新户/激活引导"": 6}",44,14,69,66,87,6
C003599,UID003599,额度/升级需求,"{""分期/借贷需求"": 20, ""跨境/出行需求"": 32, ""额度/升级需求"": 78, ""权益/优惠需求"": 70, ""沉睡/流失风险"": 6, ""新户/激活引导"": 9}",20,32,78,70,6,9
C003600,UID003600,额度/升级需求,"{""分期/借贷需求"": 35, ""跨境/出行需求"": 69, ""额度/升级需求"": 76, ""权益/优惠需求"": 52, ""沉睡/流失风险"": 8, ""新户/激活引导"": 18}",35,69,76,52,8,18
C003601,UID003601,沉睡/流失风险,"{""分期/借贷需求"": 27, ""跨境/出行需求"": 14, ""额度/升级需求"": 61, ""权益/优惠需求"": 25, ""沉睡/流失风险"": 78, ""新户/激活引导"": 11}",27,14,61,25,78,11
C003602,UID003602,权益/优惠需求,"{""分期/借贷需求"": 26, ""跨境/出行需求"": 31, ""额度/升级需求"": 63, ""权益/优惠需求"": 75, ""沉睡/流失风险"": 20, ""新户/激活引导"": 22}",26,31,63,75,20,22
C003603,UID003603,沉睡/流失风险,"{""分期/借贷需求"": 73, ""跨境/出行需求"": 34, ""额度/升级需求"": 14, ""权益/优惠需求"": 39, ""沉睡/流失风险"": 81, ""新户/激活引导"": 21}",73,34,14,39,81,21
C003604,UID003604,沉睡/流失风险,"{""分期/借贷需求"": 20, ""跨境/出行需求"": 34, ""额度/升级需求"": 16, ""权益/优惠需求"": 14, ""沉睡/流失风险"": 50, ""新户/激活引导"": 10}",20,34,16,14,50,10
C003605,UID003605,沉睡/流失风险,"{""分期/借贷需求"": 50, ""跨境/出行需求"": 7, ""额度/升级需求"": 36, ""权益/优惠需求"": 44, ""沉睡/流失风险"": 61, ""新户/激活引导"": 8}",50,7,36,44,61,8
C003606,UID003606,额度/升级需求,"{""分期/借贷需求"": 50, ""跨境/出行需求"": 66, ""额度/升级需求"": 68, ""权益/优惠需求"": 43, ""沉睡/流失风险"": 18, ""新户/激活引导"": 10}",50,66,68,43,18,10
C003607,UID003607,跨境/出行需求,"{""分期/借贷需求"": 46, ""跨境/出行需求"": 77, ""额度/升级需求"": 26, ""权益/优惠需求"": 41, ""沉睡/流失风险"": 30, ""新户/激活引导"": 24}",46,77,26,41,30,24
C003608,UID003608,分期/借贷需求,"{""分期/借贷需求"": 38, ""跨境/出行需求"": 12, ""额度/升级需求"": 32, ""权益/优惠需求"": 24, ""沉睡/流失风险"": 22, ""新户/激活引导"": 12}",38,12,32,24,22,12
C003609,UID003609,跨境/出行需求,"{""分期/借贷需求"": 17, ""跨境/出行需求"": 87, ""额度/升级需求"": 76, ""权益/优惠需求"": 21, ""沉睡/流失风险"": 22, ""新户/激活引导"": 15}",17,87,76,21,22,15
C003610,UID003610,沉睡/流失风险,"{""分期/借贷需求"": 36, ""跨境/出行需求"": 60, ""额度/升级需求"": 70, ""权益/优惠需求"": 24, ""沉睡/流失风险"": 86, ""新户/激活引导"": 19}",36,60,70,24,86,19
C003611,UID003611,额度/升级需求,"{""分期/借贷需求"": 11, ""跨境/出行需求"": 20, ""额度/升级需求"": 39, ""权益/优惠需求"": 37, ""沉睡/流失风险"": 17, ""新户/激活引导"": 8}",11,20,39,37,17,8
C003612,UID003612,新户/激活引导,"{""分期/借贷需求"": 39, ""跨境/出行需求"": 20, ""额度/升级需求"": 82, ""权益/优惠需求"": 13, ""沉睡/流失风险"": 17, ""新户/激活引导"": 87}",39,20,82,13,17,87
C003613,UID003613,额度/升级需求,"{""分期/借贷需求"": 41, ""跨境/出行需求"": 12, ""额度/升级需求"": 88, ""权益/优惠需求"": 35, ""沉睡/流失风险"": 83, ""新户/激活引导"": 9}",41,12,88,35,83,9
C003614,UID003614,额度/升级需求,"{""分期/借贷需求"": 10, ""跨境/出行需求"": 71, ""额度/升级需求"": 84, ""权益/优惠需求"": 10, ""沉睡/流失风险"": 17, ""新户/激活引导"": 22}",10,71,84,10,17,22
C003615,UID003615,额度/升级需求,"{""分期/借贷需求"": 19, ""跨境/出行需求"": 7, ""额度/升级需求"": 81, ""权益/优惠需求"": 20, ""沉睡/流失风险"": 61, ""新户/激活引导"": 12}",19,7,81,20,61,12
C003616,UID003616,额度/升级需求,"{""分期/借贷需求"": 50, ""跨境/出行需求"": 16, ""额度/升级需求"": 70, ""权益/优惠需求"": 20, ""沉睡/流失风险"": 7, ""新户/激活引导"": 17}",50,16,70,20,7,17
C003617,UID003617,额度/升级需求,"{""分期/借贷需求"": 33, ""跨境/出行需求"": 5, ""额度/升级需求"": 84, ""权益/优惠需求"": 71, ""沉睡/流失风险"": 84, ""新户/激活引导"": 19}",33,5,84,71,84,19
C003618,UID003618,权益/优惠需求,"{""分期/借贷需求"": 73, ""跨境/出行需求"": 26, ""额度/升级需求"": 68, ""权益/优惠需求"": 75, ""沉睡/流失风险"": 23, ""新户/激活引导"": 9}",73,26,68,75,23,9
C003619,UID003619,额度/升级需求,"{""分期/借贷需求"": 14, ""跨境/出行需求"": 76, ""额度/升级需求"": 80, ""权益/优惠需求"": 21, ""沉睡/流失风险"": 7, ""新户/激活引导"": 23}",14,76,80,21,7,23
C003620,UID003620,沉睡/流失风险,"{""分期/借贷需求"": 18, ""跨境/出行需求"": 15, ""额度/升级需求"": 78, ""权益/优惠需求"": 35, ""沉睡/流失风险"": 79, ""新户/激活引导"": 24}",18,15,78,35,79,24
C003621,UID003621,跨境/出行需求,"{""分期/借贷需求"": 12, ""跨境/出行需求"": 77, ""额度/升级需求"": 39, ""权益/优惠需求"": 27, ""沉睡/流失风险"": 65, ""新户/激活引导"": 18}",12,77,39,27,65,18
C003622,UID003622,沉睡/流失风险,"{""分期/借贷需求"": 49, ""跨境/出行需求"": 24, ""额度/升级需求"": 39, ""权益/优惠需求"": 68, ""沉睡/流失风险"": 84, ""新户/激活引导"": 5}",49,24,39,68,84,5
C003623,UID003623,跨境/出行需求,"{""分期/借贷需求"": 20, ""跨境/出行需求"": 64, ""额度/升级需求"": 7, ""权益/优惠需求"": 31, ""沉睡/流失风险"": 52, ""新户/激活引导"": 24}",20,64,7,31,52,24
C003624,UID003624,分期/借贷需求,"{""分期/借贷需求"": 92, ""跨境/出行需求"": 28, ""额度/升级需求"": 67, ""权益/优惠需求"": 44, ""沉睡/流失风险"": 18, ""新户/激活引导"": 24}",92,28,67,44,18,24
C003625,UID003625,额度/升级需求,"{""分期/借贷需求"": 26, ""跨境/出行需求"": 21, ""额度/升级需求"": 69, ""权益/优惠需求"": 58, ""沉睡/流失风险"": 69, ""新户/激活引导"": 24}",26,21,69,58,69,24
C003626,UID003626,沉睡/流失风险,"{""分期/借贷需求"": 31, ""跨境/出行需求"": 32, ""额度/升级需求"": 37, ""权益/优惠需求"": 85, ""沉睡/流失风险"": 90, ""新户/激活引导"": 7}",31,32,37,85,90,7
C003627,UID003627,分期/借贷需求,"{""分期/借贷需求"": 90, ""跨境/出行需求"": 7, ""额度/升级需求"": 69, ""权益/优惠需求"": 32, ""沉睡/流失风险"": 19, ""新户/激活引导"": 25}",90,7,69,32,19,25
C003628,UID003628,额度/升级需求,"{""分期/借贷需求"": 44, ""跨境/出行需求"": 21, ""额度/升级需求"": 74, ""权益/优惠需求"": 12, ""沉睡/流失风险"": 27, ""新户/激活引导"": 25}",44,21,74,12,27,25
C003629,UID003629,额度/升级需求,"{""分期/借贷需求"": 38, ""跨境/出行需求"": 7, ""额度/升级需求"": 71, ""权益/优惠需求"": 21, ""沉睡/流失风险"": 12, ""新户/激活引导"": 22}",38,7,71,21,12,22
C003630,UID003630,权益/优惠需求,"{""分期/借贷需求"": 35, ""跨境/出行需求"": 74, ""额度/升级需求"": 72, ""权益/优惠需求"": 80, ""沉睡/流失风险"": 11, ""新户/激活引导"": 22}",35,74,72,80,11,22
C003631,UID003631,额度/升级需求,"{""分期/借贷需求"": 21, ""跨境/出行需求"": 5, ""额度/升级需求"": 89, ""权益/优惠需求"": 38, ""沉睡/流失风险"": 13, ""新户/激活引导"": 17}",21,5,89,38,13,17
