cust_id,oneid,age,city,income_level,lifecycle_stage,vip_tier,card_level,product_name,total_credit_amount,card_count,usage_rate,annual_consumption,monthly_avg_consumption,cons_90d,cons_30d,cons_7d,txn_count_90d,txn_count_30d,txn_count_7d,active_days_90d,active_days_30d,active_days_7d,consumption_trend,installment_contribution,overdue_status,history_overdue_count,min_payment_count,churn_risk_score,cash_advance_risk,risk_level,value_level,activity_score,dormancy_risk,significant_signals,search_keywords_7d,browse_preferences_30d,milestones,marketing_consent,personalization_consent,dnc_list,do_not_contact,blacklist_flag,push_consent,sms_consent,wechat_consent,email_consent,phone_consent,unsubscribe_channels,complaint_count_90d,data_version,generated_at
C003136,UID003136,48,北京,M,成长期,普通,校园卡,XX银行YOUNG卡（校园版）,108200.0,4,0.6587,44721.53,3726.79,18273.22,5263.87,1209.93,16,5,1,9,3,0,stable,3538.28,M0,0,1,6,3,low,medium,19,high,"活跃度骤降, 沉睡预警","钻石卡×6, 东京×5, 接送机×7","账单详情(6%), 积分兑换(27%), 境外消费专区(43%), 新手指引(24%)",首次境外消费|升级白金卡,False,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003137,UID003137,33,广州,H,沉睡期,白金,钻石卡,XX银行银联钻石信用卡,951800.0,4,0.261,210419.11,17534.93,7649.09,2505.28,786.75,40,14,3,24,8,2,stable,13539.39,M3+,3,2,73,18,high,high,27,medium,逾期预警,"白金卡×6, 酒店×5, 注销×4","还款页面(45%), 信用卡申请(7%), 账单详情(20%), 高端卡专区(28%)",,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003138,UID003138,41,沈阳,L,新户,金卡,金卡,XX银行携程旅行信用卡（金卡）,79200.0,2,0.4712,32292.28,2691.02,6808.13,2095.87,606.63,8,2,0,4,1,0,stable,1503.26,M0,0,0,20,0,low,medium,8,high,"活跃度骤降, 沉睡预警","签证×7, 退卡×7, 最低还款×2","账单详情(8%), 活动中心(29%), 权益商城(40%), 境外消费专区(23%)",,True,True,False,False,False,True,True,True,False,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003139,UID003139,34,深圳,L,成熟期,金卡,金卡,XX银行携程旅行信用卡（金卡）,90000.0,3,0.6387,50786.31,4232.19,9731.75,3634.28,1134.93,16,5,1,9,3,0,stable,5739.79,M0,0,1,0,5,low,medium,14,high,"活跃度骤降, 沉睡预警","退卡×3, 星巴克×8, 钻石卡×4","还款页面(48%), 活动中心(14%), 高端卡专区(25%), 账单详情(12%)",,True,False,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003140,UID003140,21,深圳,L,成熟期,普通,普卡,XX银行标准信用卡（普卡）,29300.0,2,0.1537,14028.04,1169.0,3711.73,1132.56,206.14,3,1,0,1,0,0,stable,949.66,M0,0,0,2,2,low,low,3,high,"活跃度骤降, 沉睡预警","5折×4, 境外取现×8, 固定额度×4","账单详情(37%), 境外消费专区(14%), 分期计算器(26%), 额度管理(23%)",,True,False,False,False,False,True,False,False,True,False,短信,0,v1.0,2026-07-17T00:00:00+08:00
C003141,UID003141,34,成都,H,成熟期,金卡,普卡,XX银行标准信用卡（普卡）,28700.0,1,0.5619,160661.36,13388.45,47080.42,16813.23,4581.83,44,15,3,26,9,2,up,7656.71,M0,0,0,3,4,low,high,53,low,,"优惠券×5, 注销×4, 现金分期×3","境外消费专区(43%), 活动中心(35%), 权益商城(11%), 额度管理(12%)",首笔分期办理,True,True,False,False,False,True,True,False,False,True,,0,v1.0,2026-07-17T00:00:00+08:00
C003142,UID003142,42,青岛,M,成长期,金卡,白金卡,XX银行经典版白金信用卡,160200.0,3,0.6316,239135.26,19927.94,100017.41,30583.98,7532.09,107,37,9,64,22,5,stable,26117.65,M0,0,0,19,8,low,medium,88,low,,"免息分期×3, 注销×4, 出境游×2","活动中心(8%), 账单详情(36%), 分期计算器(35%), 积分兑换(21%)",办理自动还款|首次使用机场贵宾厅|额度首次提升,True,False,False,False,False,True,False,True,True,False,短信,0,v1.0,2026-07-17T00:00:00+08:00
C003143,UID003143,28,南京,L,成熟期,普通,普卡,XX银行标准信用卡（普卡）,15200.0,1,0.3697,27230.6,2269.22,5144.56,2102.89,671.24,5,1,0,3,1,0,stable,2436.1,M0,0,0,0,3,low,low,5,high,"活跃度骤降, 沉睡预警","钻石卡×3, 退卡×3, 现金分期×8","还款页面(35%), 新手指引(51%), 额度管理(13%), 账单详情(1%)",,True,True,False,False,False,True,False,True,False,True,,0,v1.0,2026-07-17T00:00:00+08:00
C003144,UID003144,42,东莞,L,沉睡期,金卡,金卡,XX银行标准信用卡（金卡）,142900.0,4,0.4355,9300.84,775.07,311.75,107.25,28.61,0,0,0,0,0,0,stable,729.51,M0,0,3,60,26,medium,medium,0,high,"活跃度骤降, 沉睡预警","机票×2, 年费×4, 星巴克×4","积分兑换(41%), 分期计算器(25%), 活动中心(24%), 境外消费专区(10%)",,True,True,False,False,False,True,True,False,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C003145,UID003145,35,昆明,H,成熟期,金卡,白金卡,XX银行银联白金信用卡,378400.0,2,0.2268,505356.64,42113.05,94478.65,33305.77,9249.76,123,43,10,73,25,6,stable,46322.81,M0,0,0,0,6,low,high,92,low,,"提额×2, 销户×5, 账单分期×4","高端卡专区(30%), 活动中心(26%), 新手指引(24%), 积分兑换(21%)",,True,False,False,False,False,True,False,True,False,True,,0,v1.0,2026-07-17T00:00:00+08:00
C003146,UID003146,41,深圳,L,成熟期,普通,金卡,XX银行携程旅行信用卡（金卡）,107900.0,4,0.5032,55056.86,4588.07,8710.52,3750.25,1180.45,14,4,1,8,2,0,stable,4019.88,M0,0,1,4,9,low,low,12,high,"活跃度骤降, 沉睡预警","里程×7, 临时额度×6, 最低还款×4","账单详情(35%), 活动中心(23%), 额度管理(20%), 境外消费专区(22%)",额度首次提升,True,True,False,False,False,True,False,False,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003147,UID003147,37,郑州,M,新户,金卡,白金卡,XX银行经典版白金信用卡,240300.0,2,0.4993,154915.31,12909.61,52976.5,15543.07,3943.64,46,16,4,27,9,2,stable,13052.36,M0,0,0,7,9,low,medium,55,low,,"临时额度×2, 分期费率×5, 星巴克×8","信用卡申请(54%), 高端卡专区(8%), 账单详情(25%), 活动中心(14%)",办理自动还款|首笔分期办理|额度首次提升,False,False,False,False,False,True,True,True,False,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003148,UID003148,25,北京,L,成熟期,普通,金卡,XX银行京东PLUS联名信用卡（金卡）,19600.0,1,0.6861,29690.03,2474.17,6084.34,1562.85,493.76,7,2,0,4,1,0,down,2107.96,M0,0,0,17,3,low,low,7,high,"活跃度骤降, 沉睡预警","年费×5, 5折×4, 12期×7","高端卡专区(19%), 新手指引(6%), 还款页面(53%), 信用卡申请(21%)",首次使用机场贵宾厅,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003149,UID003149,31,武汉,M,成熟期,普通,金卡,XX银行携程旅行信用卡（金卡）,75600.0,1,0.5926,118242.57,9853.55,28148.03,8481.55,2372.62,99,34,8,59,20,5,stable,9011.27,M0,0,0,0,7,low,medium,72,low,,"注销×8, 分期费率×2, 机票×4","分期计算器(35%), 活动中心(19%), 积分兑换(35%), 新手指引(11%)",,True,True,False,False,False,True,True,False,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003150,UID003150,31,武汉,H,成熟期,钻石,钻石卡,XX银行银联钻石信用卡,450800.0,2,0.7425,540080.92,45006.74,141887.24,42144.74,13632.14,121,42,10,72,25,6,up,44387.17,M0,0,0,0,0,low,high,92,low,,"退卡×6, 东京×7, 5折×2","积分兑换(29%), 信用卡申请(9%), 还款页面(29%), 账单详情(32%)",,True,True,False,False,False,False,True,True,True,True,APP Push,0,v1.0,2026-07-17T00:00:00+08:00
C003151,UID003151,28,青岛,H,成熟期,钻石,无限卡,XX银行万事达世界信用卡,739400.0,2,0.716,875022.22,72918.52,248074.96,95667.2,22333.47,315,110,27,90,31,7,up,98071.04,M0,0,0,15,0,low,high,100,low,,"额度不够×2, 销户×7, 里程×3","活动中心(7%), 额度管理(68%), 新手指引(19%), 境外消费专区(5%)",首投投诉,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003152,UID003152,36,重庆,M,成长期,金卡,白金卡,XX银行经典版白金信用卡,149500.0,2,0.5029,176629.35,14719.11,37029.35,9735.95,1829.84,142,49,12,85,29,7,up,6539.22,M0,0,0,0,8,low,medium,89,low,,"年费×3, 积分兑换×8, 最低还款×2","活动中心(38%), 额度管理(27%), 权益商城(16%), 高端卡专区(19%)",办理自动还款,True,True,False,False,False,True,True,False,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003153,UID003153,54,沈阳,M,成熟期,金卡,白金卡,XX银行银联白金信用卡,228400.0,1,0.4862,196815.47,16401.29,53398.28,22259.98,6643.25,102,35,8,61,21,5,stable,7138.85,M0,0,0,8,2,low,medium,87,low,,"销户×5, 贵宾厅×3, 最低还款×5","活动中心(24%), 高端卡专区(14%), 分期计算器(55%), 账单详情(7%)",额度首次提升|升级白金卡,True,False,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003154,UID003154,45,广州,M,成熟期,金卡,金卡,XX银行携程旅行信用卡（金卡）,92400.0,2,0.8114,53259.19,4438.27,8444.51,3700.03,704.3,20,7,1,12,4,1,stable,6182.85,M0,0,0,4,1,low,medium,16,high,"活跃度骤降, 沉睡预警","电影票×2, 免息分期×2, 免税×5","分期计算器(26%), 积分兑换(24%), 权益商城(36%), 新手指引(13%)",额度首次提升|首投投诉,True,True,False,False,False,False,False,False,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003155,UID003155,46,杭州,L,成熟期,普通,金卡,XX银行标准信用卡（金卡）,94400.0,4,0.228,24482.78,2040.23,6365.72,2076.28,575.44,13,4,1,7,2,0,up,2921.98,M0,0,0,22,8,low,low,10,high,"活跃度骤降, 沉睡预警","固定额度×3, 分期费率×5, 积分兑换×2","活动中心(11%), 权益商城(27%), 账单详情(11%), 信用卡申请(51%)",首笔分期办理,True,True,False,False,False,False,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003156,UID003156,27,杭州,L,成熟期,普通,金卡,XX银行京东PLUS联名信用卡（金卡）,51500.0,3,0.338,49910.95,4159.25,10959.36,4895.63,1463.6,60,21,5,36,12,3,up,2694.18,M0,0,0,21,4,low,low,40,medium,,"注销×7, 优惠券×2, 额度不够×2","还款页面(29%), 额度管理(33%), 分期计算器(15%), 活动中心(23%)",升级白金卡,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003157,UID003157,46,武汉,L,成熟期,金卡,金卡,XX银行携程旅行信用卡（金卡）,26800.0,1,0.6464,37493.11,3124.43,9408.11,2525.81,780.67,8,2,0,4,1,0,stable,2525.51,M0,0,0,0,4,low,medium,9,high,"活跃度骤降, 沉睡预警","机票×6, 钻石卡×8, 免息分期×6","高端卡专区(9%), 信用卡申请(41%), 还款页面(31%), 活动中心(19%)",,True,True,False,False,False,True,True,True,False,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003158,UID003158,50,广州,M,成长期,白金,金卡,XX银行标准信用卡（金卡）,162700.0,3,0.3227,75990.4,6332.53,31183.47,12635.32,3016.96,89,31,7,53,18,4,stable,8403.42,M0,0,0,3,8,low,high,68,low,,"汇率×4, 分期费率×4, 星巴克×3","活动中心(6%), 额度管理(20%), 权益商城(35%), 信用卡申请(40%)",,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003159,UID003159,27,上海,L,成熟期,普通,普卡,XX银行标准信用卡（普卡）,19500.0,1,0.1152,23113.76,1926.15,6896.89,2117.35,587.46,3,1,0,1,0,0,stable,1487.09,M0,0,0,0,7,low,low,5,high,"活跃度骤降, 沉睡预警","海淘×7, 贵宾厅×2, 最低还款×4","高端卡专区(24%), 积分兑换(38%), 账单详情(13%), 新手指引(25%)",,True,True,False,False,False,True,False,True,False,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003160,UID003160,38,苏州,H,成熟期,钻石,钻石卡,XX银行银联钻石信用卡,778400.0,2,0.6344,734886.81,61240.57,187923.75,70002.18,19398.5,261,91,22,90,31,7,stable,53849.89,M0,0,0,0,4,low,high,100,low,,"年费×7, 钻石卡×7, 境外取现×3","信用卡申请(40%), 高端卡专区(24%), 还款页面(5%), 账单详情(31%)",,True,True,False,False,False,False,True,True,False,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003161,UID003161,39,沈阳,M,新户,白金,金卡,XX银行标准信用卡（金卡）,133800.0,4,0.2952,273995.67,22832.97,80927.22,26199.1,4899.92,127,44,11,76,26,6,stable,26064.66,M0,0,0,14,0,low,high,93,low,,"年费×4, 机票×5, 手续费×5","新手指引(12%), 高端卡专区(39%), 还款页面(28%), 境外消费专区(21%)",,True,False,False,False,False,True,True,False,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C003162,UID003162,32,青岛,L,成长期,普通,金卡,XX银行京东PLUS联名信用卡（金卡）,74200.0,3,0.3083,24436.88,2036.41,8543.72,3112.65,661.99,23,8,2,13,4,1,stable,2198.44,M0,0,0,3,0,low,low,17,high,"活跃度骤降, 沉睡预警","积分兑换×5, 年费×7, 汇率×2","积分兑换(11%), 高端卡专区(17%), 境外消费专区(25%), 活动中心(47%)",额度首次提升,True,True,False,False,False,True,True,True,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C003163,UID003163,36,大连,H,成熟期,白金,白金卡,XX银行经典版白金信用卡,637300.0,4,0.1359,817985.76,68165.48,196061.68,83455.18,24462.94,138,48,12,82,28,7,stable,89152.37,M1,1,0,0,6,low,high,96,low,,"额度不够×6, 分期费率×3, 签证×8","额度管理(8%), 权益商城(15%), 账单详情(26%), 积分兑换(50%)",办理自动还款,True,False,False,False,False,True,True,True,False,True,,0,v1.0,2026-07-17T00:00:00+08:00
C003164,UID003164,39,深圳,M,成长期,普通,金卡,XX银行标准信用卡（金卡）,106600.0,2,0.8301,170931.13,14244.26,70130.23,19647.85,6151.06,115,40,10,69,24,6,stable,9239.88,M0,0,0,0,6,low,medium,90,low,,"销户×8, 贵宾厅×3, 签证×4","新手指引(34%), 信用卡申请(35%), 额度管理(10%), 权益商城(21%)",,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003165,UID003165,32,成都,M,沉睡期,普通,普卡,XX银行标准信用卡（普卡）,103500.0,4,0.7028,15141.81,1261.82,880.8,319.15,75.89,0,0,0,0,0,0,stable,760.02,M3+,3,2,72,16,high,medium,0,high,"活跃度骤降, 沉睡预警, 逾期预警","优惠券×2, 提额×2, 手续费×4","账单详情(25%), 额度管理(33%), 新手指引(9%), 还款页面(33%)",办理自动还款|首笔分期办理,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003166,UID003166,44,深圳,H,成熟期,金卡,白金卡,XX银行经典版白金信用卡,655100.0,4,0.4757,639871.0,53322.58,149943.95,42478.53,9453.5,228,79,19,90,31,7,up,23000.64,M0,0,0,0,9,low,high,100,low,,"提额×8, 12期×8, 年费×4","高端卡专区(24%), 活动中心(7%), 权益商城(46%), 积分兑换(22%)",年消费突破10万,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003167,UID003167,22,北京,L,成熟期,普通,金卡,XX银行京东PLUS联名信用卡（金卡）,49000.0,2,0.689,15992.34,1332.7,5462.75,1680.91,300.69,2,0,0,1,0,0,stable,1206.6,M0,0,1,0,9,low,low,4,high,"活跃度骤降, 沉睡预警","额度不够×4, 优惠券×8, 免税×7","境外消费专区(29%), 信用卡申请(34%), 高端卡专区(20%), 积分兑换(17%)",,True,True,False,False,False,True,True,True,False,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003168,UID003168,31,西安,M,沉睡期,金卡,白金卡,XX银行经典版白金信用卡,164000.0,1,0.7488,26638.37,2219.86,1681.84,447.43,121.86,2,0,0,1,0,0,stable,3063.02,M3+,3,2,74,29,high,medium,2,high,"活跃度骤降, 沉睡预警, 逾期预警","免息分期×7, 电影票×8, 白金卡×5","境外消费专区(47%), 信用卡申请(29%), 活动中心(11%), 积分兑换(13%)",首笔分期办理,True,False,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003169,UID003169,41,杭州,M,成熟期,金卡,白金卡,XX银行经典版白金信用卡,161400.0,3,0.3897,112222.33,9351.86,18438.48,7933.44,2545.59,49,17,4,29,10,2,stable,4890.53,M1,1,0,1,4,low,medium,38,medium,,"额度不够×4, 现金分期×7, 星巴克×5","信用卡申请(33%), 高端卡专区(20%), 权益商城(28%), 分期计算器(19%)",,True,True,False,False,False,True,False,False,True,False,微信公众号,0,v1.0,2026-07-17T00:00:00+08:00
C003170,UID003170,52,广州,M,成长期,普通,金卡,XX银行京东PLUS联名信用卡（金卡）,105600.0,2,0.1222,109523.47,9126.96,26016.38,9789.63,2621.79,33,11,2,19,6,1,stable,8604.65,M0,0,0,9,6,low,medium,33,medium,,"优惠券×8, 钻石卡×6, 现金分期×7","账单详情(33%), 高端卡专区(40%), 活动中心(12%), 额度管理(15%)",,True,False,False,False,False,True,True,True,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C003171,UID003171,45,上海,L,成熟期,白金,白金卡,XX银行银联白金信用卡,84000.0,1,0.3882,54915.41,4576.28,15765.64,6221.18,1750.68,13,4,1,7,2,0,up,1695.02,M0,0,0,0,7,low,high,16,high,"活跃度骤降, 沉睡预警","临时额度×5, 机票×4, 最低还款×8","高端卡专区(34%), 新手指引(12%), 权益商城(20%), 账单详情(34%)",首次境外消费,False,True,False,False,False,True,False,False,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003172,UID003172,35,郑州,H,成熟期,钻石,钻石卡,XX银行银联钻石信用卡,338400.0,1,0.594,880754.41,73396.2,256597.96,109361.33,23139.57,333,116,29,90,31,7,up,90521.2,M0,0,0,19,0,low,high,100,low,,"出境游×5, 提额×2, 投诉×4","分期计算器(22%), 积分兑换(6%), 新手指引(15%), 账单详情(57%)",,True,True,False,False,False,True,False,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003173,UID003173,33,长沙,M,成熟期,金卡,白金卡,XX银行银联白金信用卡,198800.0,3,0.3154,167349.42,13945.78,48400.45,18537.14,5417.1,43,15,3,25,8,2,stable,16492.22,M0,0,1,0,1,low,medium,53,low,,"临时额度×7, 签证×5, 电影票×3","还款页面(55%), 积分兑换(14%), 分期计算器(17%), 境外消费专区(15%)",首投投诉|年消费突破10万|首次使用机场贵宾厅,True,False,False,False,False,True,True,False,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003174,UID003174,31,杭州,L,沉睡期,白金,金卡,XX银行标准信用卡（金卡）,74500.0,2,0.239,7718.85,643.24,519.59,182.32,46.6,0,0,0,0,0,0,up,318.3,M0,0,3,64,22,medium,high,0,high,"活跃度骤降, 沉睡预警","免税×5, 提额×4, 12期×7","额度管理(24%), 账单详情(24%), 权益商城(43%), 活动中心(9%)",首次境外消费,True,True,False,False,False,True,True,True,False,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003175,UID003175,31,深圳,L,成熟期,普通,金卡,XX银行YOUNG卡（青年版）,38000.0,3,0.4387,32586.4,2715.53,9770.23,3436.62,732.54,10,3,0,6,2,0,stable,1598.65,M0,0,0,0,1,low,low,11,high,"活跃度骤降, 沉睡预警","销户×5, 额度不够×3, 账单分期×5","分期计算器(10%), 新手指引(21%), 还款页面(10%), 信用卡申请(59%)",,True,True,False,False,False,True,True,False,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C003176,UID003176,21,福州,L,成长期,普通,校园卡,XX银行YOUNG卡（校园版）,97000.0,4,0.8383,9207.2,767.27,1831.81,614.69,185.92,6,2,0,3,1,0,up,653.71,M0,0,0,0,5,low,low,4,high,"活跃度骤降, 沉睡预警","退卡×3, 优惠券×7, 免息分期×4","高端卡专区(23%), 境外消费专区(45%), 新手指引(20%), 权益商城(12%)",升级白金卡,True,True,False,False,False,True,True,True,False,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003177,UID003177,52,东莞,L,沉睡期,普通,金卡,XX银行标准信用卡（金卡）,48500.0,2,0.7991,7600.08,633.34,306.6,125.13,37.51,0,0,0,0,0,0,stable,462.5,M2,2,0,64,27,medium,low,0,high,"活跃度骤降, 沉睡预警, 逾期预警","分期费率×8, 退卡×2, 海淘×3","新手指引(7%), 境外消费专区(41%), 权益商城(13%), 积分兑换(38%)",,True,True,False,False,False,True,False,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003178,UID003178,28,宁波,L,成熟期,白金,金卡,XX银行携程旅行信用卡（金卡）,39500.0,4,0.2562,35969.79,2997.48,9911.69,3854.95,733.85,18,6,1,10,3,0,stable,3923.65,M0,0,0,0,1,low,high,15,high,"活跃度骤降, 沉睡预警","临时额度×7, 年费×3, 免息分期×7","额度管理(12%), 权益商城(25%), 账单详情(17%), 高端卡专区(45%)",年消费突破10万,True,True,False,False,False,True,True,True,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C003179,UID003179,26,青岛,M,沉睡期,金卡,校园卡,XX银行YOUNG卡（校园版）,12500.0,4,0.1838,3923.15,326.93,233.54,70.5,15.11,0,0,0,0,0,0,stable,183.05,M0,0,3,67,14,medium,medium,0,high,"活跃度骤降, 沉睡预警","手续费×6, 出境游×7, 优惠券×7","分期计算器(38%), 权益商城(21%), 境外消费专区(35%), 额度管理(6%)",首投投诉,False,True,False,False,False,True,False,True,True,False,短信,0,v1.0,2026-07-17T00:00:00+08:00
C003180,UID003180,38,上海,M,成长期,普通,金卡,XX银行YOUNG卡（青年版）,50700.0,4,0.1275,211617.28,17634.77,89429.77,31952.98,7896.88,49,17,4,29,10,2,stable,13561.57,M0,0,0,0,2,low,medium,57,low,,"接送机×5, 注销×8, 境外取现×4","信用卡申请(25%), 额度管理(26%), 活动中心(16%), 积分兑换(33%)",首次使用机场贵宾厅,True,True,False,False,False,True,True,False,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003181,UID003181,27,广州,M,成熟期,白金,金卡,XX银行标准信用卡（金卡）,148400.0,3,0.7514,78638.42,6553.2,24538.22,9240.89,1619.29,17,5,1,10,3,0,down,8350.69,M0,0,0,0,0,low,high,24,medium,活跃度骤降,"提额×3, 年费×6, 里程×6","积分兑换(15%), 活动中心(16%), 境外消费专区(59%), 新手指引(10%)",额度首次提升,True,True,False,False,False,True,True,False,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003182,UID003182,43,宁波,L,沉睡期,普通,金卡,XX银行YOUNG卡（青年版）,21300.0,1,0.1012,4396.54,366.38,250.09,102.28,24.12,0,0,0,0,0,0,stable,188.18,M1,1,0,64,18,medium,low,0,high,"活跃度骤降, 沉睡预警","免息分期×6, 注销×6, 电影票×4","境外消费专区(34%), 新手指引(37%), 权益商城(4%), 账单详情(24%)",,True,True,False,False,False,True,True,False,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003183,UID003183,27,东莞,M,成熟期,普通,校园卡,XX银行YOUNG卡（校园版）,55100.0,3,0.1259,18264.23,1522.02,5040.69,1779.81,496.38,5,1,0,3,1,0,stable,785.1,M0,0,0,0,9,low,medium,5,high,"活跃度骤降, 沉睡预警","汇率×3, 年费×7, 最低还款×2","活动中心(4%), 还款页面(33%), 积分兑换(33%), 高端卡专区(30%)",首次境外消费|年消费突破10万|首投投诉,True,True,False,False,False,True,False,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003184,UID003184,42,上海,M,沉睡期,白金,白金卡,XX银行银联白金信用卡,369400.0,4,0.2389,27168.53,2264.04,1055.93,277.6,67.21,3,1,0,1,0,0,stable,960.67,M2,2,2,69,25,medium,high,1,high,"活跃度骤降, 沉睡预警, 逾期预警","出境游×5, 优惠券×8, 退卡×2","额度管理(1%), 信用卡申请(18%), 活动中心(78%), 分期计算器(3%)",首次使用机场贵宾厅|首投投诉|首次境外消费,True,True,False,False,False,True,False,True,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C003185,UID003185,31,苏州,H,成熟期,白金,白金卡,XX银行全币种国际白金信用卡,396600.0,3,0.3573,476739.63,39728.3,111576.54,45023.69,8694.35,219,76,19,90,31,7,stable,34974.09,M1,1,1,0,5,low,high,100,low,,"钻石卡×5, 注销×2, 贵宾厅×4","还款页面(22%), 境外消费专区(35%), 活动中心(31%), 账单详情(11%)",首投投诉,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003186,UID003186,37,成都,H,成熟期,普通,普卡,XX银行标准信用卡（普卡）,62500.0,2,0.16,354447.54,29537.29,66115.06,24697.3,7655.53,90,31,7,54,18,4,stable,11573.09,M0,0,0,8,1,low,high,81,low,,"销户×3, 星巴克×2, 免息分期×6","积分兑换(15%), 信用卡申请(36%), 账单详情(31%), 新手指引(19%)",首笔分期办理|首次使用机场贵宾厅,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003187,UID003187,42,天津,H,成熟期,普通,金卡,XX银行YOUNG卡（青年版）,173300.0,4,0.1799,323747.52,26978.96,60722.56,24686.04,7591.9,140,49,12,84,29,7,stable,27251.55,M0,0,0,0,3,low,high,97,low,,"最低还款×8, 签证×6, 投诉×3","信用卡申请(27%), 新手指引(47%), 分期计算器(20%), 账单详情(6%)",首次使用机场贵宾厅,True,True,False,False,False,False,True,True,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C003188,UID003188,29,深圳,L,成熟期,普通,金卡,XX银行YOUNG卡（青年版）,12500.0,1,0.2923,44668.05,3722.34,9829.21,3064.31,688.08,9,3,0,5,1,0,stable,3078.69,M0,0,0,9,6,low,low,10,high,"活跃度骤降, 沉睡预警","年费×6, 酒店×6, 提额×6","新手指引(72%), 高端卡专区(7%), 活动中心(14%), 积分兑换(7%)",额度首次提升,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003189,UID003189,42,成都,H,沉睡期,金卡,金卡,XX银行京东PLUS联名信用卡（金卡）,265900.0,4,0.3705,66061.67,5505.14,2066.35,742.01,225.55,2,0,0,1,0,0,up,2737.52,M1,1,0,57,24,medium,high,2,high,"活跃度骤降, 沉睡预警","里程×7, 固定额度×7, 投诉×4","积分兑换(44%), 额度管理(12%), 活动中心(6%), 还款页面(39%)",,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003190,UID003190,21,西安,L,成熟期,金卡,金卡,XX银行京东PLUS联名信用卡（金卡）,57900.0,1,0.8468,69244.72,5770.39,20258.49,6149.9,1246.11,52,18,4,31,10,2,stable,2180.65,M3+,3,0,0,9,high,medium,41,medium,逾期预警,"优惠券×3, 临时额度×2, 出境游×4","分期计算器(20%), 积分兑换(25%), 账单详情(28%), 活动中心(27%)",,True,True,True,True,True,True,False,True,False,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003191,UID003191,49,杭州,H,成熟期,金卡,白金卡,XX银行银联白金信用卡,277000.0,2,0.6889,666573.78,55547.82,191359.88,63113.95,14338.14,312,109,27,90,31,7,stable,71005.99,M0,0,0,5,5,low,high,100,low,,"酒店×4, 电影票×4, 退卡×2","分期计算器(9%), 还款页面(29%), 信用卡申请(58%), 高端卡专区(3%)",首次使用机场贵宾厅,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
