contact_id,cust_id,campaign_id,channel,contact_time,contact_type,status,response_time_sec
CONTACT_00057669,C005993,CAMP_2026_SPRING_TRAVEL,电话外呼,2026-06-20 14:00:00,marketing,opened,21467
CONTACT_00057670,C004927,CAMP_2026_APPLEPAY,邮件,2026-05-17 21:00:00,marketing,opened,16347
CONTACT_00057671,C004792,CAMP_2026_SPRING_TRAVEL,电话外呼,2026-07-14 18:00:00,marketing,unsubscribed,0
CONTACT_00057672,C001711,CAMP_2026_MOVIE9,短信,2026-07-10 14:00:00,marketing,clicked,37062
CONTACT_00057673,C001419,CAMP_2026_WOMEN,APP Push,2026-07-15 06:00:00,marketing,clicked,71555
CONTACT_00057674,C003514,CAMP_2026_SPRING_TRAVEL,微信公众号,2026-07-10 15:00:00,marketing,clicked,30573
CONTACT_00057675,C003576,CAMP_2026_GREEN,邮件,2026-05-14 02:00:00,marketing,clicked,49480
CONTACT_00057676,C002658,,邮件,2026-07-16 17:00:00,service,clicked,1003
CONTACT_00057677,C001890,CAMP_2026_WEDDING5,电话外呼,2026-06-23 01:00:00,marketing,clicked,72742
CONTACT_00057678,C005606,CAMP_2026_DOUBLE11,APP Push,2026-06-12 11:00:00,marketing,sent,0
CONTACT_00057679,C005732,CAMP_2026_NEWUSER,微信公众号,2026-07-11 02:00:00,marketing,sent,0
CONTACT_00057680,C002863,CAMP_2026_SUMMER,邮件,2026-06-21 05:00:00,marketing,sent,0
CONTACT_00057681,C002281,CAMP_2026_UPGRADE,电话外呼,2026-06-27 03:00:00,marketing,clicked,2939
CONTACT_00057682,C002814,CAMP_2026_NEWUSER,APP Push,2026-06-30 23:00:00,marketing,sent,0
CONTACT_00057683,C006647,CAMP_2026_FAMILY,邮件,2026-06-15 06:00:00,marketing,opened,23963
CONTACT_00057684,C007262,,电话外呼,2026-05-25 15:00:00,service,opened,46714
CONTACT_00057685,C003713,CAMP_2026_WEDDING5,电话外呼,2026-06-09 02:00:00,marketing,sent,0
CONTACT_00057686,C001903,CAMP_2026_GREEN,邮件,2026-06-17 10:00:00,marketing,opened,70161
CONTACT_00057687,C004943,CAMP_2026_NYE,APP Push,2026-05-13 17:00:00,marketing,clicked,61875
CONTACT_00057688,C000563,CAMP_2026_UPGRADE,短信,2026-07-12 04:00:00,marketing,opened,10531
CONTACT_00057689,C006470,CAMP_2026_NATIONAL,邮件,2026-04-23 09:00:00,marketing,opened,57371
CONTACT_00057690,C002249,CAMP_2026_BIRTHDAY,短信,2026-07-07 02:00:00,marketing,clicked,42120
CONTACT_00057691,C004880,CAMP_2026_MOVIE9,电话外呼,2026-06-11 19:00:00,marketing,clicked,35103
CONTACT_00057692,C001875,CAMP_2026_WEDDING5,短信,2026-04-18 07:00:00,marketing,clicked,84118
CONTACT_00057693,C005307,CAMP_2026_UPGRADE,邮件,2026-06-23 18:00:00,marketing,clicked,29517
CONTACT_00057694,C007763,CAMP_2026_BACK_SCHOOL,微信公众号,2026-07-16 04:00:00,marketing,clicked,69944
CONTACT_00057695,C003599,CAMP_2026_BACK_SCHOOL,APP Push,2026-06-17 18:00:00,marketing,clicked,82951
CONTACT_00057696,C006476,CAMP_2026_NATIONAL,短信,2026-05-24 12:00:00,marketing,clicked,76270
CONTACT_00057697,C006832,CAMP_2026_SPRINGFEST,微信公众号,2026-06-04 00:00:00,marketing,clicked,35117
CONTACT_00057698,C000056,CAMP_2026_CLOUD_FLASH,微信公众号,2026-06-23 18:00:00,marketing,opened,46371
CONTACT_00057699,C001353,CAMP_2026_SPRINGFEST,微信公众号,2026-05-21 07:00:00,marketing,clicked,85102
CONTACT_00057700,C007710,CAMP_2026_BACK_SCHOOL,APP Push,2026-07-16 12:00:00,marketing,unsubscribed,0
CONTACT_00057701,C007011,CAMP_2026_NYE,APP Push,2026-06-25 06:00:00,marketing,opened,65770
CONTACT_00057702,C000633,CAMP_2026_SPRING_TRAVEL,电话外呼,2026-06-27 03:00:00,marketing,opened,59439
CONTACT_00057703,C003097,CAMP_2026_AI_TOKEN,邮件,2026-07-06 20:00:00,marketing,opened,2272
CONTACT_00057704,C001169,CAMP_2026_BIRTHDAY,电话外呼,2026-07-15 22:00:00,marketing,clicked,76203
CONTACT_00057705,C000358,CAMP_2026_CROSSBORDER,微信公众号,2026-06-24 16:00:00,marketing,clicked,74841
CONTACT_00057706,C006488,CAMP_2026_CROSSBORDER,电话外呼,2026-06-10 14:00:00,marketing,clicked,34713
CONTACT_00057707,C002701,CAMP_2026_REFERRAL,APP Push,2026-07-11 10:00:00,marketing,sent,0
CONTACT_00057708,C002091,CAMP_2026_DOUBLE11,电话外呼,2026-06-28 10:00:00,marketing,unsubscribed,0
CONTACT_00057709,C003350,CAMP_2026_SPRING_TRAVEL,电话外呼,2026-07-11 06:00:00,marketing,unsubscribed,0
CONTACT_00057710,C003081,CAMP_2026_AI_TOKEN,短信,2026-06-06 21:00:00,marketing,clicked,37408
CONTACT_00057711,C006760,CAMP_2026_BACK_SCHOOL,邮件,2026-07-10 15:00:00,marketing,unsubscribed,0
CONTACT_00057712,C007649,CAMP_2026_618,短信,2026-07-04 03:00:00,marketing,opened,71724
CONTACT_00057713,C000728,CAMP_2026_WEDDING5,短信,2026-06-27 01:00:00,marketing,clicked,45304
CONTACT_00057714,C000486,,电话外呼,2026-07-10 00:00:00,service,clicked,31891
CONTACT_00057715,C000100,,电话外呼,2026-06-20 14:00:00,service,sent,0
CONTACT_00057716,C005732,CAMP_2026_DOUBLE11,邮件,2026-06-30 17:00:00,marketing,clicked,80931
CONTACT_00057717,C002793,CAMP_2026_BIRTHDAY,微信公众号,2026-07-14 16:00:00,marketing,unsubscribed,0
CONTACT_00057718,C001590,CAMP_2026_618,APP Push,2026-06-17 08:00:00,marketing,opened,70969
CONTACT_00057719,C001881,,电话外呼,2026-05-28 22:00:00,service,clicked,47748
CONTACT_00057720,C003848,,微信公众号,2026-07-11 21:00:00,service,clicked,12831
CONTACT_00057721,C006448,CAMP_2026_UPGRADE,APP Push,2026-07-10 10:00:00,marketing,clicked,39524
CONTACT_00057722,C006285,CAMP_2026_CROSSBORDER,邮件,2026-07-09 18:00:00,marketing,sent,0
CONTACT_00057723,C003894,CAMP_2026_NYE,电话外呼,2026-07-08 08:00:00,marketing,clicked,75135
CONTACT_00057724,C005879,CAMP_2026_BIRTHDAY,微信公众号,2026-04-18 17:00:00,marketing,sent,0
CONTACT_00057725,C002152,CAMP_2026_MOVIE9,短信,2026-07-10 14:00:00,marketing,sent,0
CONTACT_00057726,C000377,CAMP_2026_FAMILY,APP Push,2026-06-22 20:00:00,marketing,opened,85574
CONTACT_00057727,C000437,CAMP_2026_CAMPUS,电话外呼,2026-07-12 03:00:00,marketing,unsubscribed,0
CONTACT_00057728,C007324,CAMP_2026_NATIONAL,微信公众号,2026-07-01 12:00:00,marketing,opened,59502
CONTACT_00057729,C001077,CAMP_2026_CAMPUS,短信,2026-07-08 01:00:00,marketing,sent,0
CONTACT_00057730,C002101,CAMP_2026_MOVIE9,APP Push,2026-07-02 14:00:00,marketing,opened,18574
CONTACT_00057731,C004001,CAMP_2026_SUMMER,微信公众号,2026-07-16 21:00:00,marketing,sent,0
CONTACT_00057732,C000593,CAMP_2026_UPGRADE,电话外呼,2026-04-18 03:00:00,marketing,unsubscribed,0
CONTACT_00057733,C003005,CAMP_2026_618,微信公众号,2026-06-25 11:00:00,marketing,clicked,70156
CONTACT_00057734,C005015,CAMP_2026_CROSSBORDER,APP Push,2026-07-15 18:00:00,marketing,clicked,72230
CONTACT_00057735,C000752,CAMP_2026_SPRINGFEST,邮件,2026-07-05 03:00:00,marketing,clicked,48711
CONTACT_00057736,C005184,CAMP_2026_MOVIE9,电话外呼,2026-06-20 15:00:00,marketing,sent,0
CONTACT_00057737,C003886,CAMP_2026_MOVIE9,APP Push,2026-06-25 02:00:00,marketing,clicked,708
CONTACT_00057738,C005281,CAMP_2026_CAMPUS,微信公众号,2026-06-28 09:00:00,marketing,clicked,22336
CONTACT_00057739,C004822,CAMP_2026_MOVIE9,APP Push,2026-06-05 04:00:00,marketing,clicked,63229
CONTACT_00057740,C007765,CAMP_2026_FAMILY,电话外呼,2026-07-12 04:00:00,marketing,sent,0
CONTACT_00057741,C005835,CAMP_2026_CLOUD_FLASH,电话外呼,2026-06-18 12:00:00,marketing,clicked,58143
CONTACT_00057742,C006725,CAMP_2026_618,短信,2026-05-14 22:00:00,marketing,clicked,67556
CONTACT_00057743,C001457,CAMP_2026_SPORTS,APP Push,2026-07-13 06:00:00,marketing,unsubscribed,0
CONTACT_00057744,C005205,,APP Push,2026-07-06 19:00:00,service,clicked,21475
CONTACT_00057745,C004331,CAMP_2026_APPLEPAY,微信公众号,2026-06-19 01:00:00,marketing,opened,20402
CONTACT_00057746,C007495,CAMP_2026_BACK_SCHOOL,邮件,2026-06-13 15:00:00,marketing,sent,0
CONTACT_00057747,C001624,CAMP_2026_GREEN,APP Push,2026-06-23 19:00:00,marketing,sent,0
CONTACT_00057748,C004340,CAMP_2026_DOUBLE11,邮件,2026-07-13 06:00:00,marketing,opened,16056
CONTACT_00057749,C004132,CAMP_2026_618,微信公众号,2026-05-28 19:00:00,marketing,clicked,23483
CONTACT_00057750,C002168,CAMP_2026_SPRING_TRAVEL,微信公众号,2026-06-20 03:00:00,marketing,sent,0
CONTACT_00057751,C004100,CAMP_2026_GREEN,APP Push,2026-06-26 21:00:00,marketing,clicked,81132
CONTACT_00057752,C001836,CAMP_2026_CAMPUS,APP Push,2026-04-18 03:00:00,marketing,unsubscribed,0
CONTACT_00057753,C005240,CAMP_2026_SPRING_TRAVEL,短信,2026-07-12 04:00:00,marketing,clicked,20556
CONTACT_00057754,C004589,CAMP_2026_SPRING_TRAVEL,电话外呼,2026-06-05 03:00:00,marketing,sent,0
CONTACT_00057755,C001675,,短信,2026-05-29 14:00:00,service,clicked,56465
CONTACT_00057756,C001477,,电话外呼,2026-07-01 19:00:00,service,opened,33116
CONTACT_00057757,C007998,CAMP_2026_FAMILY,电话外呼,2026-06-09 14:00:00,marketing,clicked,30127
CONTACT_00057758,C004982,CAMP_2026_REFERRAL,电话外呼,2026-07-04 05:00:00,marketing,clicked,70770
CONTACT_00057759,C002187,CAMP_2026_DOUBLE11,微信公众号,2026-07-08 06:00:00,marketing,clicked,27910
CONTACT_00057760,C001183,,邮件,2026-06-29 18:00:00,service,sent,0
CONTACT_00057761,C007921,CAMP_2026_WEDDING5,短信,2026-07-08 17:00:00,marketing,unsubscribed,0
CONTACT_00057762,C002671,CAMP_2026_NYE,邮件,2026-06-30 08:00:00,marketing,clicked,29284
CONTACT_00057763,C005601,CAMP_2026_APPLEPAY,邮件,2026-06-16 13:00:00,marketing,clicked,47398
CONTACT_00057764,C000504,CAMP_2026_AI_TOKEN,短信,2026-07-08 00:00:00,marketing,clicked,75958
CONTACT_00057765,C006049,CAMP_2026_UPGRADE,APP Push,2026-07-12 22:00:00,marketing,clicked,31752
CONTACT_00057766,C001381,CAMP_2026_FAMILY,APP Push,2026-06-11 02:00:00,marketing,opened,9996
CONTACT_00057767,C005861,,APP Push,2026-06-08 09:00:00,service,opened,23897
CONTACT_00057768,C002874,CAMP_2026_SUMMER,邮件,2026-05-15 16:00:00,marketing,clicked,26579
CONTACT_00057769,C003877,CAMP_2026_618,微信公众号,2026-07-08 07:00:00,marketing,opened,11693
CONTACT_00057770,C000035,CAMP_2026_CAMPUS,邮件,2026-07-08 15:00:00,marketing,sent,0
CONTACT_00057771,C002488,CAMP_2026_APPLEPAY,电话外呼,2026-07-04 21:00:00,marketing,clicked,39563
CONTACT_00057772,C006693,CAMP_2026_DORMANT,电话外呼,2026-07-10 22:00:00,marketing,sent,0
CONTACT_00057773,C000977,CAMP_2026_NYE,电话外呼,2026-07-06 09:00:00,marketing,opened,34941
CONTACT_00057774,C006270,,短信,2026-07-09 08:00:00,service,clicked,43888
CONTACT_00057775,C007827,CAMP_2026_SUMMER,电话外呼,2026-06-29 07:00:00,marketing,opened,34428
CONTACT_00057776,C004709,CAMP_2026_FAMILY,短信,2026-05-31 05:00:00,marketing,clicked,2681
CONTACT_00057777,C006195,,电话外呼,2026-07-09 09:00:00,service,opened,59615
CONTACT_00057778,C005501,CAMP_2026_GREEN,邮件,2026-06-28 21:00:00,marketing,clicked,51188
CONTACT_00057779,C005348,CAMP_2026_POINTS_BOOST,电话外呼,2026-06-29 04:00:00,marketing,clicked,46596
CONTACT_00057780,C006477,CAMP_2026_DORMANT,短信,2026-07-12 16:00:00,marketing,unsubscribed,0
CONTACT_00057781,C003562,,APP Push,2026-05-07 20:00:00,service,opened,16268
CONTACT_00057782,C007745,CAMP_2026_CROSSBORDER,电话外呼,2026-06-10 12:00:00,marketing,opened,44874
CONTACT_00057783,C006044,CAMP_2026_MOVIE9,微信公众号,2026-05-18 12:00:00,marketing,sent,0
CONTACT_00057784,C000095,CAMP_2026_WOMEN,电话外呼,2026-07-02 03:00:00,marketing,opened,58290
CONTACT_00057785,C004152,CAMP_2026_FAMILY,邮件,2026-07-16 15:00:00,marketing,clicked,11782
CONTACT_00057786,C002506,CAMP_2026_AI_TOKEN,APP Push,2026-05-22 20:00:00,marketing,clicked,70288
CONTACT_00057787,C000443,CAMP_2026_DORMANT,微信公众号,2026-06-26 07:00:00,marketing,opened,25413
CONTACT_00057788,C003734,CAMP_2026_CROSSBORDER,APP Push,2026-06-29 18:00:00,marketing,sent,0
CONTACT_00057789,C002660,CAMP_2026_AI_TOKEN,APP Push,2026-06-27 22:00:00,marketing,clicked,68041
CONTACT_00057790,C006223,CAMP_2026_618,邮件,2026-06-08 14:00:00,marketing,unsubscribed,0
CONTACT_00057791,C003637,CAMP_2026_APPLEPAY,邮件,2026-07-12 22:00:00,marketing,clicked,15475
CONTACT_00057792,C007298,CAMP_2026_FAMILY,电话外呼,2026-07-14 01:00:00,marketing,unsubscribed,0
CONTACT_00057793,C001193,CAMP_2026_SUMMER,APP Push,2026-06-07 00:00:00,marketing,clicked,29593
CONTACT_00057794,C004220,CAMP_2026_CLOUD_FLASH,短信,2026-07-09 14:00:00,marketing,sent,0
CONTACT_00057795,C003151,CAMP_2026_WEDDING5,APP Push,2026-06-08 21:00:00,marketing,clicked,20635
CONTACT_00057796,C001340,CAMP_2026_BIRTHDAY,邮件,2026-07-12 16:00:00,marketing,clicked,50919
CONTACT_00057797,C001599,CAMP_2026_UPGRADE,电话外呼,2026-07-02 03:00:00,marketing,clicked,1196
CONTACT_00057798,C001055,CAMP_2026_BIRTHDAY,电话外呼,2026-06-21 11:00:00,marketing,clicked,80183
CONTACT_00057799,C004780,CAMP_2026_REFERRAL,短信,2026-06-29 02:00:00,marketing,unsubscribed,0
CONTACT_00057800,C002352,,短信,2026-06-09 02:00:00,service,clicked,86313
CONTACT_00057801,C006787,CAMP_2026_WEDDING5,短信,2026-07-14 12:00:00,marketing,clicked,65019
CONTACT_00057802,C002614,CAMP_2026_618,邮件,2026-07-09 12:00:00,marketing,clicked,57582
CONTACT_00057803,C001297,CAMP_2026_APPLEPAY,短信,2026-07-08 22:00:00,marketing,clicked,38398
CONTACT_00057804,C005661,CAMP_2026_APPLEPAY,电话外呼,2026-07-10 03:00:00,marketing,opened,51984
CONTACT_00057805,C003910,,邮件,2026-06-30 03:00:00,service,opened,58432
CONTACT_00057806,C005694,CAMP_2026_NYE,微信公众号,2026-06-18 10:00:00,marketing,clicked,44388
CONTACT_00057807,C006204,CAMP_2026_SPRING_TRAVEL,APP Push,2026-07-08 06:00:00,marketing,clicked,46489
CONTACT_00057808,C003637,CAMP_2026_FAMILY,短信,2026-05-31 16:00:00,marketing,clicked,81974
CONTACT_00057809,C000832,,邮件,2026-07-05 03:00:00,service,clicked,70942
CONTACT_00057810,C002777,CAMP_2026_AI_TOKEN,电话外呼,2026-06-13 01:00:00,marketing,opened,60282
CONTACT_00057811,C003561,,电话外呼,2026-07-15 08:00:00,service,clicked,3739
CONTACT_00057812,C007136,CAMP_2026_NEWUSER,短信,2026-06-12 09:00:00,marketing,sent,0
CONTACT_00057813,C001936,CAMP_2026_NYE,APP Push,2026-04-18 04:00:00,marketing,clicked,31477
CONTACT_00057814,C000610,CAMP_2026_NATIONAL,APP Push,2026-05-28 04:00:00,marketing,opened,34162
CONTACT_00057815,C000813,CAMP_2026_CAMPUS,APP Push,2026-06-28 04:00:00,marketing,opened,61661
CONTACT_00057816,C006224,CAMP_2026_SUMMER,电话外呼,2026-05-26 13:00:00,marketing,opened,8928
CONTACT_00057817,C003647,CAMP_2026_FAMILY,短信,2026-04-28 08:00:00,marketing,clicked,7171
CONTACT_00057818,C006623,CAMP_2026_CLOUD_FLASH,电话外呼,2026-07-16 18:00:00,marketing,clicked,74794
CONTACT_00057819,C006320,CAMP_2026_APPLEPAY,短信,2026-06-24 10:00:00,marketing,opened,78221
CONTACT_00057820,C006885,,微信公众号,2026-06-28 19:00:00,service,opened,18248
CONTACT_00057821,C000274,CAMP_2026_BACK_SCHOOL,微信公众号,2026-05-15 02:00:00,marketing,opened,27009
CONTACT_00057822,C000570,CAMP_2026_618,APP Push,2026-06-14 06:00:00,marketing,sent,0
CONTACT_00057823,C002567,CAMP_2026_APPLEPAY,APP Push,2026-07-10 05:00:00,marketing,clicked,64213
CONTACT_00057824,C002682,CAMP_2026_DOUBLE11,微信公众号,2026-04-28 05:00:00,marketing,clicked,59714
CONTACT_00057825,C005666,CAMP_2026_FAMILY,短信,2026-06-28 08:00:00,marketing,clicked,85130
CONTACT_00057826,C003315,CAMP_2026_618,微信公众号,2026-05-03 16:00:00,marketing,clicked,81563
CONTACT_00057827,C005192,CAMP_2026_UPGRADE,微信公众号,2026-07-09 09:00:00,marketing,sent,0
CONTACT_00057828,C006231,CAMP_2026_AI_TOKEN,电话外呼,2026-06-03 08:00:00,marketing,sent,0
CONTACT_00057829,C005727,CAMP_2026_NYE,微信公众号,2026-07-04 13:00:00,marketing,clicked,24419
CONTACT_00057830,C002175,CAMP_2026_POINTS_BOOST,短信,2026-06-05 22:00:00,marketing,clicked,36168
CONTACT_00057831,C001742,CAMP_2026_CROSSBORDER,邮件,2026-06-25 23:00:00,marketing,clicked,82858
CONTACT_00057832,C003050,CAMP_2026_POINTS_BOOST,APP Push,2026-07-12 18:00:00,marketing,sent,0
CONTACT_00057833,C004291,CAMP_2026_POINTS_BOOST,APP Push,2026-07-06 03:00:00,marketing,opened,38086
CONTACT_00057834,C004198,CAMP_2026_CAMPUS,短信,2026-07-11 07:00:00,marketing,clicked,47696
CONTACT_00057835,C006606,,邮件,2026-07-15 17:00:00,service,opened,12942
CONTACT_00057836,C007974,,电话外呼,2026-07-16 09:00:00,service,sent,0
CONTACT_00057837,C000283,,APP Push,2026-06-23 17:00:00,service,sent,0
CONTACT_00057838,C005094,CAMP_2026_POINTS_BOOST,邮件,2026-06-26 07:00:00,marketing,clicked,15317
CONTACT_00057839,C005687,CAMP_2026_DORMANT,短信,2026-07-13 00:00:00,marketing,sent,0
CONTACT_00057840,C002287,CAMP_2026_DORMANT,短信,2026-07-16 07:00:00,marketing,clicked,22165
CONTACT_00057841,C002276,CAMP_2026_WOMEN,APP Push,2026-06-04 13:00:00,marketing,opened,42343
CONTACT_00057842,C004218,CAMP_2026_CLOUD_FLASH,电话外呼,2026-07-15 17:00:00,marketing,sent,0
CONTACT_00057843,C004728,CAMP_2026_SPRING_TRAVEL,微信公众号,2026-07-06 11:00:00,marketing,clicked,64090
CONTACT_00057844,C000157,CAMP_2026_WEDDING5,APP Push,2026-07-10 11:00:00,marketing,unsubscribed,0
CONTACT_00057845,C002245,CAMP_2026_CLOUD_FLASH,APP Push,2026-06-25 09:00:00,marketing,clicked,32088
CONTACT_00057846,C007513,CAMP_2026_DORMANT,微信公众号,2026-07-02 13:00:00,marketing,clicked,75467
CONTACT_00057847,C003501,CAMP_2026_WEDDING5,电话外呼,2026-07-11 20:00:00,marketing,unsubscribed,0
CONTACT_00057848,C005745,CAMP_2026_AI_TOKEN,电话外呼,2026-06-02 23:00:00,marketing,sent,0
CONTACT_00057849,C001656,CAMP_2026_618,APP Push,2026-07-07 11:00:00,marketing,sent,0
CONTACT_00057850,C005827,CAMP_2026_SPRINGFEST,微信公众号,2026-06-12 09:00:00,marketing,clicked,52706
CONTACT_00057851,C006214,CAMP_2026_WEDDING5,微信公众号,2026-07-05 16:00:00,marketing,sent,0
CONTACT_00057852,C003095,CAMP_2026_MOVIE9,APP Push,2026-07-13 22:00:00,marketing,sent,0
CONTACT_00057853,C007814,CAMP_2026_SPRING_TRAVEL,邮件,2026-06-21 02:00:00,marketing,clicked,5054
CONTACT_00057854,C003108,CAMP_2026_NYE,微信公众号,2026-05-01 23:00:00,marketing,opened,70000
CONTACT_00057855,C007931,CAMP_2026_SPORTS,APP Push,2026-06-15 23:00:00,marketing,sent,0
CONTACT_00057856,C000963,CAMP_2026_FAMILY,APP Push,2026-07-12 15:00:00,marketing,sent,0
CONTACT_00057857,C003099,CAMP_2026_NATIONAL,APP Push,2026-06-30 20:00:00,marketing,opened,14220
CONTACT_00057858,C006749,CAMP_2026_CROSSBORDER,APP Push,2026-07-14 14:00:00,marketing,opened,66879
CONTACT_00057859,C001629,CAMP_2026_DORMANT,电话外呼,2026-06-04 14:00:00,marketing,clicked,65171
CONTACT_00057860,C006524,CAMP_2026_CROSSBORDER,邮件,2026-06-02 02:00:00,marketing,clicked,53338
CONTACT_00057861,C005074,CAMP_2026_CLOUD_FLASH,APP Push,2026-06-29 17:00:00,marketing,clicked,19993
CONTACT_00057862,C006850,CAMP_2026_MOVIE9,短信,2026-07-14 06:00:00,marketing,unsubscribed,0
CONTACT_00057863,C001575,CAMP_2026_GREEN,邮件,2026-07-08 04:00:00,marketing,clicked,289
CONTACT_00057864,C005934,CAMP_2026_CAMPUS,微信公众号,2026-06-20 11:00:00,marketing,opened,30454
CONTACT_00057865,C000540,CAMP_2026_CAMPUS,短信,2026-06-08 22:00:00,marketing,opened,38834
CONTACT_00057866,C004595,CAMP_2026_DOUBLE11,APP Push,2026-07-12 05:00:00,marketing,sent,0
CONTACT_00057867,C002283,CAMP_2026_NYE,微信公众号,2026-07-08 10:00:00,marketing,clicked,45982
CONTACT_00057868,C004040,CAMP_2026_WOMEN,邮件,2026-07-07 13:00:00,marketing,unsubscribed,0
CONTACT_00057869,C000113,CAMP_2026_DORMANT,短信,2026-07-06 09:00:00,marketing,opened,19125
CONTACT_00057870,C001526,CAMP_2026_REFERRAL,邮件,2026-06-01 17:00:00,marketing,clicked,56593
CONTACT_00057871,C003969,CAMP_2026_MOVIE9,微信公众号,2026-07-05 21:00:00,marketing,opened,37540
CONTACT_00057872,C007774,CAMP_2026_618,微信公众号,2026-07-10 06:00:00,marketing,sent,0
CONTACT_00057873,C000978,CAMP_2026_CAMPUS,微信公众号,2026-07-13 21:00:00,marketing,clicked,62849
CONTACT_00057874,C001525,CAMP_2026_DOUBLE11,邮件,2026-07-03 00:00:00,marketing,sent,0
CONTACT_00057875,C004352,CAMP_2026_SUMMER,电话外呼,2026-06-12 01:00:00,marketing,opened,8123
CONTACT_00057876,C007686,CAMP_2026_SUMMER,邮件,2026-07-14 03:00:00,marketing,clicked,10937
CONTACT_00057877,C003893,CAMP_2026_WEDDING5,APP Push,2026-04-18 15:00:00,marketing,clicked,32359
CONTACT_00057878,C003488,CAMP_2026_SPORTS,微信公众号,2026-07-03 15:00:00,marketing,sent,0
CONTACT_00057879,C003491,CAMP_2026_GREEN,微信公众号,2026-07-08 20:00:00,marketing,sent,0
CONTACT_00057880,C007309,CAMP_2026_REFERRAL,APP Push,2026-04-18 22:00:00,marketing,sent,0
CONTACT_00057881,C002374,CAMP_2026_DORMANT,短信,2026-05-26 17:00:00,marketing,opened,9549
CONTACT_00057882,C000516,CAMP_2026_NYE,APP Push,2026-06-03 21:00:00,marketing,opened,1768
CONTACT_00057883,C003176,CAMP_2026_AI_TOKEN,APP Push,2026-06-25 20:00:00,marketing,sent,0
CONTACT_00057884,C003986,,APP Push,2026-07-15 13:00:00,service,unsubscribed,0
CONTACT_00057885,C000998,CAMP_2026_CLOUD_FLASH,APP Push,2026-06-09 20:00:00,marketing,opened,22040
CONTACT_00057886,C001186,CAMP_2026_NATIONAL,微信公众号,2026-07-10 13:00:00,marketing,clicked,76854
CONTACT_00057887,C004655,CAMP_2026_WEDDING5,APP Push,2026-07-12 11:00:00,marketing,clicked,41313
CONTACT_00057888,C001584,CAMP_2026_SUMMER,电话外呼,2026-07-08 20:00:00,marketing,clicked,18117
CONTACT_00057889,C004903,CAMP_2026_REFERRAL,微信公众号,2026-06-08 14:00:00,marketing,opened,50784
CONTACT_00057890,C005965,CAMP_2026_FAMILY,短信,2026-06-23 22:00:00,marketing,clicked,49166
CONTACT_00057891,C007165,CAMP_2026_NEWUSER,微信公众号,2026-07-04 04:00:00,marketing,sent,0
CONTACT_00057892,C001558,CAMP_2026_UPGRADE,微信公众号,2026-07-16 04:00:00,marketing,unsubscribed,0
CONTACT_00057893,C003701,CAMP_2026_SPRINGFEST,微信公众号,2026-07-05 17:00:00,marketing,sent,0
CONTACT_00057894,C007021,CAMP_2026_BIRTHDAY,微信公众号,2026-06-05 08:00:00,marketing,clicked,14090
CONTACT_00057895,C002752,CAMP_2026_NEWUSER,短信,2026-06-07 09:00:00,marketing,clicked,12080
CONTACT_00057896,C001001,CAMP_2026_SUMMER,邮件,2026-07-03 13:00:00,marketing,sent,0
CONTACT_00057897,C003790,CAMP_2026_CROSSBORDER,电话外呼,2026-06-29 07:00:00,marketing,sent,0
CONTACT_00057898,C005802,CAMP_2026_WEDDING5,微信公众号,2026-06-07 12:00:00,marketing,clicked,3489
CONTACT_00057899,C003254,CAMP_2026_AI_TOKEN,电话外呼,2026-05-15 07:00:00,marketing,clicked,76274
CONTACT_00057900,C006295,CAMP_2026_MOVIE9,电话外呼,2026-06-19 07:00:00,marketing,sent,0
CONTACT_00057901,C002200,CAMP_2026_SPORTS,微信公众号,2026-06-30 06:00:00,marketing,opened,61942
CONTACT_00057902,C001783,CAMP_2026_BIRTHDAY,短信,2026-07-13 22:00:00,marketing,clicked,77857
CONTACT_00057903,C000098,CAMP_2026_NEWUSER,微信公众号,2026-07-07 17:00:00,marketing,clicked,24303
CONTACT_00057904,C000109,CAMP_2026_UPGRADE,邮件,2026-07-06 02:00:00,marketing,clicked,49352
CONTACT_00057905,C007104,CAMP_2026_GREEN,短信,2026-07-04 02:00:00,marketing,clicked,60120
CONTACT_00057906,C002380,CAMP_2026_WEDDING5,邮件,2026-06-29 04:00:00,marketing,clicked,13047
CONTACT_00057907,C004952,CAMP_2026_CAMPUS,APP Push,2026-07-06 20:00:00,marketing,opened,37936
CONTACT_00057908,C004282,CAMP_2026_WEDDING5,短信,2026-06-04 05:00:00,marketing,clicked,7326
CONTACT_00057909,C000843,CAMP_2026_CROSSBORDER,邮件,2026-07-05 02:00:00,marketing,sent,0
CONTACT_00057910,C006103,CAMP_2026_WOMEN,邮件,2026-07-01 03:00:00,marketing,clicked,5489
CONTACT_00057911,C003395,CAMP_2026_BACK_SCHOOL,微信公众号,2026-06-17 09:00:00,marketing,opened,38219
CONTACT_00057912,C006355,,邮件,2026-04-18 18:00:00,service,sent,0
CONTACT_00057913,C005231,CAMP_2026_618,电话外呼,2026-05-03 14:00:00,marketing,clicked,18764
CONTACT_00057914,C007374,CAMP_2026_SPRING_TRAVEL,微信公众号,2026-06-13 06:00:00,marketing,clicked,48778
CONTACT_00057915,C004317,CAMP_2026_NEWUSER,邮件,2026-06-28 10:00:00,marketing,unsubscribed,0
CONTACT_00057916,C004643,CAMP_2026_APPLEPAY,微信公众号,2026-07-11 11:00:00,marketing,sent,0
