contact_id,cust_id,campaign_id,channel,contact_time,contact_type,status,response_time_sec,cost
CONTACT_00071794,C004665,CAMP_2026_SPRINGFEST,手机银行APP内消息,2026-05-31 16:22:00,marketing,unsubscribed,0,0.01
CONTACT_00071795,C007450,CAMP_2026_DORMANT,APP Push,2026-06-28 04:35:00,marketing,opened,17091,0.02
CONTACT_00071796,C005925,CAMP_2026_AI_TOKEN,微信公众号,2026-06-14 12:29:00,marketing,delivered,0,0.03
CONTACT_00071797,C000268,CAMP_2026_BIRTHDAY,微信公众号,2026-06-29 19:59:00,marketing,delivered,0,0.03
CONTACT_00071798,C000944,CAMP_2026_UPGRADE,APP Push,2026-07-05 12:34:00,marketing,opened,18407,0.02
CONTACT_00071799,C005755,CAMP_2026_SPRING_TRAVEL,短信,2026-05-22 09:30:00,marketing,delivered,0,0.06
CONTACT_00071800,C007805,CAMP_2026_UPGRADE,邮件,2026-06-30 19:20:00,marketing,opened,54680,0.01
CONTACT_00071801,C004904,CAMP_2026_SPRINGFEST,手机银行APP内消息,2026-07-11 14:39:00,marketing,bounced,0,0.01
CONTACT_00071802,C007037,CAMP_2026_CROSSBORDER,邮件,2026-06-13 08:16:00,marketing,clicked,64855,0.01
CONTACT_00071803,C007881,CAMP_2026_APPLEPAY,邮件,2026-06-16 14:51:00,marketing,clicked,46243,0.01
CONTACT_00071804,C002589,CAMP_2026_GREEN,邮件,2026-06-27 22:22:00,marketing,delivered,0,0.01
CONTACT_00071805,C003681,CAMP_2026_SUMMER,手机银行APP内消息,2026-07-05 01:50:00,marketing,opened,31683,0.01
CONTACT_00071806,C005657,CAMP_2026_DOUBLE11,短信,2026-07-06 21:42:00,marketing,opened,26912,0.06
CONTACT_00071807,C005482,CAMP_2026_DOUBLE11,电话外呼,2026-06-18 18:32:00,marketing,clicked,18997,2.5
CONTACT_00071808,C002475,CAMP_2026_WEDDING5,邮件,2026-06-30 04:38:00,marketing,bounced,0,0.01
CONTACT_00071809,C002403,CAMP_2026_SPRINGFEST,APP Push,2026-06-20 16:19:00,marketing,opened,56437,0.02
CONTACT_00071810,C004734,CAMP_2026_NYE,手机银行APP内消息,2026-07-11 05:21:00,marketing,clicked,72755,0.01
CONTACT_00071811,C007542,CAMP_2026_APPLEPAY,手机银行APP内消息,2026-06-24 10:51:00,marketing,opened,19236,0.01
CONTACT_00071812,C004048,CAMP_2026_REFERRAL,电话外呼,2026-06-19 09:49:00,marketing,unsubscribed,0,2.5
CONTACT_00071813,C007618,CAMP_2026_APPLEPAY,邮件,2026-06-27 13:25:00,marketing,unsubscribed,0,0.01
CONTACT_00071814,C001678,CAMP_2026_SUMMER,邮件,2026-06-14 17:01:00,marketing,opened,34949,0.01
CONTACT_00071815,C006541,,短信,2026-07-04 13:01:00,service,unsubscribed,0,0.06
CONTACT_00071816,C001007,CAMP_2026_SPRINGFEST,微信公众号,2026-06-17 02:28:00,marketing,clicked,35879,0.03
CONTACT_00071817,C004818,,APP Push,2026-07-14 04:42:00,service,opened,83707,0.02
CONTACT_00071818,C006401,CAMP_2026_UPGRADE,短信,2026-07-02 01:02:00,marketing,delivered,0,0.06
CONTACT_00071819,C002697,CAMP_2026_SPRINGFEST,手机银行APP内消息,2026-06-04 14:56:00,marketing,bounced,0,0.01
CONTACT_00071820,C003431,CAMP_2026_UPGRADE,手机银行APP内消息,2026-07-12 13:40:00,marketing,clicked,85864,0.01
CONTACT_00071821,C005667,CAMP_2026_NYE,短信,2026-06-28 17:45:00,marketing,opened,73895,0.06
CONTACT_00071822,C007903,CAMP_2026_SPORTS,微信公众号,2026-05-26 01:22:00,marketing,opened,47142,0.03
CONTACT_00071823,C004862,CAMP_2026_SUMMER,邮件,2026-07-12 08:25:00,marketing,opened,16712,0.01
CONTACT_00071824,C003963,CAMP_2026_NEWUSER,短信,2026-07-09 22:43:00,marketing,opened,86229,0.06
CONTACT_00071825,C001773,CAMP_2026_NEWUSER,APP Push,2026-05-26 19:33:00,marketing,opened,34933,0.02
CONTACT_00071826,C006587,CAMP_2026_NATIONAL,短信,2026-06-20 09:37:00,marketing,unsubscribed,0,0.06
CONTACT_00071827,C005111,CAMP_2026_CLOUD_FLASH,短信,2026-07-10 05:15:00,marketing,opened,4422,0.06
CONTACT_00071828,C002837,CAMP_2026_BIRTHDAY,邮件,2026-07-10 17:46:00,marketing,opened,18552,0.01
CONTACT_00071829,C007068,,电话外呼,2026-07-10 01:54:00,transactional,clicked,29613,2.5
CONTACT_00071830,C000632,CAMP_2026_APPLEPAY,微信公众号,2026-07-10 01:55:00,marketing,bounced,0,0.03
CONTACT_00071831,C000328,CAMP_2026_WEDDING5,APP Push,2026-07-06 09:50:00,marketing,clicked,2978,0.02
CONTACT_00071832,C003632,CAMP_2026_SPRINGFEST,微信公众号,2026-07-03 02:45:00,marketing,sent,0,0.03
CONTACT_00071833,C002695,CAMP_2026_DOUBLE11,手机银行APP内消息,2026-06-30 19:01:00,marketing,opened,42704,0.01
CONTACT_00071834,C001915,CAMP_2026_BIRTHDAY,APP Push,2026-06-05 12:17:00,marketing,delivered,0,0.02
CONTACT_00071835,C006360,CAMP_2026_CAMPUS,微信公众号,2026-07-05 18:10:00,marketing,unsubscribed,0,0.03
CONTACT_00071836,C001147,,微信公众号,2026-07-08 09:28:00,service,clicked,62957,0.03
CONTACT_00071837,C000667,CAMP_2026_NEWUSER,短信,2026-07-08 12:31:00,marketing,unsubscribed,0,0.06
CONTACT_00071838,C007405,CAMP_2026_AI_TOKEN,微信公众号,2026-06-28 03:08:00,marketing,opened,56202,0.03
CONTACT_00071839,C001166,,APP Push,2026-07-10 17:30:00,transactional,opened,13331,0.02
CONTACT_00071840,C002875,CAMP_2026_APPLEPAY,APP Push,2026-07-04 16:00:00,marketing,opened,40782,0.02
CONTACT_00071841,C007041,CAMP_2026_CROSSBORDER,手机银行APP内消息,2026-07-02 12:12:00,marketing,opened,33134,0.01
CONTACT_00071842,C004027,CAMP_2026_REFERRAL,APP Push,2026-06-11 21:34:00,marketing,clicked,8888,0.02
CONTACT_00071843,C001616,CAMP_2026_NEWUSER,手机银行APP内消息,2026-06-18 07:24:00,marketing,clicked,5745,0.01
CONTACT_00071844,C000890,CAMP_2026_SPRING_TRAVEL,手机银行APP内消息,2026-06-15 20:03:00,marketing,unsubscribed,0,0.01
CONTACT_00071845,C005947,CAMP_2026_WOMEN,微信公众号,2026-07-10 00:59:00,marketing,delivered,0,0.03
CONTACT_00071846,C003849,CAMP_2026_GREEN,手机银行APP内消息,2026-05-24 03:02:00,marketing,clicked,32229,0.01
CONTACT_00071847,C001844,CAMP_2026_BACK_SCHOOL,邮件,2026-07-12 02:55:00,marketing,clicked,28142,0.01
CONTACT_00071848,C003679,CAMP_2026_POINTS_BOOST,电话外呼,2026-06-22 19:04:00,marketing,opened,15274,2.5
CONTACT_00071849,C006472,CAMP_2026_CROSSBORDER,手机银行APP内消息,2026-07-03 22:04:00,marketing,delivered,0,0.01
CONTACT_00071850,C002793,CAMP_2026_POINTS_BOOST,微信公众号,2026-06-02 14:10:00,marketing,opened,73926,0.03
CONTACT_00071851,C006474,CAMP_2026_CROSSBORDER,APP Push,2026-06-24 22:35:00,marketing,clicked,62327,0.02
CONTACT_00071852,C005381,CAMP_2026_DORMANT,电话外呼,2026-07-04 20:26:00,marketing,opened,6228,2.5
CONTACT_00071853,C004136,,邮件,2026-05-27 12:48:00,transactional,clicked,44096,0.01
CONTACT_00071854,C000970,CAMP_2026_REFERRAL,APP Push,2026-07-01 06:18:00,marketing,opened,4296,0.02
CONTACT_00071855,C003873,CAMP_2026_BIRTHDAY,微信公众号,2026-06-13 16:59:00,marketing,opened,30506,0.03
CONTACT_00071856,C006303,CAMP_2026_SPORTS,短信,2026-07-13 18:17:00,marketing,opened,55556,0.06
CONTACT_00071857,C001339,CAMP_2026_CAMPUS,手机银行APP内消息,2026-07-11 20:39:00,marketing,opened,32005,0.01
CONTACT_00071858,C001390,CAMP_2026_NATIONAL,邮件,2026-07-14 18:29:00,marketing,opened,45569,0.01
CONTACT_00071859,C007875,CAMP_2026_SPORTS,短信,2026-07-09 07:18:00,marketing,unsubscribed,0,0.06
CONTACT_00071860,C007852,CAMP_2026_REFERRAL,APP Push,2026-06-13 11:59:00,marketing,unsubscribed,0,0.02
CONTACT_00071861,C000135,CAMP_2026_618,APP Push,2026-06-16 14:37:00,marketing,clicked,67167,0.02
CONTACT_00071862,C003503,,手机银行APP内消息,2026-06-17 19:56:00,service,bounced,0,0.01
CONTACT_00071863,C003032,CAMP_2026_618,微信公众号,2026-06-11 10:13:00,marketing,clicked,73081,0.03
CONTACT_00071864,C001488,CAMP_2026_UPGRADE,邮件,2026-07-05 22:29:00,marketing,clicked,46033,0.01
CONTACT_00071865,C002992,CAMP_2026_NYE,短信,2026-06-14 19:56:00,marketing,opened,27649,0.06
CONTACT_00071866,C006218,,微信公众号,2026-07-14 22:02:00,service,unsubscribed,0,0.03
CONTACT_00071867,C003838,CAMP_2026_NYE,手机银行APP内消息,2026-06-05 03:16:00,marketing,clicked,45527,0.01
CONTACT_00071868,C004077,,短信,2026-07-07 07:10:00,service,opened,50650,0.06
CONTACT_00071869,C001249,CAMP_2026_WEDDING5,手机银行APP内消息,2026-06-28 02:03:00,marketing,unsubscribed,0,0.01
CONTACT_00071870,C007098,CAMP_2026_SPORTS,邮件,2026-07-10 11:41:00,marketing,opened,7976,0.01
CONTACT_00071871,C002771,CAMP_2026_AI_TOKEN,邮件,2026-06-06 17:32:00,marketing,clicked,81221,0.01
CONTACT_00071872,C001992,CAMP_2026_WOMEN,电话外呼,2026-07-04 00:51:00,marketing,sent,0,2.5
CONTACT_00071873,C000093,CAMP_2026_618,手机银行APP内消息,2026-06-04 19:35:00,marketing,unsubscribed,0,0.01
CONTACT_00071874,C007271,CAMP_2026_WEDDING5,手机银行APP内消息,2026-07-14 16:30:00,marketing,opened,42362,0.01
CONTACT_00071875,C004776,CAMP_2026_CROSSBORDER,APP Push,2026-07-05 09:50:00,marketing,clicked,75356,0.02
CONTACT_00071876,C004551,CAMP_2026_BIRTHDAY,邮件,2026-07-11 09:42:00,marketing,unsubscribed,0,0.01
CONTACT_00071877,C007845,,邮件,2026-05-03 23:18:00,service,opened,10455,0.01
CONTACT_00071878,C002698,,短信,2026-05-21 16:00:00,service,unsubscribed,0,0.06
CONTACT_00071879,C000811,CAMP_2026_618,短信,2026-04-16 19:54:00,marketing,opened,15801,0.06
CONTACT_00071880,C007902,CAMP_2026_POINTS_BOOST,微信公众号,2026-07-05 18:39:00,marketing,clicked,13347,0.03
CONTACT_00071881,C004034,CAMP_2026_CLOUD_FLASH,APP Push,2026-06-26 05:51:00,marketing,delivered,0,0.02
CONTACT_00071882,C004545,CAMP_2026_APPLEPAY,邮件,2026-07-04 00:10:00,marketing,opened,82922,0.01
CONTACT_00071883,C004010,CAMP_2026_POINTS_BOOST,电话外呼,2026-07-10 18:49:00,marketing,opened,68539,2.5
CONTACT_00071884,C000342,CAMP_2026_FAMILY,短信,2026-07-04 04:08:00,marketing,opened,16200,0.06
CONTACT_00071885,C000789,CAMP_2026_CAMPUS,手机银行APP内消息,2026-06-22 10:47:00,marketing,opened,83321,0.01
CONTACT_00071886,C005078,CAMP_2026_SPRINGFEST,邮件,2026-07-03 13:33:00,marketing,clicked,26267,0.01
CONTACT_00071887,C007166,,APP Push,2026-07-05 23:16:00,transactional,clicked,17534,0.02
CONTACT_00071888,C000953,CAMP_2026_CLOUD_FLASH,手机银行APP内消息,2026-07-10 04:44:00,marketing,opened,17277,0.01
CONTACT_00071889,C002599,CAMP_2026_BIRTHDAY,手机银行APP内消息,2026-06-21 02:03:00,marketing,opened,54139,0.01
CONTACT_00071890,C006029,CAMP_2026_POINTS_BOOST,手机银行APP内消息,2026-06-04 19:39:00,marketing,clicked,27997,0.01
CONTACT_00071891,C005571,CAMP_2026_AI_TOKEN,短信,2026-07-02 17:53:00,marketing,delivered,0,0.06
CONTACT_00071892,C002790,CAMP_2026_SPRING_TRAVEL,手机银行APP内消息,2026-07-13 06:32:00,marketing,opened,47833,0.01
CONTACT_00071893,C006249,CAMP_2026_CLOUD_FLASH,电话外呼,2026-06-29 18:42:00,marketing,opened,61185,2.5
CONTACT_00071894,C002981,,APP Push,2026-05-21 23:48:00,service,opened,85260,0.02
CONTACT_00071895,C004528,CAMP_2026_WEDDING5,微信公众号,2026-04-16 05:47:00,marketing,sent,0,0.03
CONTACT_00071896,C007523,,微信公众号,2026-04-16 06:06:00,transactional,clicked,46293,0.03
CONTACT_00071897,C004510,CAMP_2026_REFERRAL,APP Push,2026-07-09 07:12:00,marketing,opened,51893,0.02
CONTACT_00071898,C004003,CAMP_2026_WOMEN,手机银行APP内消息,2026-06-25 14:13:00,marketing,opened,29168,0.01
CONTACT_00071899,C001189,CAMP_2026_APPLEPAY,邮件,2026-07-03 03:01:00,marketing,bounced,0,0.01
CONTACT_00071900,C003573,CAMP_2026_SUMMER,手机银行APP内消息,2026-06-20 21:33:00,marketing,opened,26445,0.01
CONTACT_00071901,C004714,CAMP_2026_NYE,APP Push,2026-07-13 21:54:00,marketing,sent,0,0.02
CONTACT_00071902,C002163,CAMP_2026_SPRINGFEST,电话外呼,2026-07-10 10:16:00,marketing,unsubscribed,0,2.5
CONTACT_00071903,C003019,CAMP_2026_CLOUD_FLASH,邮件,2026-07-08 23:15:00,marketing,delivered,0,0.01
CONTACT_00071904,C004175,CAMP_2026_618,手机银行APP内消息,2026-07-11 12:41:00,marketing,opened,71850,0.01
CONTACT_00071905,C003781,CAMP_2026_BIRTHDAY,手机银行APP内消息,2026-05-29 01:18:00,marketing,unsubscribed,0,0.01
CONTACT_00071906,C004615,CAMP_2026_SUMMER,手机银行APP内消息,2026-05-19 23:03:00,marketing,clicked,55568,0.01
CONTACT_00071907,C003574,CAMP_2026_MOVIE9,手机银行APP内消息,2026-07-03 13:22:00,marketing,opened,42199,0.01
CONTACT_00071908,C003796,CAMP_2026_POINTS_BOOST,电话外呼,2026-07-03 23:06:00,marketing,clicked,81188,2.5
CONTACT_00071909,C003200,CAMP_2026_GREEN,短信,2026-05-24 06:59:00,marketing,delivered,0,0.06
CONTACT_00071910,C007239,,电话外呼,2026-05-11 00:28:00,transactional,clicked,20836,2.5
CONTACT_00071911,C005960,CAMP_2026_CLOUD_FLASH,微信公众号,2026-06-06 22:25:00,marketing,opened,12692,0.03
CONTACT_00071912,C006031,CAMP_2026_UPGRADE,微信公众号,2026-06-17 22:18:00,marketing,clicked,30878,0.03
CONTACT_00071913,C006010,CAMP_2026_GREEN,微信公众号,2026-06-30 17:11:00,marketing,opened,23635,0.03
CONTACT_00071914,C007856,,短信,2026-07-04 12:02:00,service,clicked,36914,0.06
CONTACT_00071915,C002056,CAMP_2026_NYE,电话外呼,2026-05-13 23:30:00,marketing,sent,0,2.5
CONTACT_00071916,C005869,,短信,2026-07-03 15:44:00,transactional,opened,21046,0.06
CONTACT_00071917,C006605,CAMP_2026_BIRTHDAY,手机银行APP内消息,2026-07-08 20:35:00,marketing,opened,72597,0.01
CONTACT_00071918,C004686,CAMP_2026_SPORTS,短信,2026-07-03 03:19:00,marketing,opened,14824,0.06
CONTACT_00071919,C004776,CAMP_2026_CLOUD_FLASH,短信,2026-06-26 16:52:00,marketing,opened,17313,0.06
CONTACT_00071920,C005350,,邮件,2026-07-14 01:55:00,service,delivered,0,0.01
CONTACT_00071921,C006783,,电话外呼,2026-06-14 14:36:00,transactional,delivered,0,2.5
CONTACT_00071922,C004497,,邮件,2026-07-10 19:07:00,service,delivered,0,0.01
CONTACT_00071923,C005076,CAMP_2026_WOMEN,手机银行APP内消息,2026-07-04 23:19:00,marketing,bounced,0,0.01
CONTACT_00071924,C005422,CAMP_2026_SPORTS,短信,2026-06-24 22:52:00,marketing,clicked,34514,0.06
CONTACT_00071925,C002277,CAMP_2026_GREEN,短信,2026-04-16 14:17:00,marketing,opened,15577,0.06
CONTACT_00071926,C001269,CAMP_2026_SPORTS,电话外呼,2026-07-01 06:40:00,marketing,opened,15809,2.5
CONTACT_00071927,C003917,CAMP_2026_NATIONAL,手机银行APP内消息,2026-07-11 05:37:00,marketing,opened,13314,0.01
CONTACT_00071928,C002212,CAMP_2026_CLOUD_FLASH,微信公众号,2026-07-04 08:25:00,marketing,opened,68127,0.03
CONTACT_00071929,C002253,CAMP_2026_APPLEPAY,微信公众号,2026-07-07 09:48:00,marketing,opened,32121,0.03
CONTACT_00071930,C000956,CAMP_2026_DORMANT,电话外呼,2026-07-01 16:01:00,marketing,bounced,0,2.5
CONTACT_00071931,C005881,CAMP_2026_APPLEPAY,手机银行APP内消息,2026-06-08 23:31:00,marketing,clicked,2791,0.01
CONTACT_00071932,C000801,CAMP_2026_SPRINGFEST,微信公众号,2026-07-08 08:09:00,marketing,unsubscribed,0,0.03
CONTACT_00071933,C007985,CAMP_2026_NYE,APP Push,2026-07-02 18:45:00,marketing,opened,27734,0.02
CONTACT_00071934,C002715,CAMP_2026_APPLEPAY,电话外呼,2026-05-19 02:36:00,marketing,clicked,974,2.5
CONTACT_00071935,C004704,CAMP_2026_AI_TOKEN,邮件,2026-06-21 22:19:00,marketing,bounced,0,0.01
CONTACT_00071936,C000796,,微信公众号,2026-06-29 16:11:00,transactional,opened,40971,0.03
CONTACT_00071937,C000930,CAMP_2026_SPORTS,邮件,2026-07-03 01:38:00,marketing,bounced,0,0.01
CONTACT_00071938,C000614,CAMP_2026_MOVIE9,短信,2026-06-26 02:24:00,marketing,opened,54809,0.06
CONTACT_00071939,C007236,CAMP_2026_REFERRAL,电话外呼,2026-07-03 00:51:00,marketing,opened,65607,2.5
CONTACT_00071940,C006862,CAMP_2026_SPORTS,邮件,2026-07-07 03:11:00,marketing,bounced,0,0.01
CONTACT_00071941,C004875,CAMP_2026_BACK_SCHOOL,APP Push,2026-06-27 17:08:00,marketing,opened,14655,0.02
CONTACT_00071942,C006726,CAMP_2026_BACK_SCHOOL,微信公众号,2026-06-13 01:38:00,marketing,clicked,57155,0.03
CONTACT_00071943,C007911,CAMP_2026_UPGRADE,电话外呼,2026-07-10 12:56:00,marketing,opened,32047,2.5
CONTACT_00071944,C003981,CAMP_2026_WEDDING5,电话外呼,2026-06-20 15:08:00,marketing,unsubscribed,0,2.5
CONTACT_00071945,C002753,CAMP_2026_618,邮件,2026-05-28 02:38:00,marketing,clicked,33097,0.01
CONTACT_00071946,C006891,,APP Push,2026-07-05 16:58:00,transactional,clicked,53660,0.02
CONTACT_00071947,C007957,CAMP_2026_UPGRADE,APP Push,2026-06-18 03:08:00,marketing,opened,315,0.02
CONTACT_00071948,C004159,CAMP_2026_AI_TOKEN,邮件,2026-05-31 07:22:00,marketing,opened,7217,0.01
CONTACT_00071949,C002979,CAMP_2026_CROSSBORDER,APP Push,2026-07-09 16:48:00,marketing,clicked,59366,0.02
CONTACT_00071950,C000422,CAMP_2026_NEWUSER,手机银行APP内消息,2026-06-30 08:39:00,marketing,opened,5521,0.01
CONTACT_00071951,C002243,CAMP_2026_BIRTHDAY,APP Push,2026-06-25 06:15:00,marketing,clicked,21866,0.02
CONTACT_00071952,C005966,CAMP_2026_WEDDING5,APP Push,2026-05-12 13:52:00,marketing,clicked,56064,0.02
CONTACT_00071953,C005090,CAMP_2026_SUMMER,短信,2026-05-16 02:26:00,marketing,clicked,83278,0.06
CONTACT_00071954,C001050,CAMP_2026_DORMANT,微信公众号,2026-06-05 08:10:00,marketing,delivered,0,0.03
CONTACT_00071955,C001386,CAMP_2026_NYE,短信,2026-06-23 12:37:00,marketing,clicked,69680,0.06
CONTACT_00071956,C000368,CAMP_2026_WEDDING5,短信,2026-07-09 02:08:00,marketing,opened,33305,0.06
CONTACT_00071957,C002070,CAMP_2026_UPGRADE,手机银行APP内消息,2026-07-09 09:25:00,marketing,clicked,13869,0.01
CONTACT_00071958,C007267,CAMP_2026_BIRTHDAY,电话外呼,2026-04-16 06:21:00,marketing,clicked,13472,2.5
CONTACT_00071959,C000616,CAMP_2026_APPLEPAY,手机银行APP内消息,2026-07-06 08:50:00,marketing,delivered,0,0.01
CONTACT_00071960,C001460,CAMP_2026_MOVIE9,邮件,2026-06-09 01:10:00,marketing,clicked,31424,0.01
CONTACT_00071961,C004189,CAMP_2026_REFERRAL,APP Push,2026-07-14 04:32:00,marketing,opened,11284,0.02
CONTACT_00071962,C000795,CAMP_2026_POINTS_BOOST,APP Push,2026-06-14 12:20:00,marketing,clicked,84335,0.02
CONTACT_00071963,C001511,CAMP_2026_NYE,短信,2026-06-24 09:34:00,marketing,opened,67298,0.06
CONTACT_00071964,C003752,CAMP_2026_AI_TOKEN,电话外呼,2026-06-18 12:07:00,marketing,delivered,0,2.5
CONTACT_00071965,C005992,CAMP_2026_SPRING_TRAVEL,邮件,2026-07-10 22:57:00,marketing,opened,35137,0.01
CONTACT_00071966,C000693,,邮件,2026-04-19 20:10:00,transactional,opened,85590,0.01
CONTACT_00071967,C002121,CAMP_2026_NYE,电话外呼,2026-05-15 05:56:00,marketing,clicked,56176,2.5
CONTACT_00071968,C006395,CAMP_2026_WOMEN,微信公众号,2026-06-17 20:28:00,marketing,clicked,81229,0.03
CONTACT_00071969,C002632,,短信,2026-07-03 03:42:00,service,sent,0,0.06
CONTACT_00071970,C006724,CAMP_2026_NATIONAL,邮件,2026-06-25 21:04:00,marketing,bounced,0,0.01
CONTACT_00071971,C007442,CAMP_2026_SUMMER,APP Push,2026-07-04 04:22:00,marketing,opened,53570,0.02
CONTACT_00071972,C000422,CAMP_2026_AI_TOKEN,APP Push,2026-06-13 07:08:00,marketing,clicked,62153,0.02
CONTACT_00071973,C002431,CAMP_2026_CLOUD_FLASH,电话外呼,2026-06-19 10:06:00,marketing,delivered,0,2.5
CONTACT_00071974,C005303,CAMP_2026_GREEN,短信,2026-04-16 08:34:00,marketing,delivered,0,0.06
CONTACT_00071975,C007488,CAMP_2026_REFERRAL,邮件,2026-07-12 06:25:00,marketing,opened,21483,0.01
CONTACT_00071976,C005359,CAMP_2026_NEWUSER,短信,2026-07-07 23:38:00,marketing,clicked,6322,0.06
CONTACT_00071977,C001128,CAMP_2026_NATIONAL,手机银行APP内消息,2026-06-08 03:30:00,marketing,sent,0,0.01
CONTACT_00071978,C002435,CAMP_2026_GREEN,邮件,2026-06-15 00:55:00,marketing,delivered,0,0.01
CONTACT_00071979,C004631,,微信公众号,2026-07-14 14:56:00,service,opened,41821,0.03
CONTACT_00071980,C002004,,短信,2026-07-13 23:06:00,transactional,unsubscribed,0,0.06
CONTACT_00071981,C003435,CAMP_2026_REFERRAL,电话外呼,2026-05-29 01:06:00,marketing,clicked,69101,2.5
CONTACT_00071982,C005533,CAMP_2026_SPRING_TRAVEL,手机银行APP内消息,2026-06-01 18:40:00,marketing,unsubscribed,0,0.01
CONTACT_00071983,C003789,,短信,2026-06-30 15:20:00,service,opened,74612,0.06
CONTACT_00071984,C006660,CAMP_2026_SPRINGFEST,手机银行APP内消息,2026-07-13 02:50:00,marketing,opened,81346,0.01
CONTACT_00071985,C001147,CAMP_2026_CAMPUS,手机银行APP内消息,2026-04-29 00:23:00,marketing,opened,15408,0.01
CONTACT_00071986,C005556,CAMP_2026_AI_TOKEN,短信,2026-05-22 23:56:00,marketing,opened,75248,0.06
CONTACT_00071987,C004570,CAMP_2026_GREEN,微信公众号,2026-05-24 08:30:00,marketing,opened,34975,0.03
CONTACT_00071988,C001485,CAMP_2026_618,邮件,2026-06-14 13:09:00,marketing,delivered,0,0.01
CONTACT_00071989,C006317,,电话外呼,2026-05-26 08:49:00,transactional,clicked,17359,2.5
CONTACT_00071990,C003395,CAMP_2026_FAMILY,短信,2026-06-25 00:42:00,marketing,opened,14279,0.06
CONTACT_00071991,C006289,CAMP_2026_NEWUSER,手机银行APP内消息,2026-07-06 22:39:00,marketing,unsubscribed,0,0.01
CONTACT_00071992,C001042,CAMP_2026_BACK_SCHOOL,APP Push,2026-07-01 11:11:00,marketing,delivered,0,0.02
CONTACT_00071993,C002014,CAMP_2026_AI_TOKEN,邮件,2026-06-04 03:46:00,marketing,bounced,0,0.01
CONTACT_00071994,C003174,CAMP_2026_CLOUD_FLASH,微信公众号,2026-06-28 14:57:00,marketing,clicked,42057,0.03
CONTACT_00071995,C005549,CAMP_2026_REFERRAL,APP Push,2026-06-05 23:03:00,marketing,clicked,62322,0.02
CONTACT_00071996,C006830,CAMP_2026_NATIONAL,电话外呼,2026-07-06 15:05:00,marketing,delivered,0,2.5
CONTACT_00071997,C001557,CAMP_2026_DOUBLE11,短信,2026-07-05 14:08:00,marketing,clicked,77834,0.06
CONTACT_00071998,C007979,CAMP_2026_SPRING_TRAVEL,微信公众号,2026-05-27 05:41:00,marketing,opened,85753,0.03
CONTACT_00071999,C000067,CAMP_2026_REFERRAL,手机银行APP内消息,2026-06-15 12:56:00,marketing,unsubscribed,0,0.01
CONTACT_00072000,C006990,CAMP_2026_WOMEN,电话外呼,2026-06-11 16:16:00,marketing,opened,31124,2.5
CONTACT_00072001,C004977,,邮件,2026-06-22 10:58:00,service,unsubscribed,0,0.01
CONTACT_00072002,C004314,CAMP_2026_SPRINGFEST,APP Push,2026-06-22 11:03:00,marketing,opened,26052,0.02
CONTACT_00072003,C004977,CAMP_2026_POINTS_BOOST,微信公众号,2026-07-09 03:23:00,marketing,delivered,0,0.03
CONTACT_00072004,C003700,,手机银行APP内消息,2026-06-02 12:35:00,transactional,opened,23121,0.01
CONTACT_00072005,C002176,CAMP_2026_SUMMER,电话外呼,2026-04-23 09:12:00,marketing,bounced,0,2.5
CONTACT_00072006,C001702,CAMP_2026_NEWUSER,APP Push,2026-06-02 14:53:00,marketing,unsubscribed,0,0.02
CONTACT_00072007,C001840,CAMP_2026_CROSSBORDER,APP Push,2026-07-04 04:18:00,marketing,unsubscribed,0,0.02
CONTACT_00072008,C000629,CAMP_2026_NEWUSER,电话外呼,2026-04-20 18:39:00,marketing,clicked,78476,2.5
CONTACT_00072009,C001987,CAMP_2026_MOVIE9,短信,2026-05-27 11:32:00,marketing,opened,15881,0.06
CONTACT_00072010,C002567,CAMP_2026_WEDDING5,APP Push,2026-06-25 04:09:00,marketing,opened,52271,0.02
CONTACT_00072011,C007857,CAMP_2026_SUMMER,电话外呼,2026-04-29 22:28:00,marketing,clicked,45465,2.5
CONTACT_00072012,C002498,CAMP_2026_POINTS_BOOST,手机银行APP内消息,2026-05-04 06:06:00,marketing,opened,53424,0.01
CONTACT_00072013,C007403,CAMP_2026_NYE,微信公众号,2026-07-08 11:10:00,marketing,opened,42263,0.03
CONTACT_00072014,C005156,,邮件,2026-07-06 22:24:00,service,delivered,0,0.01
CONTACT_00072015,C000924,CAMP_2026_CROSSBORDER,微信公众号,2026-05-21 18:21:00,marketing,clicked,53638,0.03
CONTACT_00072016,C001034,,电话外呼,2026-07-02 19:35:00,transactional,clicked,60376,2.5
CONTACT_00072017,C002526,CAMP_2026_DOUBLE11,邮件,2026-07-05 09:19:00,marketing,opened,64326,0.01
CONTACT_00072018,C005698,CAMP_2026_MOVIE9,电话外呼,2026-05-29 09:30:00,marketing,clicked,26558,2.5
CONTACT_00072019,C007291,CAMP_2026_POINTS_BOOST,微信公众号,2026-07-13 18:55:00,marketing,bounced,0,0.03
CONTACT_00072020,C007866,CAMP_2026_SPRINGFEST,短信,2026-07-06 02:38:00,marketing,opened,29252,0.06
CONTACT_00072021,C005655,CAMP_2026_GREEN,电话外呼,2026-07-02 16:22:00,marketing,opened,40937,2.5
CONTACT_00072022,C004843,CAMP_2026_BIRTHDAY,短信,2026-06-20 02:46:00,marketing,opened,2859,0.06
CONTACT_00072023,C003458,CAMP_2026_POINTS_BOOST,短信,2026-07-14 18:06:00,marketing,bounced,0,0.06
